id,source_id,pattern,document,right_summary,hallucinated_summary
24946::Factual Contradiction,24946,Factual Contradiction,আমার মেয়ের এর বয়স ৫ বসর গত ২ দিন ধরে রাত আনেক বেশি কাশি হচ্ছে । কাশতে কাশতে বমি হইয়ে জাচ্ছে । রাত ৩ - ৪তা পর্যন্ত জেগে থাকে ঘুমাতে পারে না । জর নাই গা এর তাপমাত্রা সাভাবিক । দিন এর বেলা ভাল থাকে রাত ১০ - ১১ তার দিক থেকে বেশি কাশি সুরু করে । অগ্রিম ধন্যবাদ আপনার পরামরশের জন্য,"মেয়ের বয়স ৫ । দুদিন ধরে কাশি । কাশি করতে গিয়ে বমি হয়ে যাচ্ছে
জ্বর নাই , তাপমাত্রা স্বাভাবিক","মেয়ের বয়স ৫। দুদিন ধরে দিনে বেশি কাশি হচ্ছে। কাশি হলেও বমি হচ্ছে না। জ্বর আছে, গায়ের তাপমাত্রাও বেশি।"
21041::Intrinsic,21041,Intrinsic,"আমি গত বছর থেকে ফ্যাটি লিভার গ্রেড - ১ এ ভুগছি । পরবর্তীতে ডাক্তারের পরামর্শে প্রায় কয়েকমাস মেডিসিন খেয়েছি । তারপর , আর কন্টিনিউ রাখিনি । ইদানীং , শরীর খুব দুর্বল লাগছে । পাশাপাশি , পাজরের খানিকটা উপরে ব্যথা অনুভব করছি । ভয় কাজ করছে । এই ব্যাপারে আমি কি করতে পারি ? ?","গত বছর থেকে ফ্যাটি কিভার গ্রেড ১ এ ভুগছি ৷ শরীর দুর্বল , পাজরের উপরে ব্যাথা হয় । কি করনীয় ?","গত দুই বছর ধরে ফ্যাটি লিভার গ্রেড ২ আছে। কয়েক মাস ওষুধ খেয়েও এখন বন্ধ, শরীর খুব দুর্বল লাগে এবং ডান পাজরের নিচে ব্যথা হচ্ছে। এখন কী করা উচিত?"
13369::Intrinsic,13369,Intrinsic,"সামান্য কোন টেনশন করলে আমার বুক ধরফর করে , শরীর ঘেমে যায় , প্রচন্ড অস্থির লাগে । অনেকদিন আগে আমি ডাক্তার দেখিয়েছিলাম । ডাক্তার আমাকে ইনডেভার 40 ( ১ + ১ + ১ ) খাবার পর । সেরোলাক্স 25 ( ১ + ০ + ০ ) খাবার আগে । এপিটটা ( ০ + ০ + ১ ) শোনাব সময় । এখন প্রশ্ন হচ্ছে , ঘুমের ঔষধ ব্যতীত বাকি দুটো ঔষধ আমি দীর্ঘদিন প্রায় তিন বছর যাবত খাচ্ছি এতে উপকার হচ্ছে কিন্তু মাঝে মাঝে যখন একটু বেশি টেনশন করি বুক ধরফর করে শরীর ঘেমে যায় প্রচণ্ড অস্থির লাগে । এ অবস্থায় আমি এই সকল ঔষধ চালিয়ে যাব ?","টেনশন করলে বুক ধরফর করে , শরীর ঘেমে যায় , অস্থির লাগে । ডাক্তার খাওয়ার পরে ইনডেভার ৪০ ( ১ + ১ + ১ ) , খাওয়ার আগে সেরোলাক্স ২৫ ( ১ + ১ + ১ ) খাওয়ার আগে দেন । রাতে শোয়ার সময় এপিটটা ( ০ + ০ + ১ ) দেন । ঘুমের ওষুধ বাদে বাকি দুটো প্রায় ৩ বছর খেয়ে উপকার হচ্ছে কিন্তু বেশি টেনশন করলে বুক ধরফর করে , শরীর ঘামে ও অস্থির লাগে । এই সকল ওষুধই কি চালিয়ে যাবো ?","টেনশন করলে বুক ধরফর, শরীর ঘেমে যায় ও অস্থির লাগে। ডাক্তার ইনডেভার ৪০ (১+০+১), সেরোলাক্স ২৫ (১+০+০) এবং রাতে শোয়ার সময় এপিটটা (০+০+১) দিয়েছিলেন। ঘুমের ওষুধ বাদে বাকি দুটো প্রায় ৫ বছর ধরে খেয়ে কিছুটা উপ"
16050::Factual Contradiction,16050,Factual Contradiction,আমার বয়স ৩০ . . . . মাঝে মাঝে আমার পায়খানার রাস্তা ফুলে যা . . . . . আবার একায় ঠিক হয়ে যায় . . . . কিন্তু দু দিন দরে পায়ূপথ হালকা ফুলে গেছে . . . . এবং পায়খানার সাথে হালকা রক্ত বের হয় . . . . . পায় খানা শক্ত . . . . . কোন ঔষদ খয়নি . . . . পরামশ দিলে উপকৃত হতাম . . . . .,"বয়স ৩০ । মাঝে মাঝে পায়খানার রাস্তা ফুলে যায় । কিন্তু দু দিন ধরে পায়ূপথ হালকা ফুলে গেছে , হালকা রক্ত বের হয় , পায় খানা শক্ত ।","বয়স ৩০। মাঝে মাঝে পায়খানার রাস্তা ফুলে যায় না। দু দিন ধরে পায়ূপথের ফোলা কমে গেছে, রক্ত বের হয় না, পায়খানা নরম।"
11389::Non-factual,11389,Non-factual,"আমার বয়স ২৬ বছর গত কয়েক বছর যাবত আমার মুখের ভিতরে মাঝে মাঝে ঘাঁ , ক্ষত হয়ে থাকে । এর সাথে ব্যাথা ও থাকে । খাওয়া খেতে কষ্ট হয় । ওরাল জেল , এফসল এগুলো ব্যবহার করলে ভাল হয়ে যায় । বার বার এ সমস্যা গুলো কেন হয়ে থাকে ? এর সমাধানের জন্য করনীয় কি ? দয়া করে যানাবেন","বয়স ২৬ । মুখে ঘাঁ ও ক্ষত হয়ে ব্যাথা হয় । খেতে কষ্ট হয় । ওরাল জেল , এফসল দিলে ভালো । এ সমস্যা কেন হয় এবং সমাধান কি ?","বয়স ২৬। গত পাঁচ বছর ধরে মুখে ঘাঁ ও ক্ষত হয়ে ব্যথা হয়। খেতে কষ্ট হয়। ওরাল জেল, এফসল আর কেনাকোর্ট দিলে ভালো হয়। এ সমস্যা কেন বারবার হয় এবং সমাধান কী?"
12378::Factual Contradiction,12378,Factual Contradiction,"স্যার আমার ৩ সপ্তাহ আগে হারপিস জোস্টার হয়েছিল , প্রথম অবস্থায় পেটের বাম দিকে কিছু ফোসকা উঠেছিল লোকাল ডাক্তার দেখালে উনি বাইরাক্স টেবলট এবং বাইরাক্স ক্রিম ব্যাবহার করতে বলেন , এখন ঐ ওষুধ প্রয়োগ করে ফোসকা চলে গেছে কিন্তু চামড়ার ব্যাথা ও জ্বালাপোড়া কমতেছেনা । এই অবস্থায় কি করণীয় ?",৩ সপ্তাহ আগে হারপিস জোস্টার হয় । ১ম অবস্থায় পেটের বাম দিকে ফোস্কা ওঠে । লোকাল ডাক্তার বাইরাক্স ট্যাবলেট ও বাইরাক্স ক্রিম দেন ৷ এখন ফোক্সা নেই কিন্তু চামড়ায় ব্যাথা ও জ্বালাপোড়া করে । কি করনীয় ?,৩ সপ্তাহ আগে হারপিস জোস্টার হয়। ১ম অবস্থায় পেটের ডান দিকে ফোসকা ওঠে। লোকাল ডাক্তার বাইরাক্স ট্যাবলেট ও বাইরাক্স ক্রিম দেন। এখনো ফোসকা আছে কিন্তু চামড়ার ব্যথা ও জ্বালাপোড়া কমে গেছে। কি করণীয়?
15874::Non-factual,15874,Non-factual,"আমার স্ত্রী , বয়স ২৬ । গত দুই বছর থেকে তার হাতের নখ এবং পায়ের তালুতে সমস্যা । হাতের নখ গুলো অমসৃণ । গর্ভকালীন সময়ে কিছুটা কম ছিল এখন আবার আগের মত । পায়ের তালুর সমস্যা ৩ / ৪ বছর থেকে । পায়ের তালুর সামনের অংশ শক্ত হয়ে থাকে এবং সুতার মতো চামড়া উঠে । ইদানীং ওই জায়গায় খুব ব্যাথা করে । দয়া করে সমাধান চাই ।",বয়স ২৬ । ২ বছর হলো হাতের নখ ও ৩ / ৪ বছর হলো পায়ের তালুতে সমস্যা । হাতের নখ অমসৃন । পায়ের তালুর সামনের অংশ শক্ত হয়ে থাকে ও সুতার মতো ওঠে ও ব্যাথা করে । সমাধান চাই ।,"বয়স ২৬। ৩ বছর হলো হাতের নখ ও ৫ বছর হলো পায়ের তালুতে সমস্যা। হাতের নখ ভঙ্গুর ও অমসৃণ। পায়ের তালুর সামনের অংশ শক্ত হয়ে থাকে, সাদা সুতার মতো চামড়া ওঠে ও এখন খুব ব্যথা করে। টার্বিনাফিন ক্রিমেও উপকার হয়নি। সমাধান চাই।"
23954::Intrinsic,23954,Intrinsic,আসসালামু আলাইকুম । আমার ছেলের বয়স ১৩ বছর ৬ মাস আসুন ১৩ কেজি ৩০০ গ্রাম । গত দুইদিন ধরে সর্দি কাশি । গতকাল কাশির মাত্রা খুবই বেশি ছিল সারারাত অতিমাত্রায় কাশি হয়েছে এবং কাশতে কাশতে কয়েকবার বমি হয়েছিল । দুদিন ধরে টোফেন সিরাপটা খাওয়ানো হয়েছিল তারপরও কাশি কমেনি । এখন সর্দি এবং কাশি চলমান আছে । এই মুহূর্তে কি করা যেতে পারে ? বিদ্রঃ ছোটবেলা থেকেই তার খাওয়া - দাওয়ার প্রতি আগ্রহ খুবই কম । যখনই খাওয়াতে হয় জোর করেই খাওয়াতে হয় । আপনার জন্য ও কি করা যেতে পারে ?,"বয়স ১৩ বছর ৬ মাস , ওজন ১৩ কেজি । দুইদিন ধরে সর্দি কাশি । কাশির মাত্রা খুবই বেশি , কাশতে কাশতে কয়েকবার বমি হয়েছিল । দুদিন ধরে টোফেন সিরাপটা খাওয়ানো হয়েছিল তারপরও কাশি কমেনি ।","বয়স ১৩ বছর ৬ মাস, ওজন ১৩ কেজি ৩০০ গ্রাম। তিনদিন ধরে সর্দি-কাশি চলছে। রাতে কাশি অনেক বেড়ে গিয়ে বারবার বমি হয়েছে। টোফেন সিরাপ কয়েকদিন খাওয়ানোর পরও কাশি ও সর্দি একই রকম আছে।"
14994::Non-factual,14994,Non-factual,"আমার মেয়ের বয়স ৪বছর ৩মাস , ওজন ১১ . ৫কেজি , কিছুই খেতে চায় না , , খাবার মুখে দিলে নিয়ে বসে থাকে , খাবার কোন রুচি নেই , কোন খাবার পছন্দ করে না , চকলেট ও সে পছন্দ করে না , মুখে ভাত দিলে আধাঘন্টা বসে থাকে একবার এর ভাত নিয়েই , , প্লিজ একটু বলবেন কি করলে ও রুচি বাড়বে , , ঔ অনেক শুকনা কি করলে একটু মোটা হবে , , এমন কি করলে ও একটু মোটা হবে খাবার রুচি বাড়বে প্লিজ বলবেন , ,",বয়স ৪ বছর ৩ মাস । কিছু খেতে চায় না । রুচি নেই । কি করলে রুচি বাড়বে ও মোটা হবে ?,"বয়স ৪ বছর ৩ মাস। ওজন ১০.২ কেজি। কিছু খেতে চায় না, রুচি একদম কম। কি করলে রুচি বাড়বে ও একটু মোটা হবে?"
11190::Factual Contradiction,11190,Factual Contradiction,আমার আব্বুর বয়স ৫০ বছর আজকে ৭ / ৮ দিন জ্বর ৯৯ - ১০০ ` ` প্রথম ২ দিন নরমাল ঔষধ চলছিল তারপর এন্টিবায়োটিক জিম্যাক্স ৫০০ মি . আজকে ৫ নং ট্যাবলেট চলতেছে সাথে নাপা ৫০০ তিনবেলা এখনো সকালে এবং রাতে জ্বর আসে । কাশি নাই সর্দি নাই শ্বাসকষ্ট নাই শুধু জ্বর এবং শরীর দূর্বল খুবই ভয়ে আছি পরিবারের সবাই একটা পরামর্শ আশা করছি ধন্যবাদ,৫০ । ৭ / ৮ দিন হলো ৯৯° - ১০০° জ্বর । ১ম ২ দিন নরমাল ঔষধের পরে এন্টিবায়োটিক জিম্যাক্স ৫০০ মি . চলেছে । আজকে ৫ নং ট্যাবলেটের সাথে নাপা ৫০০ ৩ বেলা । সকালে ও রাতে জ্বর আসে । জ্বরের সাথে শরীর দুর্বল । পরামর্শ আশা করছি ।,"৫০। ৭/৮ দিন হলো ৯৯°-১০০° জ্বর। প্রথম ২ দিন এন্টিবায়োটিক চলার পরে নরমাল ঔষধ দেওয়া হয়েছে। আজকে ৫ নং ট্যাবলেটের সাথে নাপা ৫০০ ৩ বেলা। জ্বর এখন শুধু দুপুরে আসে, সকালে ও রাতে আসে না। জ্বরের সাথে শরীর দুর্বল। পরামর্শ আশা"
21599::Intrinsic,21599,Intrinsic,আমার বয়স 30 বছর । আমি দীর্ঘদিন যাবৎ এলার্জি রোগে ভুগতেছি । আমার এলার্জি শুধু চোখ এবং নাকি । প্রচুর পরিমাণে চোখ চুলকায় আমি প্রায় সময় ঠান্ডা লেগে থাকে অনেক ডাক্তার দেখাইছি কোন লাভ হয়নি যতদিন ওষুধ খাই ততদিন ভালো থাকি ওষুধ খাওয়া বন্ধ করলে আগের অবস্থায় ফিরে আসে এমত অবস্থায় কি করনীয় আমার প্লিজ এডভাইস ।,"বয়স ৩০ । দীর্ঘদিন যাবৎ এলার্জি শুধু চোখ এবং নাকে । প্রচুর পরিমাণে চোখ চুলকায় , প্রায় সময় ঠান্ডা লেগে থাকে ।","বয়স ৩০। দীর্ঘদিন ধরে এলার্জি চোখ, নাক ও গলায় ছড়িয়েছে। চোখে খুব চুলকানি হয়, সঙ্গে হাঁচি-কাশি ও প্রায়ই সর্দি লেগে থাকে। অনেক চিকিৎসাতেও স্থায়ী উপকার মেলেনি।"
11058::Factual Contradiction,11058,Factual Contradiction,"স্যার আপনি বলেছেন ঘাড় ব্যথা ও মাথা ব্যথার কভিড - ১৯ সন্দেহে তাড়াতাড়ি পরীক্ষা করতে বলেছেন , এখন আমি ঘরোয়া ভাবে চিকিৎসা নিলে হবে না , যেমন গরম পানি খাচ্ছি এবং গড়গড়া করছি , ভিটামিন সি খাওয়া , মধু , গরম পানির ভাপ আমি নিচ্ছি বতর্মানে । ধন্যবাদ স্যার",ঘাড় ব্যাথা ও মাথা ব্যাথার জন্য করোনা সন্দেহে টেস্ট করতে বলেছেন । ঘরোয়াভাবে চিকিৎসা নিলে কি হবে ?,"ঘাড় ব্যাথা ও মাথা ব্যাথার জন্য করোনা সন্দেহ নেই, টেস্ট করতে হবে না বলেছেন। ঘরোয়াভাবে চিকিৎসা নিলেই হবে কি না জানতে চেয়েছেন।"
15682::Factual Contradiction,15682,Factual Contradiction,"স্যার , আমার বয়স ৩০ বছর বয়স । আমার সারা দিন চলাফেরা করতে কোন সমস্যা মনে করিনা কিন্তু সোয়া বা ঘুমানোর ১০ / ১৫ মিনিট পরে পায়ের যেমন হাঁটুর উপর ও নিচে মাংসের মধ্যে ব্যথা করে বা কামরায় তখন পা নাড়াচারা করা লাগে না হলে খুব খারাপ লাগে । স্যার , এ অবস্থায় আমার কি করা উচিত । এ থেকে আমি কি ভাবে মুক্তি পেতে পারবো । আপনার সু পরামর্শ কামনা করছি ।",বয়স ৩০ । শোয়া বা ঘুমানোর ১০ / ১৫ মিনিট পরে পায়ের হাঁটুর উপর ও নিচে মাংসের মধ্যে ব্যাথা করে । কি করনীয় ? কিভাবে মুক্তি পাবো ?,"বয়স ৩০। সারা দিন চলাফেরার সময়ই পায়ের হাঁটুর উপর ও নিচে মাংসের মধ্যে ব্যথা করে, কিন্তু শোয়া বা ঘুমানোর ১০/১৫ মিনিট পরে তেমন সমস্যা থাকে না। কী করণীয়, কিভাবে মুক্তি পাবো?"
25233::Intrinsic,25233,Intrinsic,"বয়স ১৮ প্রেশার নরমাল , ঘুম হয় ৮ ঘন্টা খেলাধুলা কম হয় ঘাড়ে ব্যাথা করে , প্রায় ১মাস ধরে এই সমস্যা । সবসময় না , আবার ব্যাথাটাও জোরালো না । যখন ব্যাথা করে তখন তা ৩০ - ৪০মিনিট অনুভূত হয় । পরে হারিয়ে যায় । কোনো ধরনের ব্যায়াম করতে হবে নাকি কোনো ঔষধ খেতে হবে , পরামর্শ চাই ? ?",বয়স ১৮ । ঘাড়ে ব্যথা করে । ৩০ - ৪০ মিনিট থাকে এরপর চলে যায়,"বয়স ১৮। প্রায় দুই মাস ধরে ঘাড়ে হালকা ব্যথা হচ্ছে। ব্যথা হলে প্রায় ১ ঘণ্টা থাকে, তারপর কমে যায়।"
19361::Factual Contradiction,19361,Factual Contradiction,"ঘন ঘন প্রস্বাব এর ইচ্ছা জাগে , এবং ঘন ঘন প্রসাব হয় ও , তা ছাড়া পায়খানা সব কিছু ক্লিয়ার , প্রস্বাব ও ক্লিয়ার কোন ব্যথা বা জ্বালা পোড়া নাই , সব কিছুই সাভাবিক , ডাইবেটিক্স এর ও কোন উপসর্গ দেখি না , শুধু ঘন প্রস্বাব ছাড়া , এটা কি তাইলে","ঘন ঘন প্রস্বাব এর ইচ্ছা জাগে , ঘন ঘন প্রসাব হয় , তা ছাড়া পায়খানা সব কিছু ক্লিয়ার , কোন ব্যথা বা জ্বালা পোড়া নাই ।","ঘন ঘন প্রস্বাবের ইচ্ছা জাগে ও ঘন ঘন প্রসাব হয়, পাশাপাশি পায়খানাও পরিষ্কার নয়, এবং প্রসাবের সময় ব্যথা ও জ্বালা পোড়া আছে।"
3047::Intrinsic,3047,Intrinsic,আমার কোন কারন ছারাই ভয় করে . . . সব সময় মনে দু : চিন্তা কাজ করে যার কোন কারন থাকে না . . . . আমি নিজে নিজে দু : চিন্তা কাটানোর চেষ্ঠা করি কিন্তু পারি না . . . . আমার ঘুম ভালো হয় . . . . আমি ডাক্তের পরামশ নিয়েছে কিন্তু কোন কাজ হয়নি তারা শুধু ঘুমের ঔষদ দেয় . . . . অনুগ্রহ পূবক সঠিক পরামর্শ দিলে খুব উপকৃত হবো . . . .,কোন কারণ ছাড়া ভয় এবং দুশ্চিন্তা কাজ করে । ভালো ঘুম হয় । ডাক্তার ঘুমের ওষুধ দেয় এতে কোন কাজ হয়নি,কয়েক মাস ধরে কোনো কারণ ছাড়াই ভয় ও দুশ্চিন্তা হচ্ছে। ঘুমও ঠিকমতো হয় না। ডাক্তার উদ্বেগের ওষুধ দিলেও তাতে তেমন উপকার হয়নি।
2082::Intrinsic,2082,Intrinsic,"স্যার , আমি দ্বাদশ শ্রেণীতে পড়ি । সামনে আমার পরিক্ষা , কিছুদিন যাবত আমার নানা ধরনের সমস্যা সৃষ্টি হচ্ছে । তার মধ্যে অন্যতম হলো আমি বেশী কল্পনা করি । সামনে কি হবে তা নিয়ে আমি ভাবতে থাকি । ভবিষ্যৎ নিয়ে সবসময় ব্যস্ত ভাবতে থাকি । পড়তে গিয়ে পড়তে বসলে তখন ভবিষ্যৎ নিয়ে চিন্তা করি । আমার পড়া মুখস্ত হচ্ছে না এর জন্য আমি কি করতে পারি ?",দ্বাদশ শ্রেণির ছাত্র / ছাত্রী । ভবিষ্যৎ নিয়ে অতিরিক্ত কল্পনায় পড়তে পারছে না ঠিকমত । সমাধান কী ?,"দ্বাদশ শ্রেণির ছাত্র / ছাত্রী। পরীক্ষা সামনে, তাই ভবিষ্যৎ নিয়ে সারাক্ষণ দুশ্চিন্তা ও অতিরিক্ত কল্পনায় ভুগে পড়ায় মনোযোগ ধরে রাখতে পারছে না, এমনকি মুখস্থও ভুলে যাচ্ছে। সমাধান কী?"
11478::Intrinsic,11478,Intrinsic,"আমি ডাইবিডিস রুগি , আমার ডাইবিডিস১১ আছে ঔষধ ওরামেট ৫০০ খাই । আমার পেটের বাম পাশে হটাত হটাত ব্যাথা হয় । সব সময় হয় না , পসরাভ থেমে থেমে আসে , পসরাভ করার পর ও মনে হয় আর ও বিতরে পসরাভ আছে । তার পর বাম পা টা ভারি লাগে বাম পা টা জিম জিম করে , এখন আমি কি করবো ?",ডায়াবেটিস ১১ । ওষুধ ওরামেট ৫০০ খাই ৷ পেটের বামে হঠাৎ ব্যাথা হয়ম প্রস্রাব থেমে থেমে আসে । বাম পা ভারি লাগে ও ঝিম ঝিম করে । কি করনীয় ?,"ডায়াবেটিস ১১ বছর। ওষুধ ওরামেট ৮৫০ খাই। পেটের ডান পাশে মাঝেমধ্যে তীব্র ব্যথা হয়, প্রস্রাবে জ্বালাপোড়া ও বারবার প্রস্রাবের বেগ থাকে। ডান পা ভারি লাগে ও অবশ অবশ করে। কী করণীয়?"
23012::Intrinsic,23012,Intrinsic,"আসসালামু আলাইকুম স্যার । আমার মেয়ের বয়স ৫ বছর । আলহামদুলিল্লাহ অসুখ বিসুখ খুবই কম । মোটামোটি পরিষ্কার পরিচ্ছন্ন থাকে সবসময় । কিন্তু ছোট বেলা থেকেই সর্দি সমস্যা । এখনও অনবরত পানির মত আবার কখনও পাকা সর্দি নাক দিয়ে ঝরতে থাকে যা বাচ্চার জন্য এমনকি আমাদের জন্যও খুবি অসস্থিকর । কি ব্যবহার করলে এ অবস্থা থেকে মুক্তি পাবে , অন্ততঃ সর্দি কমে যাবে জানালে উপকৃত হব ।",বয়স ৫ । ছোট থেকে পাকা সর্দি পানির মতো নাক থেকে ঝরতে থাকে । কি করণীয় ?,"বয়স ৫। গত কয়েক মাস ধরে নাক দিয়ে প্রায়ই পানির মতো সর্দি ঝরে, মাঝে মাঝে ঘন হলুদ সর্দিও হয়। কী ব্যবহার করলে কমবে?"
15142::Non-factual,15142,Non-factual,"খেতে পারতেছি না ঠিক করে , খাইলে খারাপ লাগে । আমার অস্থিরতা উঠে । আমার কোন দুশ্চিন্তা নাই তাহলে অস্থিরতা কেন উঠবে । ব্যায়াম করলে নাকি শরীর সুস্থ থাকে কিন্তু আমি পুশআপ দিলেই দম বন্ধ বন্ধ লাগে । ৫ মিনিট হাটলে অস্থিরতা শুরু হয় । পরিশ্রম করতে পারচি না । আমাকে এটার সমাধান দেন প্লিজ । আমার মানসিক কোন চিন্তা নেই । বুকের ইকো , এক্সরে করারা পর কোন সমস্যা ধরা পরে নি । তাহলে আমার এমন কেন হচ্ছে । দয়া করে জানাবেন","খেলে খারাপ লাগে , হাঁটলে , ব্যায়াম করলে অস্থিরতা শুরু হয় পরিশ্রম করতে পারছেনা ।","খেলে খারাপ লাগে, ১০ মিনিট হাঁটলে ও পুশআপ দিলে অস্থিরতা শুরু হয়, দম বন্ধ লাগে, পরিশ্রম করতে পারছেন না; ইসিজি ও থাইরয়েড টেস্টেও নাকি সমস্যা ধরা পড়েনি।"
15002::Factual Contradiction,15002,Factual Contradiction,"আসসালামু আলাইকুম , স্যার আমার ওয়াইফ বয়স 28 বছর উচ্চতা 5 ফুট 4 ইঞ্চি ওজন 57 কেজি । গত 6 থেকে 7 মাস যাবৎ তার দুই পায়ের গোড়ালি ব্যথা করে বাম পায়ের গোড়ালি টা বেশি । মাস দুয়েক আগে সে একমাস যাবত ক্যালসিয়াম খেয়েছিল , তাতে ব্যথা কমে নাই । এমতাবস্থায় কি করা যায় স্যার একটু পরামর্শ দিবেন ।","বয়স 28 , উচ্চতা 5 ফুট 4 ইঞ্চি । ওজন 57 কেজি । গত 6 - 7 মাস যাবৎ দুই পায়ের গোড়ালি ব্যথা করে । একমাস যাবত ক্যালসিয়াম খেয়ে ব্যথা কমে নাই ।","বয়স 28, উচ্চতা 5 ফুট 4 ইঞ্চি। ওজন 57 কেজি। গত 6 - 7 মাস যাবৎ শুধু ডান পায়ের গোড়ালি ব্যথা করে। একমাস যাবত ক্যালসিয়াম খেয়ে ব্যথা অনেক কমে গেছে।"
19087::Non-factual,19087,Non-factual,"বয়স ২৯ । মেল । বিবাহিত । বেসরকারি চাকরিজিবি । ব্লাড প্রেসার এবং উচ্চতা অনুযায়ী ওজন সাভাবিক । সমস্যা : অতিরিক্ত ঘুম । রাত ১০ / ১০ . ৩০ এর মধ্যে ঘুম চলে আসে । ফজরের সালাত পড়ে আবার ঘুমায় ৭ টায় উঠি । আমি রাতে পড়ার জন্য বা অন্য কোনো কাজে বেশি সময় জেগে থাকতে চাই , কিন্ত পারি না । ব্লাড প্রেসার এবং উচ্চতা অনুযায়ী ওজন সাভাবিক । তাই দুর্বলতা বলে মনে হয় না । পরামর্শ দিবেন ।",বয়স ২৯ । মেল । বিবাহিত । ওজন সাভাবিক । অতিরিক্ত ঘুম হয় প্রায় ৮ - ৯ঘন্টা । রাত ১০ / ১০ . ৩০ এর মধ্যে ঘুম চলে আসে । ।,বয়স ২৯। মেল। বিবাহিত। ওজন স্বাভাবিক। অতিরিক্ত ঘুম হয় প্রায় ১০–১১ ঘণ্টা। রাত ৯.৩০/১০টার মধ্যেই ঘুম চলে আসে। সকালে ৬টায় উঠলেও আবার ঘুম পায়।
23095::Non-factual,23095,Non-factual,"আমার আজকে ৩ / ৪ দিন , পেট বীষ হয়ে আছে , জ্বালাপোড়া ভাবও আছে , সাথে পাতলা পায়খানা , আমি ইফতারে শুধু চিড়া মুড়ি বিজিয়ে খাই , ভাজা পোড়া একবারে খায়না , উল্লেখ্য যে আমি একজন আইবিএস রোগের আমার বয়স 38 বছর , এখন আমি প্যানটোনিক্স 20 , মেভ এস আর , প্রোবায়ো , জিংক 20 , এই ঔষধ গুলো খাচ্ছি , কিন্তু পায়খানা শক্ত হচ্ছেনা , 1 মাস আগে হেপাক্সিমিন ২০০ , ১৪ দিন খেয়েছি , এখন কি আবার খেতে পারবো , এখন কি ঔষধ খাবো","পেটে জ্বালাপোড়া পাতলা পায়খানা । নানা কিছু খেয়েও পায়খানা শক্ত হয় না । প্যানটোনিক্স ২০ , মেভ এস আর , প্রোবায়ো , জিংক ২০ খাচ্ছে ।","পেটে জ্বালাপোড়া ও পাতলা পায়খানা ৫/৬ দিন ধরে। অনেক কিছু খেলেও পায়খানা শক্ত হচ্ছে না। প্যানটোনিক্স ৪০, মেভ এস আর, প্রোবায়ো, জিংক ২০-এর সাথে নরম্যাক্স ৫৫০ খাচ্ছে।"
20973::Intrinsic,20973,Intrinsic,"আমার মিসেসের ৮ মাস ২৫ দিন প্রেগনেন্সি চলছে । তার ব্লাডের হিমোগ্লবিন ৮ . ৭ হওয়ায় সে এখন আয়রন ট্যাবলেটের পাশাপাশি আয়রন জাতীয় বিভিন্ন খাবার খাচ্ছে । সেই কারনে তার পায়খানা অনেক কষা এবং পায়খানা করতে কষ্ট হচ্ছে । ইনশাআল্লাহ , এখন কি জাতীয় খাবার খেলে সবাই ঠিক থাকবে । পরামর্শ দিলে উপকৃত হতাম ।",৮ মাস ২৫ দিন প্রেগনেন্সি চলছে । ব্লাডের হিমোগ্লবিন ৮ . ৭ । আয়রন ট্যাবলেটের পাশাপাশি আয়রন জাতীয় বিভিন্ন খাবার খাচ্ছে । পায়খানা অনেক কষা এবং পায়খানা করতে কষ্ট হচ্ছে ।,"৯ মাসের প্রেগনেন্সি চলছে। ব্লাডের হিমোগ্লবিন ৭.৮ হওয়ায় আয়রন ট্যাবলেটের সঙ্গে বেশি আয়রনসমৃদ্ধ খাবার খাচ্ছে। ফলে কয়েক দিন ধরে পায়খানা শক্ত, কালচে এবং করতে বেশ কষ্ট হচ্ছে।"
12106::Non-factual,12106,Non-factual,"আমার জর নেই কিন্তু কিছু খেতে অনিহা , ইফতার এর পর শীত শীত লাগে এবং ঘেমে যাই কিন্তু অরকম জ্বর অনুভব হয়না , কিছুক্ষন পর আবার নরমাল হয়ে যাই । জর ছিল গত শুক্রবার ( খুব বেশি ) , এবং মাথাব্যাথা ছিল টানা দুদিন এখন জর মাথাব্যথাও নেই । পাড়ার ফার্মেসী থেকে এজিসিন আর নাপা দিছিলো শুক্রবারেই আর জর কিন্তু শুক্রবারই ছিল , মাথাব্যথা স্থায়ী ছিল টানা দুদিন । এখন আমার কি করনীয় ?",জ্বর নেই । খাবারে অনীহা ৷ গত শুক্রবার জ্বর ছিল ও টানা দুইদিন মাথা ব্যাথা ছিল । এখন নেই । এজিসিন ও নাপা খেয়েছি ৷ কি করনীয় ?,"এখনও জ্বর নেই, তবে খাবারে অনীহা আছে। গত বৃহস্পতিবার ১০১ ডিগ্রি জ্বর ছিল এবং টানা তিনদিন মাথাব্যথা ছিল, এখন নেই। এজিসিন, নাপা ও সেকলো খেয়েছি। কী করণীয়?"
