id,source_id,pattern,context,question,right_answer,hallucinated_answer,raw_response,is_hallucinated
bengali-2173668651609966956-0::specificity,bengali-2173668651609966956-0,specificity,"শাহ মখদুম রূপোশ (১২১৬-১৩১৩ খ্রিস্টাব্দ) বাংলার প্রথিতযশা সুফী সাধক এবং ধর্ম-প্রচারকদের মধ্যে অন্যতম। তিনি ত্রয়োদশ শতাব্দীর শেষার্ধে এবং চতুর্দশ শতাব্দীর শুরুতে বাংলাদেশ তথা রাজশাহী অঞ্চলে ইসলামের সুমহান বানী প্রচার করেছিলেন।[1] তার অনুপম ব্যাক্তিত্বে মুগ্ধ হয়ে শত শত মানুষ ইসলাম ধর্মে দীক্ষা গ্রহণ  করেন। মূলত শাহ মখদুমের মাধ্যমেই বরেন্দ্র[2] এবং গৌড়[2] অঞ্চলে ইসলাম ধর্ম বিস্তার লাভ করে।[3] বর্তমানে এসব অঞ্চল মুসলিম সংখ্যাগরিষ্ঠ অঞ্চল। শাহ মখদুমের প্রকৃত নাম আব্দুল কুদ্দুস। ধর্ম এবং জ্ঞান সাধনায় অনন্য দৃষ্টান্ত স্থাপন করার জন্য বিভিন্ন সময়ে তার নামের সাথে “শাহ”, “মখদুম”, “রূপোশ” ইত্যাদি উপাধি যুক্ত হয়। তিনি শাহ মখদুম রূপোশ নামেই সারা পৃথিবীতে বিখ্যাত।",শাহ মখদুম রূপোশ কবে জন্মগ্রহণ করেন ?,১২১৬,শাহ মখদুম রূপোশ সম্ভবত ত্রয়োদশ শতাব্দীর শেষভাগে জন্মগ্রহণ করেন।,yes,yes
bengali--5964381449812256738-1::specificity,bengali--5964381449812256738-1,specificity,"২১১.৮১ বর্গ কি.মি. আয়তনের বিরামপুর উপজেলার ওয়ার্ড ৯টি ও মহল্লা ২৯টি। এই উপজেলার উত্তরে ফুলবাড়ী উপজেলা ও নবাবগঞ্জ উপজেলা, দক্ষিণে হাকিমপুর উপজেলা ও ভারতের পশ্চিমবঙ্গ, পূর্বে নবাবগঞ্জ উপজেলা ও হাকিমপুর উপজেলা এবং পশ্চিমে ফুলবাড়ী উপজেলা ও পশ্চিমবঙ্গ দ্বারা ঘেরা। নদনদীর মধ্যে যমুনার শাখা নদী উল্লেখযোগ্য।এটি মূলত যমুনা নদীর উপবাহিকা। রাজধানী ঢাকা থেকে এটি প্রায় ৩০০ কী:মি: উত্তরে এবং দিনাজপুর সদর থেকে এটি ৫৬ কি.মি. দক্ষিনে অবস্থিত।",বিরামপুর উপজেলার মোট আয়তন কত ?,২১১.৮১ বর্গ কি.মি,বিরামপুর উপজেলার মোট আয়তন প্রায় ৩০০ বর্গ কি.মি.,yes,yes
bengali-8974397943858364761-7::comprehension,bengali-8974397943858364761-7,comprehension,"হাকালুকি হাওর বাংলাদেশের সর্ববৃহৎ হাওর। এর আয়তন ১৮,১১৫ হেক্টর, তন্মধ্যে শুধুমাত্র বিলের আয়তন ৪,৪০০ হেক্টর। এটি বৃহত্তর সিলেট জেলার় বড়লেখা (৪০%), কুলাউড়া (৩০%), ফেঞ্চুগঞ্জ (১৫%), গোলাপগঞ্জ (১০%) এবং বিয়ানীবাজার (৫%) জুড়ে বিস্তৃত। ভূতাত্ত্বিকভাবে এর অবস্থান, উত্তরে ভারতের মেঘালয় পাহাড় এবং পূর্বে ত্রিপুরা পাহাড়ের পাদদেশে। ভূতাত্ত্বিক বৈশিষ্ট্যের কারণে উজানে প্রচুর পাহাড় থাকায় হাকালুকি হাওরে প্রায় প্রতি বছরই আকষ্মিক বন্যা হয়। এই হাওরে ৮০-৯০টি ছোট, বড় ও মাঝারি বিল রয়েছে।[2] শীতকালে এসব বিলকে ঘিরে পরিযায়ী পাখিদের বিচরণে মুখর হয়ে উঠে গোটা এলাকা।[3]",হাকালুকি হাওর বাংলাদেশের কোন জেলায় অবস্থিত ?,সিলেট,মৌলভীবাজার জেলায় অবস্থিত।,yes,yes
bengali-3335805239407296143-3::comprehension,bengali-3335805239407296143-3,comprehension,"ঈশ্বর শব্দের মূল ""ঈশ্"" এর অর্থ হল,দক্ষ, মালিক,শাসক।[9] দ্বিতীয় অংশ 'বর' যার আভিধানিক অর্থ হল ""সেরা, চমৎকার, সুন্দর, শাসক""।[10] অতএব, যুগপৎভাবে  ঈশ্বর শব্দের অর্থ হল; সেরা বা সুন্দরের স্রষ্টা।",ঈশ্বর শব্দের অর্থ কী ?,সেরা বা সুন্দরের স্রষ্টা,ঈশ্বর শব্দের অর্থ হলো দক্ষ শাসক বা মালিক।,no,no
bengali--5526839803787627428-10::comprehension,bengali--5526839803787627428-10,comprehension,"পেরুর বর্তমান অধিনায়ক হিসেবে রয়েছেন ফরোয়ার্ড পাউলো গুরিরো।[2] মধ্যমাঠের খেলোয়াড় লিওপোল্ডো বাসুর্তো দলের প্রথম অধিনায়ক ছিলেন।[33] ১৯৬৫ থেকে ১৯৮১ সাল পর্যন্ত রক্ষণভাগের খেলোয়াড় হেক্টর চাম্পিতাজ পেরু দলে সবচেয়ে বেশী সময় নেতৃত্বে ছিলেন।[2] ফরোয়ার্ড ক্লদিও পিজারো ২০০৩ থেকে ২০১৬ সাল পর্যন্ত দ্বিতীয় সর্বাধিক সময় দলকে নেতৃত্ব দিয়েছেন।[33] দলের অন্যান্য উল্লেখযোগ্য খেলোয়াড়ের মধ্যে রয়েছেন - রুবেন দিয়াজ, জুলিও সিজার ইউরাই, জুয়ান রেনোসো ও নোলবার্তো সোলানো।[2]",পেরু জাতীয় ফুটবল দলটির প্রথম অধিনায়ক কে ছিলেন ?,লিওপোল্ডো বাসুর্তো,ক্লদিও পিজারো ছিলেন পেরু দলের প্রথম অধিনায়ক।,yes,yes
bengali--6019328074616099894-17::factualness,bengali--6019328074616099894-17,factualness,"১৪৯২ খ্রিষ্টাব্দের ২ জানুয়ারি কর্ডোবার নাসরি রাজ্যের পতনের মাধ্যমে ইবেরিয়ায় মুসলিম শাসনের সমাপ্তি হয়। গ্রানাডার শেষ মুসলিম শাসক দ্বাদশ মুহাম্মদ যিনি বোয়াবদিল নামে পরিচিত, আরাগনের রাজা দ্বিতীয় ফার্ডিনেন্ড ও কাস্টিলের রাণী প্রথম ইসাবেলার কাছে আত্মসমর্পণ করেন।",উমাইয়া রাজবংশের সর্বশেষ রাজা কে ?,দ্বাদশ মুহাম্মদ,একাদশ মুহাম্মদ বোয়াবদিল,no,no
bengali-7845069419413269420-2::inference,bengali-7845069419413269420-2,inference,"১৯৭১ খ্রিস্টাব্দে বাংলাদেশের মুক্তিযুদ্ধ চলাকালে পাকিস্তানী সেনাবাহিনী তাঁকে আটক করে এবং নির্যাতনের পর হত্যার জন্য গুলি চালায়। তিনি অলৌকিকভাবে বেঁচে যান।[2] হুমায়ূন আহমেদ রচিত প্রথম উপন্যাস নন্দিত নরকে, ১৯৭২ সালে প্রকাশিত হয়। সত্তর দশকের এই সময় থেকে শুরু করে মৃত্যু অবধি তিনি ছিলেন বাংলা গল্প-উপন্যাসের অপ্রতিদ্বন্দ্বী কারিগর। এই কালপর্বে তাঁর গল্প-উপন্যাসের জনপ্রিয়তা ছিল তুলনারহিত। তাঁর সৃষ্ট হিমু এবং মিসির আলি ও শুভ্র চরিত্রগুলি বাংলাদেশের যুবকশ্রেণীকে গভীরভাবে উদ্বেলিত করেছে। বিজ্ঞান কল্পকাহিনীও তাঁর সৃষ্টিকর্মের অন্তর্গত, তাঁর রচিত প্রথম বিজ্ঞান কল্পকাহিনী তোমাদের জন্য ভালোবাসা। তাঁর নির্মিত চলচ্চিত্রসমূহ পেয়েছে অসামান্য দর্শকপ্রিয়তা। তবে তাঁর টেলিভিশন নাটকগুলি ছিল সর্বাধিক জনপ্রিয়। সংখ্যায় বেশি না হলেও তাঁর রচিত গানগুলোও জনপ্রিয়তা লাভ করে। তাঁর অন্যতম উপন্যাস হলো মধ্যাহ্ন, জোছনা ও জননীর গল্প, মাতাল হাওয়া, লীলাবতী, কবি, বাদশাহ নামদার ইত্যাদি। বাংলা সাহিত্যের উপন্যাস শাখায় অসামান্য অবদানের জন্য তিনি ১৯৮১ সালে বাংলা একাডেমি প্রদত্ত বাংলা একাডেমি সাহিত্য পুরস্কার লাভ করেন। এছাড়া বাংলা ভাষা ও সাহিত্যে তাঁর অবদানের জন্য ১৯৯৪ সালে বাংলাদেশ সরকার তাঁকে একুশে পদকে ভূষিত করে।",প্রখ্যাত ঔপন্যাসিক হুমায়ূন আহমেদ রচিত প্রথম উপন্যাসটি কবে প্রথম প্রকাশিত হয় ?,১৯৭২ সালে,১৯৭১ সালে প্রথম প্রকাশিত হয়।,yes,yes
bengali--3468434785411613061-9::factualness,bengali--3468434785411613061-9,factualness,১৯১২ সালে ইবনে সৌদ নজদ ও আরবের পূর্ব উপকূলে তার অভিযান সম্পন্ন করেন। এরপর তিনি ইখওয়ান নামক বাহিনী গঠন করেন। একই বছর যাযাবর বেদুইনদেরকে বিভিন্ন কলোনিতে বসতি স্থাপন করার নীতি চালু করেন।,ইখওয়ান দলটি কবে গঠিত হয় ?,১৯১২ সালে,ইখওয়ান দলটি ১৯১৩ সালে গঠিত হয়।,no,no
bengali--9105179977372456588-2::comprehension,bengali--9105179977372456588-2,comprehension,১৯৬৫ সালের ৩১ জুলাই ইংল্যান্ডের গ্লুসেস্টারশায়ারের ইয়েটে শহরে জন্মগ্রহণ করেন জে.কে. রাউলিং। তার বাবার নাম পিটার এবং মায়ের নাম অ্যানি। তার বাবা ছিলেন ইঞ্জিনিয়ার এবং মা ছিলেন গবেষণাগারের টেকনিশিয়ান। রাউলিং এর পুরো নাম জোয়ান ক্যাথলিন রাউলিং। রাউলিং এর ছোট আরও এক বোন রয়েছে। ছোটবেলাটা কাটে গ্রাম্য পরিবেশে।,জে. কে. রাউলিং-এর মায়ের নাম কী ?,অ্যানি,পিটার,no,no
bengali--702710937599857272-3::inference,bengali--702710937599857272-3,inference,"হালাকু খানের কমপক্ষে তিনজন সন্তান ছিল। তারা হলেন আবাকা খান, তাকুদার ও তারাকাই। আবাকা খান ১২৬৫ থেকে ১২৮২ সাল পর্যন্ত পারস্যের দ্বিতীয় ইলখান ছিলেন। এরপর তাকুদার ১২৮২ থেকে ১২৮৪ পর্যন্ত ইলখান ছিলেন। তারাকাইয়ের পুত্র বাইদু ১২৯৫ সালে ইলখান হন।[4] ১৫শ শতাব্দীর ইতিহাসবিদ মীর খাওয়ান্দ আরো দুই সন্তানের নাম উল্লেখ করেছেন তারা হলেন হিয়াক্সামাত ও তানদুন। হিয়াক্সামাত প্রথমে আর্মেনিয়া ও আজারবাইজান এবং তানদুন দিয়ারবাকির ও ইরাকের গভর্নরের দায়িত্বে ছিলেন।[5] তাদের জন্মের ধারাবাহিকতার তালিকাটি এভাবে লিপিবদ্ধ রয়েছে: আবাকা, হিয়াক্সামাত, তানদুন তাকুদার ও তারাকাই। হালাকু খানের পুত্রবধু আবশ খাতুন ১২৬৩ সালে শিরাজ শাসনের দায়িত্ব পান।[6]",ইলখানাতের দ্বিতীয় শাসক কে ছিলেন ?,আবাকা খান,ইলখানাতের দ্বিতীয় শাসক ছিলেন তাকুদার।,yes,yes
bengali-3279821707062003108-0::inference,bengali-3279821707062003108-0,inference,"কুদানকুলাম পরমাণবিক বিদ্যুৎ কেন্দ্র ভারতের তামিলনাড়ু রাজ্যের দক্ষিনে সমুদ্রতীরে গড়ে উঠেছে। বিদ্যুৎ কেন্দ্রটি ভারত সরকার রাশিয়ার সহযোগিতায় গড়ে তুলেছে। ২০০২ এর ৩১শে মার্চ পরমাণবিক বিদ্যুৎ কেন্দ্রটির নির্মাণ কাজ শুরু হয়।[3] কিন্তু স্থানীয় জেলেদের বিরোধের কারণে নির্মাণ কাজ বিলম্বের সম্মুখীন হয়েছিল।[4][5] কেকেএনপিপি-এর ৬,০০০ মেগাওয়াট বিদ্যুৎ উৎপাদন ক্ষমতা সহ, রাশিয়ান স্টেট কোম্পানী এবং ভারতীয় পারমাণবিক শক্তি নিগম (এনপিসিআইএল)-এর সহযোগিতায় ৬ টি ভিভিইআর-১০০০ চুল্লি স্থাপনের পরিকল্পনা করা হয়েছিল। [6]",ভারতের তামিলনাড়ু রাজ্যের কুদানকুলাম পরমাণবিক বিদ্যুৎ কেন্দ্রটির নির্মাণ কাজ কোন সাল থেকে শুরু হয়েছিল ?,২০০২,নির্মাণ কাজ শুরু হয় ২০০৩ সালে।,yes,yes
bengali-7889114752604636566-0::comprehension,bengali-7889114752604636566-0,comprehension,রাজশাহী কলেজ বাংলাদেশের রাজশাহী শহরে অবস্থিত একটি শিক্ষাপ্রতিষ্ঠান। ১৮৭৩ সালে এই কলেজটি প্রতিষ্ঠিত হয়। ঢাকা কলেজ ও চট্টগ্রাম কলেজ এর পরে রাজশাহী কলেজ বাংলাদেশের ৩য় প্রাচীনতম কলেজ। জাতীয় বিশ্ববিদ্যালয়ের অধিভুক্ত স্নাতক ও স্নাতকোত্তর স্তরের ৬৮৫টি কলেজের ২০১৫ সালের তথ্যের ভিত্তিতে রাজশাহী কলেজ বাংলাদেশের সেরা কলেজ।[1][2] বাংলাদেশে এই কলেজ হতেই সর্বপ্রথম মাস্টার্স ডিগ্রি প্রদান করা শুরু হয়। কলেজটি রাজশাহী শহরের কেন্দ্রস্থলে রাজশাহী কলেজিয়েট স্কুল এর পাশে অবস্থিত। এই প্রাচীন কলেজের পাশে অবস্থিত হবার কারণে স্কুলটির নাম কলেজিয়েট রাখা হয়েছিলো । এটি বাংলাদেশ জাতীয় বিশ্ববিদ‍্যালয়ের অধীনে মাস্টার্স ও সম্মান ডিগ্রি প্রদান করে থাকে। ১৯৯৬ সাল থেকে এই কলেজে উচ্চ মাধ্যমিক স্তরে ছাত্র নথিভুক্ত করা বন্ধ করা হলেও বর্তমানে ২০১০-১১ শিক্ষাবর্ষ থেকে পুনরায় ভর্তি করা হচ্ছে।,রাজশাহী কলেজ কোন বিশ্ববিদ্যালয়ের অন্তর্গত ?,বাংলাদেশ জাতীয় বিশ্ববিদ‍্যালয়ের,রাজশাহী কলেজ রাজশাহী বিশ্ববিদ্যালয়ের অন্তর্গত।,yes,yes
bengali-2641143326428525515-3::specificity,bengali-2641143326428525515-3,specificity,১৯৮৩ সালে ডেভিড চৌম তার গবেষণা পত্রে ডিজিটাল মুদ্রার ধারণা দিয়েছিলেন।[5] ১৯৯০ সালে তিনি ডিজিক্যাশ (DigiCash) একটি ইলেকট্রনিক নগদ সংস্থা (ক্যাশ কোম্পানি) প্রতিষ্ঠা করেন। আমস্টারডামে তার গবেষণার বাণিজ্যিক বিকাশ ঘটানোর জন্য তিনি এটি করেন।[6],ডিজিটাল মুদ্রার ধারণা প্রথম কে দিয়েছিলেন ?,ডেভিড চৌম,ডিজিটাল মুদ্রার ধারণাটি প্রথম ১৯৯০ সালে ডিজিক্যাশ প্রতিষ্ঠার সময় দেওয়া হয়েছিল।,no,no
bengali-9158892565348486165-0::comprehension,bengali-9158892565348486165-0,comprehension,"শম্ভু মিত্র (২২ অগস্ট, ১৯১৫ – ১৯ মে, ১৯৯৭) ছিলেন বাংলা তথা ভারতীয় নাট্যজগতের এক কিংবদন্তি ব্যক্তিত্ব, স্বনামধন্য আবৃত্তিশিল্পী ও চলচ্চিত্র অভিনেতা। ১৯৩৯ সালে বাণিজ্যিক নাট্যমঞ্চে যোগ দেন। পরে ভারতীয় গণনাট্য সংঘের সদস্য হন। ১৯৪৮ সালে মনোরঞ্জন ভট্টাচার্যের নেতৃত্বে গড়ে তোলেন নাট্যসংস্থা বহুরূপী। ১৯৪৯ সাল থেকে ১৯৭১ সাল পর্যন্ত বহুরূপীর প্রযোজনায় রবীন্দ্রনাথ ঠাকুর, সফোক্লিস, হেনরিক ইবসেন, তুলসী লাহিড়ী এবং অন্যান্য বিশিষ্ট নাট্যকারের রচনা তাঁর পরিচালনায় মঞ্চস্থ হয়। শম্ভু মিত্রের স্ত্রী তৃপ্তি মিত্র ও কন্যা শাঁওলী মিত্রও স্বনামধন্য মঞ্চাভিনেত্রী। শাঁওলি মিত্রের নাট্যসংস্থা পঞ্চম বৈদিকের সঙ্গে আমৃত্যু যুক্ত ছিলেন শম্ভু মিত্র। তাঁর পরিচালনায় উল্লেখযোগ্য নাটকগুলি হল নবান্ন, দশচক্র, রক্তকরবী, রাজা অয়দিপাউস ইত্যাদি। তাঁর রচিত নাটকের মধ্যে চাঁদ বণিকের পালা সর্বাপেক্ষা উল্লেখযোগ্য। ১৯৭৬ সালে নাটক ও সাহিত্যে বিশেষ অবদানের জন্য তাঁকে ম্যাগসেসে পুরস্কার ও ভারত সরকারের পদ্মভূষণ সম্মানে ভূষিত করা হয়।",শম্ভু মিত্র কত সালে ভারত সরকারের পদ্মভূষণ সম্মানে ভূষিত হন ?,১৯৭৬,১৯৭১ সালে তিনি পদ্মশ্রী সম্মানে ভূষিত হন।,yes,yes
bengali--470226314479732209-2::comprehension,bengali--470226314479732209-2,comprehension,"মানালি শাসন ব্যবস্থার দিক থেকে কুল্লু জেলারই অন্তর্গত, এর জনসংখ্যা কম-বেশি ৩০,০০০. ছোট শহরটা প্রাচীন লাদাক বানিজ্য পথের শুরুতে এবং সেখান থেকে কারাকোরাম গিরিপথের উপর দিয়ে তারিম বেসিন-এর ইয়ারকন্দ আর খোটান পর্যন্ত এই পথ.",বর্তমানে মানালি শহরের মোট জনসংখ্যা কত ?,"কম-বেশি ৩০,০০০","বর্তমানে মানালি শহরের মোট জনসংখ্যা প্রায় ৫০,০০০ জন।",no,no
bengali-9158892565348486165-0::factualness,bengali-9158892565348486165-0,factualness,"শম্ভু মিত্র (২২ অগস্ট, ১৯১৫ – ১৯ মে, ১৯৯৭) ছিলেন বাংলা তথা ভারতীয় নাট্যজগতের এক কিংবদন্তি ব্যক্তিত্ব, স্বনামধন্য আবৃত্তিশিল্পী ও চলচ্চিত্র অভিনেতা। ১৯৩৯ সালে বাণিজ্যিক নাট্যমঞ্চে যোগ দেন। পরে ভারতীয় গণনাট্য সংঘের সদস্য হন। ১৯৪৮ সালে মনোরঞ্জন ভট্টাচার্যের নেতৃত্বে গড়ে তোলেন নাট্যসংস্থা বহুরূপী। ১৯৪৯ সাল থেকে ১৯৭১ সাল পর্যন্ত বহুরূপীর প্রযোজনায় রবীন্দ্রনাথ ঠাকুর, সফোক্লিস, হেনরিক ইবসেন, তুলসী লাহিড়ী এবং অন্যান্য বিশিষ্ট নাট্যকারের রচনা তাঁর পরিচালনায় মঞ্চস্থ হয়। শম্ভু মিত্রের স্ত্রী তৃপ্তি মিত্র ও কন্যা শাঁওলী মিত্রও স্বনামধন্য মঞ্চাভিনেত্রী। শাঁওলি মিত্রের নাট্যসংস্থা পঞ্চম বৈদিকের সঙ্গে আমৃত্যু যুক্ত ছিলেন শম্ভু মিত্র। তাঁর পরিচালনায় উল্লেখযোগ্য নাটকগুলি হল নবান্ন, দশচক্র, রক্তকরবী, রাজা অয়দিপাউস ইত্যাদি। তাঁর রচিত নাটকের মধ্যে চাঁদ বণিকের পালা সর্বাপেক্ষা উল্লেখযোগ্য। ১৯৭৬ সালে নাটক ও সাহিত্যে বিশেষ অবদানের জন্য তাঁকে ম্যাগসেসে পুরস্কার ও ভারত সরকারের পদ্মভূষণ সম্মানে ভূষিত করা হয়।",শম্ভু মিত্র কত সালে ভারত সরকারের পদ্মভূষণ সম্মানে ভূষিত হন ?,১৯৭৬,১৯৭৫ সালে তিনি ভারত সরকারের পদ্মভূষণ সম্মানে ভূষিত হন।,yes,yes
bengali--5439317380318953633-0::inference,bengali--5439317380318953633-0,inference,"আবু বিশর আমর ইবনে উসমান ইবনে কানবার আল বিসরি (আনুমানিক ৭৬০-৭৯৬) (Arabic: أبو بشر عمرو بن عثمان بن قنبر البصري‎), সাধারণভাবে সিবাওয়েহ নামে পরিচিত (سيبويه)  (তার মূল ফারসি নাম ছিল سیبویه Sēbōē), ছিলেন আরবি ভাষার একজন প্রভাবশালী ভাষাবিদ ও ব্যাকরণবিদ। তার লেখা আল কিতাব আরবি ভাষার প্রথম লিখিত ব্যাকরণ।[3] আরবি ব্যাকরণ ও ভাষাতত্ত্বে তার উল্লেখযোগ্য প্রভাব থাকলেও তিনি ছিলেন একজন পারসিয়ান এবং তার মাতৃভাষা আরবি ছিল না। তিনি পরবর্তী জীবনে আরবি শেখেন। তাকে আরবি ভাষার সর্বকালের শ্রেষ্ঠ ভাষাবিদ ও সকল ভাষার শ্রেষ্ঠ পন্ডিতদের অন্যতম ধরা হয়।[4]",আবু বিশর আমর ইবনে উসমান ইবনে কানবার আল বিসরি লিখিত সর্বপ্রথম ব্যাকরণ বইটির নাম কী ?,আল কিতাব,আল বাসরি,yes,yes
bengali--2235296158453058421-4::factualness,bengali--2235296158453058421-4,factualness,"গোলন্দাজ বাহিনীর প্রধান নিহত হওয়ার পর সিরাজউদ্দৌলা মীর জাফর ও রায় দুর্লভকে তাঁদের অশ্বারোহী বাহিনী নিয়ে তীব্র বেগে অগ্রসর হতে নির্দেশ দেন। কিন্তু উভয় সেনাপতি তাঁর নির্দেশ অমান্য করেন। তাঁদের যুক্তি ছিল গোলন্দাজ বাহিনীর সহযোগিতা ছাড়া অগ্রসর হওয়া আত্মঘাতী ব্যাপার। কিন্তু কোম্পানি ও নবাবের বাহিনীর মধ্যে তখন দূরত্ব মাত্র কয়েকশত গজ। বিশ্বস্ত সেনাপতি মোহন লাল নবাবকে পরামর্শ দেন যুদ্ধবিরতি ঘটলে বিপর্যয় অবশ্যম্ভাবী কিন্তু সিরাজ মীর জাফর প্রমুখের পরামর্শে পশ্চাৎপসরণের সিদ্ধান্ত নেন। বিকেল পাঁচটায় সিরাজউদ্দৌলার বাহিনী নির্দেশনার অভাবে এবং ইংরেজ বাহিনীর গোলন্দাজি অগ্রসরতার মুখে যুদ্ধবিরতি ঘোষণা করে অর্থাৎ পরাজয় স্বীকার করে। নবাবের ছাউনি ইংরেজদের অধিকারে আসে। ইংরেজদের পক্ষে ৭ জন ইউরোপীয় এবং ১৬ জন দেশীয় সৈন্য নিহত হয়। তখন কোনো উপায় না দেখে সিরাজউদ্দৌলা রাজধানী রক্ষা করার জন্য ২,০০০ সৈন্য নিয়ে মুর্শিদাবাদের উদ্দেশ্যে রওনা দেন। কিন্তু রাজধানী রক্ষা করার জন্যেও কেউ তাঁকে সাহায্য করেনি। সিরাজউদ্দৌলা তাঁর সহধর্মিণী লুৎফুন্নেসা ও ভৃত্য গোলাম হোসেনকে নিয়ে রাজধানী থেকে বের হয়ে স্থলপথে ভগবানগোলায় পৌঁছে যান এবং সেখান থেকে নৌকাযোগে পদ্মা ও মহানন্দার মধ্য দিয়ে উত্তর দিক অভিমুখে যাত্রা করেন। তাঁর আশা ছিল পশ্চিমাঞ্চলে পৌঁছাতে পারলে ফরাসি সেনাপতি মসিয়ে নাস-এর সহায়তায় পাটনা পর্যন্ত গিয়ে রাজা রামনারায়ণের কাছ থেকে সৈন্য সংগ্রহ করে ফরাসি বাহিনীর সহায়তায় বাংলাকে রক্ষা করবেন। কিন্তু তাঁর সে আশা পূর্ণ হয়নি। সিরাজ পথিমধ্যে বন্দি হন ও মিরনের হাতে বন্দি অবস্থায় তাঁর মৃত্যু ঘটে।[3]",১৭৫৭ সালে পলাশীর যুদ্ধে ইংরেজদের মোট কতজন সৈন্য মারা যায় ?,৭,১৭৫৭ সালে পলাশীর যুদ্ধে ইংরেজদের মোট ৯ জন সৈন্য মারা যায়।,yes,yes
bengali-2375266230086305076-1::comprehension,bengali-2375266230086305076-1,comprehension,শ্যাজেল ছবিটির চিত্রনাট্য লেখেন ২০১০ সালে কিন্তু তার গল্পভাবনা পরিবর্তন না করে ছবিটিকে অর্থায়ন করবে কোন স্টুডিও খুঁজে পাননি। ২০১৪ সালের তার চলচিত্র হুইপল্যাশ এর সাফল্যের ফলে এই প্রকল্পটি নেয় সামিট এন্টারটেইনমেন্ট। ছবিটির চিত্রধারণ হয় ২০১৫ সালের আগস্ট থেকে সেপ্টেম্বর মাসে লস অ্যাঞ্জেলেসে। লা লা ল্যান্ড ছবিটির উদ্বোধনী প্রদর্শনী হয় ৭৩তম ভেনিস আন্তর্জাতিক চলচিত্র উৎসবে ২০১৬ সালের ৩১শে আগস্ট এবং যুক্তরাষ্ট্রের প্রেক্ষাগৃহে ছবিটি মুক্তি পায় ২০১৬ সালে ৯ই ডিসেম্বর। মাত্র ৩০ মিলিয়ন মার্কিন ডলার বাজেটে নির্মিত ছবিটি সারা বিশ্বে প্রায় ৪১৬.৮ মিলিয়ন মার্কিন ডলার আয় করে।,ড্যামিয়েন শ্যাজেল পরিচালিত হুইপল্যাশ চলচ্চিত্রটির প্রযোজক কে ছিলেন ?,শ্যাজেল,সামিট এন্টারটেইনমেন্ট ছিল প্রযোজক।,yes,yes
bengali-6543940287332686430-1::specificity,bengali-6543940287332686430-1,specificity,"এই ইনস্টিটিউটটি চলচ্চিত্র, বিনোদন, ব্যবসায় এবং পণ্ডিত সম্প্রদায়ের নেতৃস্থানীয় ব্যক্তিবর্গের দ্বারা পরিচালিত হয়। ট্রাস্টি বোর্ডের প্রধান স্যার হাওয়ার্ড স্ট্রিঞ্জার এবং বোর্ড অব ডিরেক্টরের প্রধান রবার্ট এ. ডেলি সংস্থাটির নির্দেশনা দিয়ে থাকেন এবং ২০১৪ সালের অক্টোবর থেকে এটি মহাপরিচালক ও প্রধান নির্বাহী কর্মকর্তা বব গ্যাজেল সংস্থাটি পরিচালনা করে আসছেন। পূর্ববর্তী পরিচালকগণ হলেন এর প্রতিষ্ঠাতা পরিচালক জর্জ স্টিভেন্স জুনিয়র (১৯৬৭ সালে সংস্থাটি প্রতিষ্ঠার সময় থেকে ১৯৮০ সাল পর্যন্ত) এবং জঁ পিকার ফার্স্টেনবার্গ (১৯৮০ থেকে ২০০৭ সাল পর্যন্ত)।[2]",আমেরিকান ফিল্ম ইনস্টিটিউটের বোর্ড অফ ডিরেক্টরের প্রধান কে ?,রবার্ট এ. ডেলি,স্যার হাওয়ার্ড স্ট্রিঞ্জার,yes,yes
bengali--5004896482843051611-1::specificity,bengali--5004896482843051611-1,specificity,"আয়তনের দিক থেকে জার্মানি ইউরোপের ৭ম বৃহত্তম রাষ্ট্র। উত্তর উত্তর সাগর ও বাল্টিক সাগরের উপকূলীয় নিম্নভূমি থেকে মধ্যভাগের ঢেউ খেলানো পাহাড় ও নদী উপত্যকা এবং তারও দক্ষিণে ঘন অরণ্যাবৃত পর্বত ও বরফাবৃত আল্পস পর্বতমালা দেশটির ভূ-প্রকৃতিকে বৈচিত্র্যময় করেছে। দেশটির মধ্য দিয়ে ইউরোপের অনেকগুলি প্রধান প্রধান নদী যেমন রাইন, দানিউব, এলবে প্রবাহিত হয়েছে এবং দেশটিকে একটি বাণিজ্যিক কেন্দ্রে পরিণত করতে সাহায্য করেছে।",আয়তনের দিক থেকে জার্মানি ইউরোপের কততম বৃহত্তম রাষ্ট্র ?,৭ম,আয়তনের দিক থেকে জার্মানি ইউরোপের ৫ম বৃহত্তম রাষ্ট্র।,yes,yes
