id,source_id,pattern,context,question,right_answer,hallucinated_answer,consistency_score,selfcheck_label,samples_json
bengali-5118137145175085108-0::factualness,bengali-5118137145175085108-0,factualness,"ভগিনী নিবেদিতা  (ইংরেজি: Sister Nivedita) (Bengali pronunciation:[sister niːbediːt̪aː] ) (জন্ম মার্গারেট এলিজাবেথ নোবেল' (ইংরেজি: Margaret Elizabeth Noble)[1]; ২৮ অক্টোবর, ১৮৬৭ – ১৩ অক্টোবর, ১৯১১)[2][3] ছিলেন একজন অ্যাংলো-আইরিশ বংশোদ্ভুত সমাজকর্মী, লেখিকা, শিক্ষিকা এবং স্বামী বিবেকানন্দের শিষ্যা।[4][5] ১৮৯৫ সালে লন্ডন শহরে তিনি স্বামী বিবেকানন্দের সাক্ষাৎ পান এবং ১৮৯৮ সালে ভারতে চলে আসেন। একই বছর ২৫ মার্চ তিনি ব্রহ্মচর্য গ্রহণ করলে স্বামী বিবেকানন্দ তাঁর নামকরণ করেন ""নিবেদিতা""।",ভগিনী নিবেদিতা কোন সালে প্রথম ভারতবর্ষে আসেন ?,১৮৯৮,১৮৯৭ সালে প্রথম ভারতবর্ষে আসেন।,0.937871,no,"[""নিবেদিতা ভগিনী ১৯৯১ সালে ভারতবর্ষে আসেন।"", ""ভগিনী নিবেদিতা ১৯০৫ সালে ভারতবর্ষে আসেন।"", ""নিবেদিতা ভগিনী ১৯০১ সালে ভারতবর্ষে আসেন।""]"
bengali-5118137145175085108-0::comprehension,bengali-5118137145175085108-0,comprehension,"ভগিনী নিবেদিতা  (ইংরেজি: Sister Nivedita) (Bengali pronunciation:[sister niːbediːt̪aː] ) (জন্ম মার্গারেট এলিজাবেথ নোবেল' (ইংরেজি: Margaret Elizabeth Noble)[1]; ২৮ অক্টোবর, ১৮৬৭ – ১৩ অক্টোবর, ১৯১১)[2][3] ছিলেন একজন অ্যাংলো-আইরিশ বংশোদ্ভুত সমাজকর্মী, লেখিকা, শিক্ষিকা এবং স্বামী বিবেকানন্দের শিষ্যা।[4][5] ১৮৯৫ সালে লন্ডন শহরে তিনি স্বামী বিবেকানন্দের সাক্ষাৎ পান এবং ১৮৯৮ সালে ভারতে চলে আসেন। একই বছর ২৫ মার্চ তিনি ব্রহ্মচর্য গ্রহণ করলে স্বামী বিবেকানন্দ তাঁর নামকরণ করেন ""নিবেদিতা""।",ভগিনী নিবেদিতা কোন সালে প্রথম ভারতবর্ষে আসেন ?,১৮৯৮,১৮৯৫ সালে প্রথম ভারতবর্ষে আসেন।,0.887425,no,"[""নিবেদিতা ভগিনী ১৯৩৮ সালে ভারতে আসেন।"", ""নিবেদিতা ভগিনী ১৯০১ সালে ভারতে আসেন।"", ""নিবেদিতা ভগিনী ১৯৩৮ সালে ভারতবর্ষে আসেন।""]"
bengali-5118137145175085108-0::specificity,bengali-5118137145175085108-0,specificity,"ভগিনী নিবেদিতা  (ইংরেজি: Sister Nivedita) (Bengali pronunciation:[sister niːbediːt̪aː] ) (জন্ম মার্গারেট এলিজাবেথ নোবেল' (ইংরেজি: Margaret Elizabeth Noble)[1]; ২৮ অক্টোবর, ১৮৬৭ – ১৩ অক্টোবর, ১৯১১)[2][3] ছিলেন একজন অ্যাংলো-আইরিশ বংশোদ্ভুত সমাজকর্মী, লেখিকা, শিক্ষিকা এবং স্বামী বিবেকানন্দের শিষ্যা।[4][5] ১৮৯৫ সালে লন্ডন শহরে তিনি স্বামী বিবেকানন্দের সাক্ষাৎ পান এবং ১৮৯৮ সালে ভারতে চলে আসেন। একই বছর ২৫ মার্চ তিনি ব্রহ্মচর্য গ্রহণ করলে স্বামী বিবেকানন্দ তাঁর নামকরণ করেন ""নিবেদিতা""।",ভগিনী নিবেদিতা কোন সালে প্রথম ভারতবর্ষে আসেন ?,১৮৯৮,ভগিনী নিবেদিতা প্রথম ভারতবর্ষে আসেন উনিশ শতকের শেষভাগে।,0.850529,no,"[""ভগিনী নিবেদিতা ১৮৯৬ সালে প্রথম ভারতে আসেন।"", ""নিবেদিতা ভগিনী ১৯০৫ সালে ভারতে আসেন।"", ""নিবেদিতা ভগিনী ১৯৯০ সালে ভারতবর্ষে আসেন।""]"
bengali-5118137145175085108-0::inference,bengali-5118137145175085108-0,inference,"ভগিনী নিবেদিতা  (ইংরেজি: Sister Nivedita) (Bengali pronunciation:[sister niːbediːt̪aː] ) (জন্ম মার্গারেট এলিজাবেথ নোবেল' (ইংরেজি: Margaret Elizabeth Noble)[1]; ২৮ অক্টোবর, ১৮৬৭ – ১৩ অক্টোবর, ১৯১১)[2][3] ছিলেন একজন অ্যাংলো-আইরিশ বংশোদ্ভুত সমাজকর্মী, লেখিকা, শিক্ষিকা এবং স্বামী বিবেকানন্দের শিষ্যা।[4][5] ১৮৯৫ সালে লন্ডন শহরে তিনি স্বামী বিবেকানন্দের সাক্ষাৎ পান এবং ১৮৯৮ সালে ভারতে চলে আসেন। একই বছর ২৫ মার্চ তিনি ব্রহ্মচর্য গ্রহণ করলে স্বামী বিবেকানন্দ তাঁর নামকরণ করেন ""নিবেদিতা""।",ভগিনী নিবেদিতা কোন সালে প্রথম ভারতবর্ষে আসেন ?,১৮৯৮,১৮৯৫ সালে প্রথম ভারতবর্ষে আসেন।,0.886738,no,"[""ভগিনী নিবেদিতা ১৯০৫ সালে ভারতবর্ষে আসেন।"", ""নিবেদিতা ভগিনী ১৯৩৮ সালে ভারতবর্ষে আসেন।"", ""নিবেদিতা ভগিনী ১৯৩৮ সালে ভারতে আসেন।""]"
bengali--1256061284728114612-1::factualness,bengali--1256061284728114612-1,factualness,১৮৫৮ সালের গ্রীষ্মে বাংলার ঢাকা জেলার বিক্রমপুর অঞ্চলের আড়িয়ল গ্রামের একটি বাঙালি হিন্দু পরিবারে জন্মগ্রহণ করেন শ্যামাকান্ত।[1] তার জন্মস্থান বর্তমানে বাংলাদেশের ঢাকা বিভাগের মুন্সিগঞ্জ জেলার অন্তর্গত। শ্যামাকান্তর পরিবারের আদি নিবাস নদীয়া জেলার ফুলিয়াতে। তারা ফুলিয়া মেলের বন্দ্যঘটি বংশীয় ও বিক্রমপুর সমাজের উচ্চ কুলীন বিষ্ণু ঠাকুরের পালটি বলে খ্যাত। শ্যামাকান্তর পিতা শশীভূষণ বন্দ্যোপাধ্যায় ত্রিপুরা জেলার মুরাদনগরে আদালতে সেরেস্তাদার ছিলেন। শ্যামাকান্তরা ছিলেন চার ভাই ও তিন বোন। চার ভাইয়ের মধ্যে তিনি ছিলেন জ্যেষ্ঠ। তার এক ভাই সূর্যকান্ত বন্দ্যোপাধ্যায় ঢাকায় ওকালতি করতেন।,ভারতীয় যোগী ও অদ্বৈত বেদান্তের গুরু সোহং স্বামীর বাবার নাম কী ?,শশীভূষণ বন্দ্যোপাধ্যায়,সোহং স্বামীর বাবার নাম ছিল শশাঙ্কভূষণ বন্দ্যোপাধ্যায়।,0.911774,no,"[""সোহং স্বামীর বাবার নাম সত্যঃ সেবকর।"", ""সোহং স্বামীর বাবার নাম কৃষ্ণনাথ সোহং।"", ""সোহং স্বামীর বাবার নাম শিবানন্দ স্বামী।""]"
bengali--1256061284728114612-1::comprehension,bengali--1256061284728114612-1,comprehension,১৮৫৮ সালের গ্রীষ্মে বাংলার ঢাকা জেলার বিক্রমপুর অঞ্চলের আড়িয়ল গ্রামের একটি বাঙালি হিন্দু পরিবারে জন্মগ্রহণ করেন শ্যামাকান্ত।[1] তার জন্মস্থান বর্তমানে বাংলাদেশের ঢাকা বিভাগের মুন্সিগঞ্জ জেলার অন্তর্গত। শ্যামাকান্তর পরিবারের আদি নিবাস নদীয়া জেলার ফুলিয়াতে। তারা ফুলিয়া মেলের বন্দ্যঘটি বংশীয় ও বিক্রমপুর সমাজের উচ্চ কুলীন বিষ্ণু ঠাকুরের পালটি বলে খ্যাত। শ্যামাকান্তর পিতা শশীভূষণ বন্দ্যোপাধ্যায় ত্রিপুরা জেলার মুরাদনগরে আদালতে সেরেস্তাদার ছিলেন। শ্যামাকান্তরা ছিলেন চার ভাই ও তিন বোন। চার ভাইয়ের মধ্যে তিনি ছিলেন জ্যেষ্ঠ। তার এক ভাই সূর্যকান্ত বন্দ্যোপাধ্যায় ঢাকায় ওকালতি করতেন।,ভারতীয় যোগী ও অদ্বৈত বেদান্তের গুরু সোহং স্বামীর বাবার নাম কী ?,শশীভূষণ বন্দ্যোপাধ্যায়,সূর্যকান্ত বন্দ্যোপাধ্যায়,0.926262,no,"[""সোহং স্বামীর বাবার নাম কল্যাণীনাথ স্যাঙ্কুর।"", ""সোহং স্বামীর বাবার নাম সোমানন্দ সোহং।"", ""সোহং স্বামীর বাবার নাম শ্রীমন্ত স্বামী।""]"
bengali--1256061284728114612-1::specificity,bengali--1256061284728114612-1,specificity,১৮৫৮ সালের গ্রীষ্মে বাংলার ঢাকা জেলার বিক্রমপুর অঞ্চলের আড়িয়ল গ্রামের একটি বাঙালি হিন্দু পরিবারে জন্মগ্রহণ করেন শ্যামাকান্ত।[1] তার জন্মস্থান বর্তমানে বাংলাদেশের ঢাকা বিভাগের মুন্সিগঞ্জ জেলার অন্তর্গত। শ্যামাকান্তর পরিবারের আদি নিবাস নদীয়া জেলার ফুলিয়াতে। তারা ফুলিয়া মেলের বন্দ্যঘটি বংশীয় ও বিক্রমপুর সমাজের উচ্চ কুলীন বিষ্ণু ঠাকুরের পালটি বলে খ্যাত। শ্যামাকান্তর পিতা শশীভূষণ বন্দ্যোপাধ্যায় ত্রিপুরা জেলার মুরাদনগরে আদালতে সেরেস্তাদার ছিলেন। শ্যামাকান্তরা ছিলেন চার ভাই ও তিন বোন। চার ভাইয়ের মধ্যে তিনি ছিলেন জ্যেষ্ঠ। তার এক ভাই সূর্যকান্ত বন্দ্যোপাধ্যায় ঢাকায় ওকালতি করতেন।,ভারতীয় যোগী ও অদ্বৈত বেদান্তের গুরু সোহং স্বামীর বাবার নাম কী ?,শশীভূষণ বন্দ্যোপাধ্যায়,সোহং স্বামীর বাবার নাম সম্ভবত শশাঙ্কভূষণ বন্দ্যোপাধ্যায়।,0.868743,no,"[""সোহং স্বামীর বাবার নাম মহাপ্রভু সোহং স্বামী।"", ""সোহং স্বামীর বাবার নাম সমুদ্রনাথ সোহং স্বামী।"", ""সোহং স্বামীর বাবার নাম শ্রীমান সুর্যোদয় সোহং।""]"
bengali--1256061284728114612-1::inference,bengali--1256061284728114612-1,inference,১৮৫৮ সালের গ্রীষ্মে বাংলার ঢাকা জেলার বিক্রমপুর অঞ্চলের আড়িয়ল গ্রামের একটি বাঙালি হিন্দু পরিবারে জন্মগ্রহণ করেন শ্যামাকান্ত।[1] তার জন্মস্থান বর্তমানে বাংলাদেশের ঢাকা বিভাগের মুন্সিগঞ্জ জেলার অন্তর্গত। শ্যামাকান্তর পরিবারের আদি নিবাস নদীয়া জেলার ফুলিয়াতে। তারা ফুলিয়া মেলের বন্দ্যঘটি বংশীয় ও বিক্রমপুর সমাজের উচ্চ কুলীন বিষ্ণু ঠাকুরের পালটি বলে খ্যাত। শ্যামাকান্তর পিতা শশীভূষণ বন্দ্যোপাধ্যায় ত্রিপুরা জেলার মুরাদনগরে আদালতে সেরেস্তাদার ছিলেন। শ্যামাকান্তরা ছিলেন চার ভাই ও তিন বোন। চার ভাইয়ের মধ্যে তিনি ছিলেন জ্যেষ্ঠ। তার এক ভাই সূর্যকান্ত বন্দ্যোপাধ্যায় ঢাকায় ওকালতি করতেন।,ভারতীয় যোগী ও অদ্বৈত বেদান্তের গুরু সোহং স্বামীর বাবার নাম কী ?,শশীভূষণ বন্দ্যোপাধ্যায়,সোহং স্বামীর বাবার নাম ছিল **সূর্যকান্ত বন্দ্যোপাধ্যায়**।,0.94817,no,"[""সোহং স্বামীর বাবা নাম মুনিয়েশ্বর স্বামী।"", ""সোহং স্বামীর বাবা জগন্নাথচন্দ্র সুর্যোগ্রেনের নাম।"", ""সোহং স্বামীর বাবার নাম শৈলেন্দ্র নাথ স্বামী।""]"
bengali--5760143195786173994-1::factualness,bengali--5760143195786173994-1,factualness,"দিল্লী দর্বার তৈরীর পূর্বে, গেটওয়ে অব ইন্ডিয়া ১৯১১ সালে  কিং জর্জ ফাইভ এবং কুনি মেরি মুম্বাই আগমনের স্মৃতি রক্ষার্থে নির্মাণ করা হয়েছিল।  কিন্তু তারা এই স্থাপত্যটির শুধু কার্ডবোর্ড মডেল দেখে যেতে পেরেছিলেন, কেননা নির্মাণকাজ ১৯১৫ সালের পরে শুরু হয়েছিল।[11] বোম্বের সরকার স্যার জর্জ সিডেনহাম ক্লার্ক ১৯১১ সালের ৩১শে মার্চ স্থাপত্যটির ভিত্তিপ্রস্তর স্থাপন করেন। চুড়ান্ত নকশা ১৯১৩ সালের ৩১শে মার্চ অনুমোদিত হয়। গেটওয়েটি হলুদ ব্যাসল্ট এবং কংক্রিট দিয়ে বানানো হয়েছিল।[12]  ফাউন্ডেশনের কাজ ১৯২০ সালে এবং পুরো কাজ শেহ হয়েছিল ১৯২৪ সালে। [13] ভাইসরয় দি আর্ল অব রিডিং ১৯২৪ সালের ৪ই ডিসেম্বর গেটওয়েটি উন্মুক্ত করেন।[6]",পশ্চিম ভারতের মহারাষ্ট্র রাজ্যের মুম্বাই শহরে নির্মিত গেটওয়ে অব ইন্ডিয়ার নির্মাণ কাজ কত সাল থেকে শুরু হয়েছিল ?,১৯১৫,১৯১৩ সাল থেকে শুরু হয়েছিল।,0.924032,no,"[""গেটওয়ে অব ইন্ডিয়ার নির্মাণ কাজ মুম্বাই শহরে ২০০২ সাল থেকে শুরু হয়েছিল।"", ""গেটওয়ে অব ইন্ডিয়ার নির্মাণ কাজ মুম্বাই শহরে ২০০৪ সাল থেকে শুরু হয়েছিল।"", ""গেটওয়ে অব ইন্ডিয়ার নির্মাণ কাজ ২০০৪ সাল থেকে শুরু হয়েছিল।""]"
bengali--5760143195786173994-1::comprehension,bengali--5760143195786173994-1,comprehension,"দিল্লী দর্বার তৈরীর পূর্বে, গেটওয়ে অব ইন্ডিয়া ১৯১১ সালে  কিং জর্জ ফাইভ এবং কুনি মেরি মুম্বাই আগমনের স্মৃতি রক্ষার্থে নির্মাণ করা হয়েছিল।  কিন্তু তারা এই স্থাপত্যটির শুধু কার্ডবোর্ড মডেল দেখে যেতে পেরেছিলেন, কেননা নির্মাণকাজ ১৯১৫ সালের পরে শুরু হয়েছিল।[11] বোম্বের সরকার স্যার জর্জ সিডেনহাম ক্লার্ক ১৯১১ সালের ৩১শে মার্চ স্থাপত্যটির ভিত্তিপ্রস্তর স্থাপন করেন। চুড়ান্ত নকশা ১৯১৩ সালের ৩১শে মার্চ অনুমোদিত হয়। গেটওয়েটি হলুদ ব্যাসল্ট এবং কংক্রিট দিয়ে বানানো হয়েছিল।[12]  ফাউন্ডেশনের কাজ ১৯২০ সালে এবং পুরো কাজ শেহ হয়েছিল ১৯২৪ সালে। [13] ভাইসরয় দি আর্ল অব রিডিং ১৯২৪ সালের ৪ই ডিসেম্বর গেটওয়েটি উন্মুক্ত করেন।[6]",পশ্চিম ভারতের মহারাষ্ট্র রাজ্যের মুম্বাই শহরে নির্মিত গেটওয়ে অব ইন্ডিয়ার নির্মাণ কাজ কত সাল থেকে শুরু হয়েছিল ?,১৯১৫,১৯১১ সাল থেকে শুরু হয়েছিল।,0.401751,yes,"[""গেটওয়ে অব ইন"", ""গেটওয়ে অব ইন্ডিয়ার নির্মাণ কাজ ২০০৪ সাল থেকে শুরু হয়েছিল।"", ""গেটওয়ে অব ইন্ডিয়ার নির্মাণ কাজ মুম্বাই শহরে ২০০২ সাল থেকে শুরু হয়েছিল।""]"
bengali--5760143195786173994-1::specificity,bengali--5760143195786173994-1,specificity,"দিল্লী দর্বার তৈরীর পূর্বে, গেটওয়ে অব ইন্ডিয়া ১৯১১ সালে  কিং জর্জ ফাইভ এবং কুনি মেরি মুম্বাই আগমনের স্মৃতি রক্ষার্থে নির্মাণ করা হয়েছিল।  কিন্তু তারা এই স্থাপত্যটির শুধু কার্ডবোর্ড মডেল দেখে যেতে পেরেছিলেন, কেননা নির্মাণকাজ ১৯১৫ সালের পরে শুরু হয়েছিল।[11] বোম্বের সরকার স্যার জর্জ সিডেনহাম ক্লার্ক ১৯১১ সালের ৩১শে মার্চ স্থাপত্যটির ভিত্তিপ্রস্তর স্থাপন করেন। চুড়ান্ত নকশা ১৯১৩ সালের ৩১শে মার্চ অনুমোদিত হয়। গেটওয়েটি হলুদ ব্যাসল্ট এবং কংক্রিট দিয়ে বানানো হয়েছিল।[12]  ফাউন্ডেশনের কাজ ১৯২০ সালে এবং পুরো কাজ শেহ হয়েছিল ১৯২৪ সালে। [13] ভাইসরয় দি আর্ল অব রিডিং ১৯২৪ সালের ৪ই ডিসেম্বর গেটওয়েটি উন্মুক্ত করেন।[6]",পশ্চিম ভারতের মহারাষ্ট্র রাজ্যের মুম্বাই শহরে নির্মিত গেটওয়ে অব ইন্ডিয়ার নির্মাণ কাজ কত সাল থেকে শুরু হয়েছিল ?,১৯১৫,গেটওয়ে অব ইন্ডিয়ার নির্মাণকাজ মূলত ১৯১৩ সাল থেকেই শুরু হয়েছিল।,0.422877,yes,"[""গেটওয়ে অব ইন্ডিয়ার নির্মাণ কাজ মুম্বাই শহরে শুরু হওয়া হয় ২০০৪ সাল থেকে।"", ""গেটওয়ে অব ইন"", ""গেটওয়ে অব ইন্ডিয়ার নির্মাণ কাজ ২০০৪ সাল থেকে শুরু হয়েছিল।""]"
bengali--5760143195786173994-1::inference,bengali--5760143195786173994-1,inference,"দিল্লী দর্বার তৈরীর পূর্বে, গেটওয়ে অব ইন্ডিয়া ১৯১১ সালে  কিং জর্জ ফাইভ এবং কুনি মেরি মুম্বাই আগমনের স্মৃতি রক্ষার্থে নির্মাণ করা হয়েছিল।  কিন্তু তারা এই স্থাপত্যটির শুধু কার্ডবোর্ড মডেল দেখে যেতে পেরেছিলেন, কেননা নির্মাণকাজ ১৯১৫ সালের পরে শুরু হয়েছিল।[11] বোম্বের সরকার স্যার জর্জ সিডেনহাম ক্লার্ক ১৯১১ সালের ৩১শে মার্চ স্থাপত্যটির ভিত্তিপ্রস্তর স্থাপন করেন। চুড়ান্ত নকশা ১৯১৩ সালের ৩১শে মার্চ অনুমোদিত হয়। গেটওয়েটি হলুদ ব্যাসল্ট এবং কংক্রিট দিয়ে বানানো হয়েছিল।[12]  ফাউন্ডেশনের কাজ ১৯২০ সালে এবং পুরো কাজ শেহ হয়েছিল ১৯২৪ সালে। [13] ভাইসরয় দি আর্ল অব রিডিং ১৯২৪ সালের ৪ই ডিসেম্বর গেটওয়েটি উন্মুক্ত করেন।[6]",পশ্চিম ভারতের মহারাষ্ট্র রাজ্যের মুম্বাই শহরে নির্মিত গেটওয়ে অব ইন্ডিয়ার নির্মাণ কাজ কত সাল থেকে শুরু হয়েছিল ?,১৯১৫,"গেটওয়ে অব ইন্ডিয়ার নির্মাণকাজ সম্ভবত ১৯১৩ সাল থেকেই শুরু হয়েছিল, কারণ ওই বছরই চূড়ান্ত নকশা অনুমোদিত হয়।",0.33119,yes,"[""গেটওয়ে অব ইন"", ""গেটওয়ে অব ইন"", ""গেটওয়ে অব ইন্ডিয়ার নির্মাণ কাজ ২০০৪ থেকে শুরু হয়েছিল।""]"
bengali--3447038628370329440-0::factualness,bengali--3447038628370329440-0,factualness,"ঋতুপর্ণ ঘোষ (জন্ম:৩১শে অগস্ট, ১৯৬৩ - মৃত্যু:৩০শে মে, ২০১৩) ছিলেন একজন ভারতীয় বাঙালি চলচ্চিত্র পরিচালক।[1] অর্থনীতির ছাত্র ঋতুপর্ণ ঘোষের কর্মজীবন শুরু হয়েছিল একটি বিজ্ঞাপন সংস্থার ক্রিয়েটিভ আর্টিস্ট হিসেবে। ১৯৯২ সালে মুক্তি পায় তাঁর প্রথম ছবি হীরের আংটি। দ্বিতীয় ছবি উনিশে এপ্রিল মুক্তি পায় ১৯৯৪ সালে। এই ছবির জন্য তিনি শ্রেষ্ঠ কাহিনিচিত্র বিভাগে জাতীয় পুরস্কার পান।","দেবশ্রী রায় অভিনীত ""উনিশে এপ্রিল"" বাংলা চলচ্চিত্রটি কত সালে মুক্তি পায় ?",১৯৯৪,১৯৯৫ সালে মুক্তি পায়।,0.873418,no,"[""\""উনিশে এপ্রিল\"" চলচ্চিত্রটি ২০১৭ সালে মুক্তি পায়।"", ""\""উনিশে এপ্রিল\"" বাংলা চলচ্চিত্রটি ২০১৭ সালে মুক্তি পায়।"", ""\""উনিশে এপ্রিল\"" চলচ্চিত্রটি ২০১৭ সালে মুক্তি পায়।""]"
bengali--3447038628370329440-0::comprehension,bengali--3447038628370329440-0,comprehension,"ঋতুপর্ণ ঘোষ (জন্ম:৩১শে অগস্ট, ১৯৬৩ - মৃত্যু:৩০শে মে, ২০১৩) ছিলেন একজন ভারতীয় বাঙালি চলচ্চিত্র পরিচালক।[1] অর্থনীতির ছাত্র ঋতুপর্ণ ঘোষের কর্মজীবন শুরু হয়েছিল একটি বিজ্ঞাপন সংস্থার ক্রিয়েটিভ আর্টিস্ট হিসেবে। ১৯৯২ সালে মুক্তি পায় তাঁর প্রথম ছবি হীরের আংটি। দ্বিতীয় ছবি উনিশে এপ্রিল মুক্তি পায় ১৯৯৪ সালে। এই ছবির জন্য তিনি শ্রেষ্ঠ কাহিনিচিত্র বিভাগে জাতীয় পুরস্কার পান।","দেবশ্রী রায় অভিনীত ""উনিশে এপ্রিল"" বাংলা চলচ্চিত্রটি কত সালে মুক্তি পায় ?",১৯৯৪,১৯৯২ সালে মুক্তি পায়।,0.852935,no,"[""\""উনিশে এপ্রিল\"" বাংলা চলচ্চিত্রটি ২০১৯ সালে মুক্তি পায়।"", ""\""উনিশে এপ্রিল\"" বাংলা চলচ্চিত্রটি ২০১৭ সালে মুক্তি পায়।"", ""\""উনিশে এপ্রিল\"" চলচ্চিত্রটি ২০১৭ সালে মুক্তি পায়।""]"
bengali--3447038628370329440-0::specificity,bengali--3447038628370329440-0,specificity,"ঋতুপর্ণ ঘোষ (জন্ম:৩১শে অগস্ট, ১৯৬৩ - মৃত্যু:৩০শে মে, ২০১৩) ছিলেন একজন ভারতীয় বাঙালি চলচ্চিত্র পরিচালক।[1] অর্থনীতির ছাত্র ঋতুপর্ণ ঘোষের কর্মজীবন শুরু হয়েছিল একটি বিজ্ঞাপন সংস্থার ক্রিয়েটিভ আর্টিস্ট হিসেবে। ১৯৯২ সালে মুক্তি পায় তাঁর প্রথম ছবি হীরের আংটি। দ্বিতীয় ছবি উনিশে এপ্রিল মুক্তি পায় ১৯৯৪ সালে। এই ছবির জন্য তিনি শ্রেষ্ঠ কাহিনিচিত্র বিভাগে জাতীয় পুরস্কার পান।","দেবশ্রী রায় অভিনীত ""উনিশে এপ্রিল"" বাংলা চলচ্চিত্রটি কত সালে মুক্তি পায় ?",১৯৯৪,১৯৯২ সালে মুক্তি পায়।,0.873418,no,"[""\""উনিশে এপ্রিল\"" বাংলা চলচ্চিত্রটি ২০১৭ সালে মুক্তি পায়।"", ""\""উনিশে এপ্রিল\"" চলচ্চিত্রটি ২০১৭ সালে মুক্তি পায়।"", ""\""উনিশে এপ্রিল\"" চলচ্চিত্রটি ২০১৭ সালে মুক্তি পায়।""]"
bengali--3447038628370329440-0::inference,bengali--3447038628370329440-0,inference,"ঋতুপর্ণ ঘোষ (জন্ম:৩১শে অগস্ট, ১৯৬৩ - মৃত্যু:৩০শে মে, ২০১৩) ছিলেন একজন ভারতীয় বাঙালি চলচ্চিত্র পরিচালক।[1] অর্থনীতির ছাত্র ঋতুপর্ণ ঘোষের কর্মজীবন শুরু হয়েছিল একটি বিজ্ঞাপন সংস্থার ক্রিয়েটিভ আর্টিস্ট হিসেবে। ১৯৯২ সালে মুক্তি পায় তাঁর প্রথম ছবি হীরের আংটি। দ্বিতীয় ছবি উনিশে এপ্রিল মুক্তি পায় ১৯৯৪ সালে। এই ছবির জন্য তিনি শ্রেষ্ঠ কাহিনিচিত্র বিভাগে জাতীয় পুরস্কার পান।","দেবশ্রী রায় অভিনীত ""উনিশে এপ্রিল"" বাংলা চলচ্চিত্রটি কত সালে মুক্তি পায় ?",১৯৯৪,১৯৯২ সালে মুক্তি পায়।,0.830379,no,"[""\""উনিশে এপ্রিল\"" বাংলা চলচ্চিত্রটি ২০১৬ সালে মুক্তি পায়।"", ""\""উনিশে এপ্রিল\"" বাংলা চলচ্চিত্রটি ২০১৯ সালে মুক্তি পায়।"", ""\""উনিশে এপ্রিল\"" চলচ্চিত্রটি ২০১৬ সালে মুক্তি পায়।""]"
bengali--1772416294222806218-6::factualness,bengali--1772416294222806218-6,factualness,১৯২৭-২৮ সালে ঢাকায় প্রথম চলচ্চিত্র নির্মিত হয়। নওয়াব পরিবারের কয়েকজন তরুণ সংস্কৃতিসেবী নির্মাণ করেন চলচ্চিত্র সুকুমারী। এর পরিচালক ছিলেন জগন্নাথ কলেজের তৎকালীন ক্রীড়াশিক্ষক অম্বুজপ্রসন্ন গুপ্ত। চলচ্চিত্রের নায়ক-নায়িকা ছিলেন খাজা নসরুল্লাহ ও সৈয়দ আবদুস সোবহান। উল্লেখ্য তখন নারীদের অভিনয়ের রেওয়াজ চালু হয়নি। নাট্যমঞ্চের নারীচরিত্রেও পুরুষেরাই অভিনয় করতেন।,স্বাধীন বাংলাদেশের প্রথম চলচ্চিত্রটির নাম কী ?,সুকুমারী,স্বাধীন বাংলাদেশের প্রথম চলচ্চিত্রটির নাম ছিল **নবযাত্রা**।,0.903337,no,"[""স্বাধীন বাংলাদেশের প্রথম চলচ্চিত্র 'হাসান আলী জাহাজী'।"", ""স্বাধীন বাংলাদেশের প্রথম চলচ্চিত্রটির নাম অ্যাসারত আহমেদ।"", ""স্বাধীন বাংলাদেশের প্রথম চলচ্চিত্র \""সুজা আনন্দ\""।""]"
bengali--1772416294222806218-6::comprehension,bengali--1772416294222806218-6,comprehension,১৯২৭-২৮ সালে ঢাকায় প্রথম চলচ্চিত্র নির্মিত হয়। নওয়াব পরিবারের কয়েকজন তরুণ সংস্কৃতিসেবী নির্মাণ করেন চলচ্চিত্র সুকুমারী। এর পরিচালক ছিলেন জগন্নাথ কলেজের তৎকালীন ক্রীড়াশিক্ষক অম্বুজপ্রসন্ন গুপ্ত। চলচ্চিত্রের নায়ক-নায়িকা ছিলেন খাজা নসরুল্লাহ ও সৈয়দ আবদুস সোবহান। উল্লেখ্য তখন নারীদের অভিনয়ের রেওয়াজ চালু হয়নি। নাট্যমঞ্চের নারীচরিত্রেও পুরুষেরাই অভিনয় করতেন।,স্বাধীন বাংলাদেশের প্রথম চলচ্চিত্রটির নাম কী ?,সুকুমারী,জাহির রাইহানের **জীবন থেকে নেয়া**,0.977489,no,"[""স্বাধীন বাংলাদেশের প্রথম চলচ্চিত্রটির নাম \""স্বাধীনতা\""।"", ""স্বাধীন বাংলাদেশের প্রথম চলচ্চিত্র \""স্বাধীনতার দিন\"" নামে পরিচিত।"", ""স্বাধীন বাংলাদেশের প্রথম চলচ্চিত্র 'বাংলাদেশ'""]"
