id,source_id,pattern,codemix_context,codemix_question,codemix_answer,hallucinated_answer,raw_response,is_hallucinated
bengali-2723172793669565513-28::factualness,bengali-2723172793669565513-28,factualness,Sorbosesh ekadosh congress onushthito hoy 2016 saler 28-31 October. 28 October oitihashik Sohrawardy Udyane udbodhoni onusthan hoy. Erpor Mahanagar Natyamonche congress-er council odhibeshon onushthito hoy. Congress-e punoray Mujahidul Islam Selim-ke shovapoti o Syed Abu Zafar Ahmad-ke shadharon shompadok kore CPB kendrio committee gothon kora hoy. Porobortite Syed Abu Zafar Ahmad shasthogoto karone obyahoti nile Md. Shah Alam daler shadharon shompadok hisebe nirbachito hon.[3] [4],Bangladesher Communist Party-r bortoman shovapoti ke?,Mujahidul Islam Selim,Bangladesher Communist Party-r bortoman shovapoti hocchen Syed Abu Zafar Ahmad.,"## Analysis:

**Step 1:** The model answer claims that Syed Abu Zafar Ahmad is the current president of the Bangladesher Communist Party.

**Step 2:**  The context states that Mujahidul Islam Selim was elected as president and Syed Abu Zafar Ahmad as general secretary. However, it also mentions that Syed Abu Zafar Ahmad became unavailable due to health reasons and Md. Shah Alam was elected in his place as the general secretary.

**Step 3:** The model answer's claim is **not supported** by the context. While Syed Abu Zafar Ahmad was initially elected as general secretary, he was replaced by Md. Shah Alam.


**Verdict:** no",no
bengali-8387770267775678164-2::comprehension,bengali-8387770267775678164-2,comprehension,"Tibro panibahito rog jemon diarrhea ebong cholerar khetre kharap poyonishkashon byabostha panidushon ghotay. Tai itihasher shurur dik thekei shouchagar ekta bhabnar bishoy chilo. Ekkhetre Indu upottyakar jonogon shouchagar, bishesh kore bektigoto flush shouchagarer unnoyoner jonno shobcheye porichito. Erpor 1856 sale adhunik flush shouchagar poddhoti abishkar koren John Herington. Tobe ta tokhono byabohar kora shuru hoy ni. Emonki ditiyo bishwajuddher age shomogro London-e tokhono bektigoto flush shouchagar chilo na.",Adhunik flush shouchagar poddhoti sorboprothom ke abishkar korechhilen?,Jon Herington,Sorboprothom adhunik flush shouchagar poddhoti abishkar korechhilen Sir John Harrington.,"## Analysis:

**Step 1: Identify factual claims:**

The model answer makes one factual claim: ""Sir John Harrington"" was the first to invent the modern flush toilet.

**Step 2: Check support in the context:**

The context states that ""John Herington"" invented the modern flush toilet in 1856.  It does not mention ""Sir John Harrington"".


**Step 3: Final Verdict:**

The model answer hallucinates a name (""Sir John Harrington"") that is not present in the provided context. 

**Verdict:** yes",yes
bengali-4022030362183597721-4::comprehension,bengali-4022030362183597721-4,comprehension,"Bed (Sanskrit: Veda, gyan) holo prachin Bharote rochito ekadhik dhormogranther ekta somosti. Vaidik Sanskrit bhasay rochito Bed Sanskrit sahityer prachintom nidorshon ebong prachintom Hindu dhormograntho.[1][2] Bedke ""apaurusheyo"" (""manusher dara rochito noy"") mone kora hoy.[3][4][5] Hindura bishwas kore, Bed protyokkhovabe Ishwar kortik prokashito hoise. Tai Beder opor nam Shruti (""ja shona hoyeche"").[6][7] Onno dhormogranthogulike bola hoy ""Smriti (Hindudharmo). Smriti"" (""ja mone rakha hoyeche""). Hindu bishwas onujayi, Bed sorbocho upassho Ishwar Brahma kort",Hindudharmer prachintom dhormogranther nam ki?,bed,Shruti গ্রontho,"## Analysis:

**Step 1:** The model answer claims that ""Shruti গ্রontho"" are the ancient religious texts of Hinduism.

**Step 2:**  The context states: ""Onno dhormogranthogulike bola hoy 'Smriti (Hindudharmo). Smriti' ('ja mone rakha hoyeche'). Hindu bishwas onujayi, Bed sorbocho upassho Ishwar Brahma kort"". This translates to: ""Unlike other religious texts, it is called 'Smriti (Hindu Dharma). Smriti' ('that which is remembered'). According to Hindu belief, the Vedas are considered the ultimate revelation of God Brahma.""

The context explicitly differentiates between ""Shruti"" (heard) and ""Smriti"" (remembered), stating that the Vedas are considered ""Shruti"". 


**Step 3:** The model answer incorrectly identifies ""Shruti গ্রontho"" as the ancient religious texts of Hinduism. While the context mentions ""Shruti"", it refers to the Vedas specifically, not all ancient Hindu religious texts.

Therefore, the model answer is **hallucinated**.



**Verdict:** yes",yes
bengali--2660888032299185136-3::specificity,bengali--2660888032299185136-3,specificity,Jibanananda Dash 1899 Khristabder 17 February[1] British Bharoter Bengal Presidency-r (bortomane Bangladesh) ontorgoto Barishal shohore jonmogrohon koren. Tar purbopurushera chilen Bangladesher Dhaka jeler Bikrampur porgona nibashi. Tar pitamoh Sarbananda Dashgupta (1838-85) Bikrampur theke Barishale nibash sthanantorito koren.[7] Sarbananda Dashgupta jonmosutre Hindu chilen; pore Brahmodhorme diksha nen. Tini Barishale Brahmo Samaj andoloner prathomik porjaye ongshogrohon koren ebong tar manobhitoyshi kajer jonno byapokvabe somadrito hon.[8] Jibananander pita Satyananda Dashgupta Sarban,Jibanananda Dasher jonmosthan kothay?,British Bharoter Bengal Presidency-r (bortomane Bangladesh) ontorgoto Barishal shohore,Tini Dhaka jeler Bikrampur porgonay jonmogrohon koren.,"## Analysis:

**Step 1:** Identify factual claims in the Model Answer:

* Jibanananda Dash was born in Bikrampur village near Dhaka.

**Step 2:** Check if the Context supports these claims:

* The context states that Jibanananda Das was born in Barishal, a city in Bengal Presidency (now Bangladesh).
* It also mentions that his ancestors lived in Bikrampur, Dhaka district.

**Step 3:** Verdict:

The Model Answer incorrectly states Jibanananda Das' birthplace as Bikrampur. While his ancestors resided there, the context clearly indicates he was born in Barishal.


**Final verdict:** yes",yes
bengali--8615836720976673467-9::inference,bengali--8615836720976673467-9,inference,"1756 sale Nawab Sirajuddaulla Kolkata dokhol kore nebar pore (20 June) Lord Clive ebong Watson Tamilnadu theke jahajjoge soinyobahini niye asen o Kolkata punordokhol koren (2 January, 1757). Chandannagar dokhol korar pore Sirajuddaullake utkhato korar jonno Sirajer poribarer koyekjon o Mir Jafar, Umichand, Jagat Sheth promukhder shonge shorojontro koren. Chukti moto kaj hoy o Nadiyar Palashir prantore Sirajuddaullar shonge prohoshonmulok juddho hoy. Sirajuddaulla porajito hoye palabar kale dhora pore nihoto hon. Chukti moto Mir Jafar Nawab hon ebong Clive nogod trish lokkho taka o Chobbish Parganar",Banglar chhiyattorer monnontorer mul karon ki?,otydhik brishtipat o bonna,"Banglar chhiyattorer monnontorer mul karon chhilo Palashir juddher por British der shorojontro aar rajnoitik osthirata. Mir Jafar nawab howar pore shashon-byabostha durbol hoye jay, tai","Here's a step-by-step analysis:

**Step 1: Identify factual claims.**

The model answer makes two main claims:

* **Claim 1:** The Battle of Plassey led to British dominance and political instability.
* **Claim 2:**  Mir Jafar becoming Nawab weakened the administrative system.

**Step 2: Check support in the Context.**

* **Claim 1:** The context states that after the Battle of Plassey, Siraj ud Daulah was defeated and captured. It also mentions Clive's rise to power and Mir Jafar becoming Nawab. These details imply a shift in power towards the British, suggesting instability. This claim is **supported**.
* **Claim 2:** The context mentions that Siraj ud Daulah formed alliances with prominent figures like Mir Jafar. While it doesn't explicitly state that Mir Jafar weakened the administration, his alliance with the British suggests a potential shift in loyalty and power dynamics within the ruling structure. This claim is **partially supported**.

**Step 3: Final Verdict**


While the model answer accurately identifies the Battle of Plassey as a turning point leading to British influence, its assertion about Mir Jafar weakening the administration is speculative and not directly stated in the context.  

**no**",no
bengali--6284809213106132912-16::factualness,bengali--6284809213106132912-16,factualness,"Rampal chilen Pala rajbongser sorbosesh shoktishali shashok. Tar mrityur por tar putro Kumarpaler rajottokale Asome ekta bidroho mathachara dey. Baidyadeb ei bidroho domon koren. Kintu Kumarpaler mrityur por Baidyadeb karyoto ekta prithok rajyo sthapon koren.[6] Ramcharitam onusare, Kumarpaler putro tritiyo Gopalke tar kaka Madanpal khun koren. Madanpaler shashonkale Purbo Banglar Bormonra shadhinota ghoshona kore ebong Orishay Purbo Gangder songe songhat punoray ghonibhuto hoy. Mondopal Gahadbalder kach theke Munger odhikar korechilen. Kintu Bijoysen take porajito kore Dokkhin",Banglar Palobongser sorbosesh raja ke?,Modonpal,Palobongser sorbosesh raja chhilen **Kumarpal**.,"## Analysis:

**Step 1:** The model answer claims that **Kumarpal** was the most powerful king of Pala dynasty.

**Step 2:**  The context states that Rampal was the ""sorbosesh shashok"" (most powerful ruler) of the Pala dynasty. It then mentions Kumarpal as Rampal's son who ruled after him. While Kumarpal is mentioned, there is no explicit statement claiming he was the most powerful king.

**Step 3:** The model answer makes a claim not directly supported by the context.


**Verdict:** no",no
bengali--7101023690904489784-3::specificity,bengali--7101023690904489784-3,specificity,"A. K. Fazluk Hoker prathomik shikkha baritei shuru hoy. Pore tini gramyo pathshalay vorti hoyechilen. Griho shikkhokder kache tini Arbi, Farsi ebong Bangla bhasha shikkha lav koren. 1881 sale tini Barishal Zila School-e tritiyo shrenite vorti hon. 1886 sale oshtom shrenite tini britti lav koren ebong 1889 sale Fazlul Hok probeshika porikkhay totkalin Dhaka bibhage Musolmander moddhe prothom sthan dokhol koren. Fazlul Hok tar prokhor smritishoktir karone shikkhokder khuboi snehovajon chilen. Probeshika pass korar por uccho shikkha laver jonno tini Kolkatay gomon koren. 1891 sale",Sher-e-Bangla Abul Kashem Fazlul Haq kon college theke porashona koren?,Presidency,Sher-e-Bangla Abul Kashem Fazlul Haq mone hoy Dhaka College theke porashona koren.,"## Analysis:

**Step 1:** The model answer claims that Sher-e-Bangla Abul Kashem Fazlul Haq likely studied at Dhaka College.

**Step 2:**  The provided context mentions Fazlul Haq's primary education, his time at Barishal Zila School, and him passing the entrance exam (probeshika) for higher studies. It states he went to Kolkata after this. There is no mention of him attending any college, let alone Dhaka College.

**Step 3:** The model answer makes a claim not supported by the context.


**Verdict:** no",no
bengali--4621304524174078445-18::specificity,bengali--4621304524174078445-18,specificity,Surjo tumi sathi (1967) Ahmad Chhofar prothom uponnash o grontho.[57] Uponnashtike samprodayik sompritir hridoygrahi upakhyan bola hoyeche.[17] Jodio Borumotir ankebanke namok ekta grontho o tar prothom gronther dabidar.[58],Ahmad Sofa-r rochito prothom uponnash-ti kobe prothom prokashito hoy?,1967,Ahmad Sofa-r prothom uponnash-ti prothom prokashito hoy 1968 shale.,"## Analysis:

**Step 1: Identify factual claims:**

* The model answer claims that Ahmad Sofa's first novel was published in 1968.

**Step 2: Check support in the context:**

* The context states ""Surjo tumi sathi (1967) Ahmad Chhofar prothom uponnash o grontho."" This translates to ""Surjo tumi sathi (1967) is Ahmad Sofa's first novel and book."" 

**Step 3: Verdict:**

The model answer incorrectly states the publication year as 1968. The context clearly states that the first novel was published in **1967**.


**Final Answer:** no",no
bengali-8171528772505162422-2::comprehension,bengali-8171528772505162422-2,comprehension,Ibne Saud 1876 saler 15 January modhyo Arber Najd oncholer Riyad e jonmogrohon koren.[6][7] Ditiyo Saudi rastorer shesh shashok Abdur Rahman bin Foysal chilen tar baba. Al Saud totha tar poribar modhyo Arbe purber 130 bochor dhore shoktishali chilo. Tara Wahabi motadorsher somorthok chilen. Saudira Arab upodwiper onekangsho joy kore prothom Saudi rasto gothon korechilo. Pore 19 shotoker prothomdike Usmaniyo shashonadhin Mishorer hate ta dhongsho hoye jay. [8] Ibne Sauder ma Sarah Al Sudairi chilen Sudairi gotrer sodossho[9][10],Abdul Aziz ba Ibne Saud er babar nam ki chilo?,Abdur Rahman bin Foysal,Tar baba chilen Saud bin Abdul Aziz.,"## Analysis:

**Step 1:** The model answer claims that Ibne Saud's father was Saud bin Abdul Aziz.

**Step 2:**  The context states that Ibne Saud's father was Abdur Rahman bin Foysal, the last ruler of the Second Saudi State. This directly contradicts the model answer.

**Step 3:** The model answer provides incorrect information not supported by the context.


**Verdict:** no",no
bengali-809096420901497153-0::factualness,bengali-809096420901497153-0,factualness,Aztek samrajjo (English: Aztec) (1425-1521) chilo shomoshamoyikaler modhyo Americar shobcheye somriddho o khomotadhari shokti. Adibashi Americander ei samrajjo poschime Mexico upottyoka theke purbe Mexico uposagor ebong dokkhine bortoman Guatemala porjonto prosarito chilo. 1521 shale Spainer nabik Harmando Cortes Mexico Spaniyora dokhol kore nile ei samrajjer oboshan ghote.,Aztec samrajjo kobe protishthito hoy?,1425,Aztek samrajjo prothisthito hoy 1427 shale.,"## Analysis:

**Step 1:** The model answer claims that the Aztec Empire was established in 1427.

**Step 2:**  The context states that the Aztec Empire (Aztek samrajjo) existed from 1425 to 1521. This timeframe supports the establishment of the empire sometime between these years, but not specifically in 1427.


**Step 3:** The model answer provides a specific year for the establishment of the Aztec Empire that is within the correct range but lacks direct support from the context.

**Verdict:** no",no
bengali--8629802684896762580-0::specificity,bengali--8629802684896762580-0,specificity,"William Abraham Simon Ouderland (Dutch: Wiliam Ouderland) (jonmo: 6 December, 1917 — mrityu: 18i May, 2001) chilen ekjon Olandaj-Australian samorik commando officer. Tini Ditiyo Bishwajuddhe sokriyo vabe ongshogrohon koren. Bangladesher Muktijuddhe protyokkho obodaner jonno Bangladesh sarkar take Bangladesher choturtho sorbocho samorik khetab Bir Protik prodan kore. Tini ekmatro bideshi jini ei rashtriyo khetabe bhushito hoyechen.[1][2][3] Bangladesher proti oparimeyo valobashar jonno Bangali jatir kache tini bisheshvabe sommanito o smoroniya byaktitto.[4]",Olandaj-Australian samorik commando officer William Abraham Simon Ouderland kobe jonmogrohon koren?,"6 December, 1917","William Abraham Simon Ouderland shombhoboto 7 December, 1917 e jonmogrohon koren.","Here's a step-by-step analysis:

**Step 1: Identify factual claims.**

The model answer makes one factual claim: William Abraham Simon Ouderland was born on December 7th, 1917.

**Step 2: Check support in the context.**

The context states: ""jonmo: 6 December, 1917"". This directly contradicts the model's answer.

**Step 3: Final verdict.**

Since the model answer provides a birthdate that is different from the one stated in the context, it is hallucinating.


**no**",no
bengali--4860128926592811596-0::comprehension,bengali--4860128926592811596-0,comprehension,Amitabh Reza Chowdhury bishishto Bangladeshi biggapon nirmata o cholocchitro porichalok. Tini pray hajar khanek television biggapon ba TVC nirmon korechen. Echara tini prochur TV natok o nirmon koren. Aynabaji cholocchitrer maddhome tini cholocchitro porichalok hisebe atmaprokash koren.[1],Porichalok Amitabh Reza Chowdhury porichalito prothom cholocchitrer nam ki?,Aynabaji,Tar prothom porichalito cholocchitro chhilo Rickshaw Girl.,"## Analysis:

**Step 1:** The model answer claims that Amitabh Reza Chowdhury's first directed film was ""Rickshaw Girl"".

**Step 2:**  The provided context mentions Amitabh Reza Chowdhury as a renowned Bangladeshi filmmaker and director. It states he has directed numerous television commercials (TVCs) and TV dramas. It also highlights his debut as a film director through the movie ""Aynabaji"". However, there is no mention of ""Rickshaw Girl"" in the context.

**Step 3:** Since the model answer claims a film title (""Rickshaw Girl"") not mentioned in the provided context, the claim is unsupported and likely hallucinated.



**Verdict:** yes",yes
bengali-8928116523894333105-0::specificity,bengali-8928116523894333105-0,specificity,Gitanjali holo Rabindranath Thakur-er lekha ekta kabyagrantha. Ei boi-e mot 157ti gitikobita songkolito hoise. Kobitaguli Brahma-bhabapanno bhaktimulok rochona. Er beshirvag kobitatei Rabindranath nije surarop korechilen. 1908-09 sale bibhinno potropotrikae ei kobitaguli prokashito hoy. Erpor 1910 sale Gitanjali kabyagranthoti prokashito hoy.,'Gitanjali' kabyagranthotite mot koto gulo kobita ache?,157ti,Gitanjali-te mot prai 150-er moto kobita ache.,"Here's a step-by-step analysis:

**Step 1: Identify factual claims.**

The model answer makes one factual claim: ""Gitanjali-te mot prai 150-er moto kobita ache"" (There are approximately 150 poems in Gitanjali).

**Step 2: Check support in the context.**

The context states: ""Ei boi-e mot 157ti gitikobita songkolito hoise"" (This book contains approximately 157 poems).

**Step 3: Decide the verdict.**


The model answer's claim of ""approximately 150 poems"" is close to but not exactly the same as the context's statement of ""approximately 157 poems."" While the difference is minor, it does constitute a factual inaccuracy.

**Verdict:** no",no
bengali--6554192699105542631-5::specificity,bengali--6554192699105542631-5,specificity,"1872-75 sale Alexander Cunningham prothom Harappa silmohor prokash koren. Tini vulboshot eti Brahmi lipi mone korechilen.[14] Er pray ardhashatabdi pore 1912 sale J. Fleet aro kotokguli Harappa silmohor abishkar koren. Ei silmohor dekhe uddibdho hoye 1921-22 sale Sir John Marshall ei onchole protnotattwik khononkaj ovijan chalan. Ei ovijaner folshrutitei Sir John Marshall, Raybahadur Dayaram Sahani o Madhoswarup Bhat Harappa ebong Rakhaldas Bandyopadhyay, E. J. H. Mackay o Sir John Marshall Mohenjodaro abishkar koren. 1931 saler modhyei Mohenjodaro-r odhikangsho protnosthol ab",Mohenjodaro shobhyota ke abishkar koren?,"Rakhaldas Bandyopadhyay, I. Je. Eich. Mackay o Sir John Marshall",Mohenjodaro shobhyota muloto Sir John Marshall ekai abishkar koren 1922 shale.,"## Analysis:

**Step 1: Identify factual claims:**

*  Mohenjodaro shobhyota muloto Sir John Marshall ekai abishkar koren (Sir John Marshall primarily discovered Mohenjodaro).
* 1922 shale (in 1922)

**Step 2: Check support in the Context:**

* The context states that Sir John Marshall led an archaeological expedition to Harappa in 1921-22. It also mentions that he, along with others like Dayaram Sahani and Madhoswarup Bhat, discovered Mohenjodaro.
*  The context mentions the discovery happening around 1921-22, aligning with the model's claim of 1922.

**Step 3: Verdict:**


Based on the analysis above, the Model Answer accurately reflects information from the Context. While it simplifies the discovery process by attributing it solely to Sir John Marshall, this simplification is not a hallucination as the context clearly establishes his leading role in the Mohenjodaro discovery.



**Final verdict:** no",no
bengali-5846157904123319216-6::factualness,bengali-5846157904123319216-6,factualness,"Atharo shotabdie Institusion Libre de Ensenianjar shikkhabid ebong shikkharthi, Cambridge University ebong Oxford University-er snatokder dara Madrid-e football khela procharer maddhome Real Madrid protisthar vitti gore uthe. 1897 shale, tara (Sociedad) Sky Football name ekti songho protistha koren, jeti La Sociedad (shomaj) namei odhik porichito. Eti seshomoyer Madrid-vittik kheladhular ekmatro songho chilo, jeti proti Robibar sokale Moncloa-y kheltto. 1900 shale, ei songher koyekjoner moddhe dondher srishti howar fole tara Sky Football hote bivokto hoye giye Nueva Sociedad de Football (football-er notun shomaj) name notun ekti club gothon kore. Bivokto hoye",Real Madrid football clubtar sorboprothom shovapoti ke chilen?,Hulian Palakios,Real Madrid football clubtar sorboprothom shovapoti chhilen **Carlos Padros**.,"Here's a step-by-step analysis:

**Step 1: Identify factual claims.**

The model answer makes one factual claim: Real Madrid football clubtar sorboprothom shovapoti chhilen Carlos Padros.

**Step 2: Check support in the context.**

The provided context describes the founding and early history of Real Madrid but does *not* mention the name of its first president.

**Step 3: Decide the verdict.**

Since the model answer's claim is not supported by the context, it is likely a hallucination.


**Verdict:** yes",yes
bengali-3394730091489581875-8::comprehension,bengali-3394730091489581875-8,comprehension,"1978 sal theke purbe protishthito Residential Model School-gulote Cadet College-e rupantorer prokriya shuru hoy. Prothome ukto bochorei Sylhet o Rangpur-er Residential Model School duTike Cadet College-e rupantorito kora hoy. 1981 sale Barishal o Pabna Cadet College protishthito hoy. 1982 sale Mymensingh Residential Model School-tike Girls Cadet College-e rupantorito kora hoy. 1983 sale Cumilla Residential-tio rupantorito hoy. Evabe Bangladesh-e sorbomot Cadet College-er shonkha daray 10 ti-te. Onek din Bangladesh-e Cadet College-er shonkha ei 10 ti-i chilo. 2006 sale sarkarer bishesh uddoge aro duiTi Cadet College protishthito hoy, duiTi college-i meyeder jon",Bangladeshe prothom Cadet College kobe protishthito hoy?,1978 sal,1960 shale Faujdarhat Cadet College prothom protishthito hoy.,"Here's a step-by-step analysis:

**Step 1: Identify factual claims.**

The model answer makes one factual claim: ""1960 shale Faujdarhat Cadet College prothom protishthito hoy.""

**Step 2: Check support in the context.**

The provided context states that the process of converting Residential Model Schools into Cadet Colleges began in 1978. It lists several Cadet Colleges established between 1978 and 1983, but there is no mention of Faujdarhat Cadet College or its establishment in 1960.

**Step 3: Final verdict.**


The model answer hallucinates information not present in the context.  
**no**",no
bengali-1428907332454485878-0::factualness,bengali-1428907332454485878-0,factualness,"Satya Sai Baba (Telugu: సత్య సాయిబాబా Telugu pronunciation:[sʌθjə sɑːɪ bɑːbɑː], purbashromer nam Satyanarayan Raju) (23 November, 1926[1] – 24 April, 2011[2]) chilen ekjon Bharatiyo Hindu dhormoguru, adhyatmik byaktitto o shikkhabid.[3] Tar bhokto der bishwase tini chilen ekjon avatar o godman.[4] Adhyatmik shikkhok o aloukik kriya-prodorshok.[1][5][6][7][8] Shunno theke ""bibhuti"" ba pobitro chai ebong angti, necklace ba ghorir moto choto choto bostu hajir kore Satya Sai jugopot khyati orjon o bitorko s",Sotto Sai Baba kon sale mara jan?,"24 April, 2011","Sotto Sai Baba 23 April, 2010 te mara jan.","## Analysis:

**Step 1:** The model answer claims that Satya Sai Baba died on April 23rd, 2010.

**Step 2:**  The context clearly states that Satya Sai Baba died on April 24th, 2011 (""chilen ekjon Bharatiyo Hindu dhormoguru... Tar bhokto der bishwase tini chilen ekjon avatar o godman.""). This information directly contradicts the model's answer.

**Step 3:** The model answer provides incorrect information about Satya Sai Baba's death date, which is explicitly stated in the context.


**Verdict:** yes",yes
bengali-4568438587242111098-0::inference,bengali-4568438587242111098-0,inference,"Murshidabad jela purbo Bharoter Poshchimbongo rajyer Malda bibhager ekta jela. Ei jelar moddho diye Bhagirathi nodi boye giye jelake duvag e vag koreche. Nodir poschimer angsho Rarh o purber angsho Baghira name porichito.[2] 5.314 borgo kilometer (2,062 borgo mile) ayotoner elaka ebong 71.02 lokkho jonoshonkha thakay eta ekta jonobohul jela. Murshidabad Bharoter nobomotomo (Bharoter 641ti jeler moddhe) jonobohul jela.[3] Ei jelar sadar doptor Baharampur shohore obosthito.",Murshidabad jeler sadar doptor kothay obosthito?,Bohorompur,Murshidabad jeler sadar doptor Bhagirathi nodir purbo dike obosthito.,"## Analysis:

**Step 1: Identify factual claims:**

The model answer makes one factual claim: ""Murshidabad jeler sadar doptor Bhagirathi nodir purbo dike obosthito."" (The district headquarters of Murshidabad is located on the east bank of the Bhagirathi river.)

**Step 2: Check support in the context:**

* The context states: ""Ei jelar moddho diye Bhagirathi nodi boye giye jelake duvag e vag koreche. Nodir poschimer angsho Rarh o purber angsho Baghira name porichito."" (The Bhagirathi river flows through the middle of this district, dividing it into two parts. The western part is called Rarh and the eastern part is called Baghira.)
* The context also states: ""Ei jelar sadar doptor Baharampur shohore obosthito."" (The district headquarters of this district is located in the town of Baharampur.)

**Step 3: Verdict:**

While the context mentions that the Bhagirathi river divides Murshidabad into eastern and western parts, it explicitly states that the district headquarters is located in Baharampur. The model answer incorrectly claims the headquarters are on the east bank of the river.


**Final verdict:** no",no
bengali-8981449779740723998-3::factualness,bengali-8981449779740723998-3,factualness,"College-er prothom oddhokkho chilen Hargobindo Sen, jini Rajshahi Zila School-er prodhan shikkhok chilen. Tini pach bochor (1873-1878) ei college-er oddhokkher dayittoe chilen. 1875 sale prothom batch-er F.A porikkhay uposthit chatroder moddhe matro duijon pass kore. Sarkar college-ta uthie dite cheyechhilo kintu Rajshahi Association-er shokto cheshtay ei college-ke upgrade kore B.A. course probortoner karyokrom hate neya hoy. Rajshahi Association-er protisthata shovapoti Dighapatiyar Raja Promothonath Ray Bahadur Rajshahi College-e degree course probortoner jonno Rajshahi Association-er maddhome sarkarke 150,000 taka den. College October 1877 sale degree",Rajshahi College-er prothom odhyokkho ke chilen?,Hargobindo Sen,Rajshahi College-er prothom odhyokkho chilen Jogindranath Sen.,"## Analysis:

**Step 1:** The model answer claims that ""Rajshahi College-er prothom odhyokkho chilen Jogindranath Sen"".

**Step 2:**  The context states that ""College-er prothom oddhokkho chilen Hargobindo Sen"". This directly contradicts the model's claim.

**Step 3:** Since the model answer makes a factual claim that is not supported by the context, it is considered hallucinated.



**Verdict:** yes",yes
bengali--6938244689861502884-1::comprehension,bengali--6938244689861502884-1,comprehension,"Tar rochito prothom uponnash Shesh Bikeler Meye 1960 sale prokashito hoy. Tar rochito onnanno ullekhjoggo uponnash holo Hazar Bochor Dhore o Arek Falgun. Hazar Bochor Dhore uponnasher jonno 1964 sale Adamjee Sahitya Purashkar lav koren. Tar nirmito prothom cholocchitro Kokhono Aseni (1961). 1964 sale Kancher Deyal cholocchitrer jonno tini Nigar Purashkar lav koren. Tar nirmito onnanno cholocchitrogulo holo Behula, Sangam, Anowara ebong Jibon Theke Neoya. Stop Genocide pramanyochitre Bangladesh-er Shadhinota Juddher voyaboh chhobi tule dhore proshongshito hon.",Jahir Raihaner lekha prothom uponnaser nam ki?,Shesh bikeler meye,Tar prothom uponnash chhilo **Hazar Bochor Dhore**.,"Here's a step-by-step analysis:

**Step 1: Identify factual claims.**

The model answer makes one factual claim:

* Jahir Raihan's first novel was ""Hazar Bochor Dhore"".

**Step 2: Check support in the context.**

The context states:  ""Tar rochito prothom uponnash Shesh Bikeler Meye 1960 sale prokashito hoy."" This translates to ""His first novel, Shesh Bikeler Meye, was published in 1960"".

**Step 3: Verdict**


The model answer incorrectly identifies ""Hazar Bochor Dhore"" as Jahir Raihan's first novel. The context clearly states that ""Shesh Bikeler Meye"" was his first novel.  

Therefore, the model answer is **hallucinated**.

**no**",no
bengali--3947167920835567776-1::specificity,bengali--3947167920835567776-1,specificity,"Alauddin Khilji chilen Khilji bongser protisthata Jalaluddin Khiljir bhatija ebong jamata. Birbhumderke porajit kore Jalaluddin Khilji jokhon Delhi dokhol kore nen, tokhon Alauddin Khiljike Amir-i-Tujukh ba udjapon montri pod deya hoy. 1291 sale Jalaluddin Khilji tar bhatija Alauddin Khiljir hate Kara (Kanpurer nikotoborti ek elaka) namok oncholer shasonbhar tule den. 1296 sale Alauddin Khilji Basila oborodh kore Jalaluddin Khiljir kach theke Abadh (Uttar-Pradesh) dokhol kore seta shashon kora shuru koren. 1296 sale Devagiri oborodh koren ebong Jalaluddiner bipul porimaner shompod dokhol",Khilji bongser protistha kobe hoy?,Jalaluddin Khilji,Khilji bongser protistha hoy 1296 shale Alauddin Khiljir maddhome.,"## Analysis:

**Step 1: Identify factual claims:**

* The model answer states that the Khilji dynasty's establishment happened in 1296 CE through Alauddin Khilji.

**Step 2: Check support in the context:**

* The context mentions Alauddin Khilji taking over Kara (near Kanpur) in 1291 CE and Basila (in present-day Uttar Pradesh) in 1296 CE.
* It also states that Alauddin Khilji was appointed as Amir-i-Tujukh (chief minister) by Jalaluddin Khilji.

**Step 3: Verdict:**

While the context mentions Alauddin Khilji's rise to power and his conquests in 1291 and 1296 CE, it doesn't explicitly state that the Khilji dynasty was established in 1296 CE. The model answer makes a claim not directly supported by the provided text.

**Final verdict:** no",no
bengali--8137487757915657057-1::specificity,bengali--8137487757915657057-1,specificity,"Dimbashoy dekhte onekta dimbakar ebong manuse etar akar—doirghye 3 se.mi., prosthe 1.5 se.mi., ebong purutwe 1.5 se.mi.। (jekono ektir jonno) shorire er obosthan pelvis ba shronir deyal ghese, jake bola hoy ovarian fossa. Sadharonoto fossar niche thake bohistho iliac dhamoni ebong samne thake mutranali o ontostho iliac dhamoni.",Dimbashoyer akriti kemon hoy?,anekta dimbakar,Dimbashoy sadharonoto golakar o chhoto hoy.,"## Analysis:

**Step 1: Identify factual claims:**

The model answer makes two factual claims:

* **Claim 1:** Dimbashoy sadharonoto golakar (oval-shaped).
* **Claim 2:** Dimbashoy chhoto (small).

**Step 2: Check support in the Context:**

* **Claim 1:** The context mentions dimensions of the ovary (3.5 cm length, 1.5 cm width, 1.5 cm thickness). These dimensions suggest a roughly oval shape, supporting Claim 1.
* **Claim 2:**  While the context provides dimensions, it doesn't explicitly state that the ovary is ""small."" The size is relative and depends on individual factors.

**Step 3: Final Verdict:**


Based on the analysis, Claim 1 is supported by the context, while Claim 2 is not definitively stated. Therefore, the model answer contains a partially hallucinated claim.



**Verdict:** yes",yes
