id,context,question,correct_answer,codemix_context,codemix_question,codemix_answer,raw_response,is_hallucinated
bengali--2856576533731689599-27,"ভারতের বৃহত্তম ধর্ম হিন্দুধর্মের প্রধান ধর্মগ্রন্থগুলিতে সমকামিতার সুস্পষ্ট উল্লেখ না থাকলেও, ধর্মগ্রন্থের কোনো কোনো ব্যাখ্যাকে সমকামিতার বিরোধী মনে করা হয়।[59] তবে ভারতের প্রধান ধর্মবিশ্বাসে সমকামিতার অবস্থান কোথায়, তা নিয়ে গবেষকদের মধ্যে দ্বিমত আছে। কেউ কেউ মনে করেন প্রাচীন হিন্দু সমাজে সমকামিতা শুধু প্রাসঙ্গিকই ছিল না, বরং তা গ্রহণীয়ও ছিল।[60] বর্তমানে ভারতে সমকামিতা বৈধতা পেয়েছে। [61] অতীতে  সমকামিতা ভারতীয় নাগরিক সমাজ ও সরকারের কাছে একটি নিষিদ্ধ বিষয় হিসেবে পরিচিত হলেও সম্প্রতি তা আইনি বৈধতা পেয়েছে । ভারতে সমকামিতা নিয়ে সাধারণ আলোচনার সুযোগ কম। যদিও সাম্প্রতিক বছরগুলিতে সমকামিতার প্রতি ভারতীয়দের মনোভাবে কিছু পরিবর্তন লক্ষিত হয়েছে। বিশেষত, ভারতের সংবাদমাধ্যম[62][63][64] ও বলিউডে[65] সমকামিতার প্রদর্শন ও তৎসংক্রান্ত আলোচনা বৃদ্ধি পেয়েছে। ২০০৯ সালের ২ জুলাই, দিল্লি হাইকোর্টের একটি রায়ে স্পষ্টত জানানো হয়েছে প্রাপ্তবয়স্কদের মধ্যে সম্মতিক্রমে সমকামিতার আচরণ অপরাধের আওতায় পড়ে না। এই রায়ে আরো বলা হয়েছে যে ভারতীয় দণ্ডবিধির ৩৭৭ ধারা ভারতীয় সংবিধানের মৌলিক অধিকার রক্ষা নীতির পরিপন্থী।[66] ২০১৩ সালের ১১ই ডিসেম্বর পুনরায় সমকামিতাকে অবৈধ ঘোষণা করে ভারতের সুপ্রিম কোর্ট।[67]",ভারতবর্ষে কোন সাল থেকে দুটি সমকামী লোকের বিবাহকে আইনী ভাবে বৈধ বলে ঘোষণা করা হয় ?,২০০৯ সালের ২ জুলাই,"Bharoter brihottom dhormo Hindudhormer prodhan dhormogranthogulite somokamitar suspasto ullekh na thakleo, dhormogranther kono kono byakhyake somokamitar birodhi mone kora hoy.[59] Tobe Bharoter prodhan dhormobishwase somokamitar obosthan kothay, ta niye gobeshokder moddhe dwimot ache. Keu keu mone koren prachin Hindu somaje somokamita shudhu prashongik-i chilo na, borong ta grohonjoggo-o chilo.[60] Bortomane Bharote somokamita baidhota peyechhe.[61] Otite somokamita Bharotiyo nagorik somaj o sarkarer kache ekta nishiddho bishoy hisebe por",Bharotborshe kon sal theke duti somokami loker biye-ke aini vabe boidho bole ghoshona kora hoy?,2009 saler 2 July,"Let's analyze the model answer step by step:

**Step 1: Identify each factual claim made by the Model Answer.**

The model answer makes a single claim:
* Bharotborshe kon sal theke duti somokami loker biye-ke aini vabe boidho bole ghoshona kora hoy? (When did the first mixed marriage ceremony take place in Bengal?)
* The answer given is: 2009 saler 2 July (In the year 2009 on 2nd July)

**Step 2: For each claim, check whether it is supported by the Context.**

The context discusses the history of mixed marriages in India and mentions that some people consider them to be a recent phenomenon. However, there is no mention of any specific date or event related to the first mixed marriage ceremony.

**Step 3: Based on steps 1-2, decide the final verdict.**

Based on the analysis, it appears that the model answer has made an unsubstantiated claim about the year and date when the first mixed marriage ceremony took place in Bengal. The context does not provide any information to support this claim.

Therefore, I conclude that the model answer is **hallucinated** relative to the code-mixed (Bangla-English) context and question.

no",no
bengali--7488179106745368024-1,"সঙ্গীতের গতিকে লয় বলে। গতির তারতম্যের জন্য লয়কে তিন ভাগে ভাগ করা যায় - ১) ধীরগতির সঙ্গীতের জন্য বিলম্বিত লয়, ২) দ্রুতগতির সঙ্গীতের জন্য দ্রুত লয় এবং ৩) মধ্যগতির সঙ্গীতের জন্য মধ্য লয়। মধ্য লয় বিলম্বিত লয়ের দ্বিগুণ ও দ্রুত লয়ের অর্ধেক গতির হয়ে থাকে। মাত্রা সঙ্গীতের লয় বা গতির দুরত্ব মাপার জন্য ব্যবহৃত হয়। প্রত্যেকটি মাত্রার মধ্যবর্তী ব্যবধান সমান হয়। কয়েকটি ছন্দোবদ্ধ মাত্রার সমষ্টি দিয়ে তৈরী হয় একটি তাল।[1]",সংগীতে গতির তারতম্যের জন্য লয়কে কয়টি ভাগে ভাগ করা হয় ?,তিন,"Songeeter gotike loy bole. Gotir tartomyer jonno loyke tin vag e vag kora jay - 1) dhirgotir songeeter jonno bilombito loy, 2) drutogotir songeeter jonno druto loy ebong 3) moddhogotir songeeter jonno moddho loy. Moddho loy bilombito loyer digun o druto loyer ordhek gotir hoye thake. Matra songeeter loy ba gotir durotto mapar jonno byabohrito hoy. Protyekti matrar moddhovorti byabodhan soman hoy. Koyekti chondoboddho matrar somosti diye toiri hoy ekti tal.[1]",Songeete gotir tartomyer jonno loyke koyti vag e vag kora hoy?,tin,"Let's analyze the model answer step by step:

**Step 1: Identify each factual claim made by the Model Answer.**

The model answer makes two claims:
1. Songeete gotir tartomyer jonno loyke tin vag e vag kora hoy.
2. Moddho loy bilombito loyer digun o druto loyer ordhek gotir hoye thake.

**Step 2: For each claim, check whether it is supported by the Context.**

1. The context mentions that for different types of songeeter (dhirgotir, drutogotir, and moddhogotir), different types of loy are used (bilombito, druto, and moddho). However, it does not explicitly state that for songeete gotir tartomyer jonno, three vag e vag kora hoy. The context only mentions the use of bilombito, druto, and moddho loy for different types of songeeter.
2. The context states that ""Moddho loy bilombito loyer digun o druto loyer ordhek gotir hoye thake"", which means that when using moddho loy, the ratio is between bilombito and druto, not digun and ordhek.

**Step 3: Based on steps 1-2, decide the final verdict.**

The model answer makes claims that are not supported by the context. The first claim is entirely absent from the context, and the second claim misinterprets the information provided in the context.

Therefore, the final verdict is:

no",no
bengali--4819194056255617983-5,"একটি মুখ আকৃতির তথ্য ক্যাপচার করার জন্য ত্রি-মাত্রিক মুখ শনাক্তকরণ কৌশলটি থ্রি-ডি সেন্সর ব্যবহার করে। এই তথ্যটি তারপর মুখের পৃষ্ঠের বিভিন্ন বৈশিষ্ট্য শনাক্ত করার জন্য ব্যবহার করা হয়, যেমন চোখের সকেটস, নাক এবং চিবুকের কনট্যুর।[8]",মুখমণ্ডল শনাক্তকরণ পদ্ধতিতে কোন সেন্সর ব্যাবহার করা হয় ?,থ্রি-ডি সেন্সর,"ekti mukh akritir tothyo capture korar jonno tri-matrik mukh shonaktokoron kousholti three-D sensor byabohar kore. Ei tothyoti tarpor mukher pother bibhinno boishishto shonakto korar jonno byabohar kora hoy, jemon chokher sockets, nak ebong chibuker contour.[8]",Mukhmondol shonaktokoron poddhotite kon sensor babohar kora hoy?,Three-D sensor,"Let's analyze the model answer step by step:

**Step 1: Identify each factual claim made by the Model Answer.**

The only factual claim made by the Model Answer is that ""Three-D sensor"" is used for capturing a three-dimensional image of a face.

**Step 2: For each claim, check whether it is supported by the Context.**

Upon reviewing the context, we can see that:

* The context mentions ""tri-matrik mukh shonaktokoron kousholti three-D sensor"" which translates to ""three-dimensional sensor for capturing a three-dimensional image of a face"".
* It also mentions that this sensor is used for capturing a three-dimensional image of the face, and then other features such as eye sockets and lip contours are detected.

The context does not mention anything about using a 3D sensor for capturing a two-dimensional image or any other purpose. Therefore, the claim made by the Model Answer is supported by the Context.

**Step 3: Based on steps 1-2, decide the final verdict.**

Based on our analysis, we can conclude that the model answer is not hallucinated relative to the code-mixed (Bangla-English) context and question.

yes",yes
bengali--5004896482843051611-1,"আয়তনের দিক থেকে জার্মানি ইউরোপের ৭ম বৃহত্তম রাষ্ট্র। উত্তর উত্তর সাগর ও বাল্টিক সাগরের উপকূলীয় নিম্নভূমি থেকে মধ্যভাগের ঢেউ খেলানো পাহাড় ও নদী উপত্যকা এবং তারও দক্ষিণে ঘন অরণ্যাবৃত পর্বত ও বরফাবৃত আল্পস পর্বতমালা দেশটির ভূ-প্রকৃতিকে বৈচিত্র্যময় করেছে। দেশটির মধ্য দিয়ে ইউরোপের অনেকগুলি প্রধান প্রধান নদী যেমন রাইন, দানিউব, এলবে প্রবাহিত হয়েছে এবং দেশটিকে একটি বাণিজ্যিক কেন্দ্রে পরিণত করতে সাহায্য করেছে।",আয়তনের দিক থেকে জার্মানি ইউরোপের কততম বৃহত্তম রাষ্ট্র ?,৭ম,"Ayotoner dik theke Germany Europe-er 7m brihottom rashtra. Uttore North Sea o Baltic Sea-r upokuliyo nimnobhumi theke moddhobhager dheu khelano pahar o nodi upotyaka ebong taro dokkhine ghon oronyabrityo porbot o borofabrityo Alps porbotmala deshtir bhu-prokritike boichitromoy koreche. Deshtir moddho diye Europe-er onekgulo prodhan prodhan nodi jemon Rhine, Danube, Elbe probahito hoyeche ebong deshtike ekta banijjik kendre porinoto korte shahajjo koreche.",Ayotoner dik theke Germany Europe-er kottom brihottom rashtra?,7om,"Let's analyze the model answer step by step:

**Step 1: Identify each factual claim made by the Model Answer.**

The only claim made by the Model Answer is that ""7om"" is the number of countries in Europe.

**Step 2: For each claim, check whether it is supported by the Context.**

Upon reviewing the context, I see that it describes Germany as a country located in Europe, mentioning its geographical features and rivers. However, there is no mention of the total number of countries in Europe or any reference to ""7om"" being relevant to the context.

**Step 3: Based on steps 1-2, decide the final verdict.**

The model answer makes a claim that is not supported by the context. The context only provides information about Germany and its geographical features, but does not mention anything related to the number of countries in Europe or ""7om"".

Therefore, I conclude that the model answer has **hallucinated** information.

no",no
bengali-7402816199744955879-3,"১৬৫৮ সালে শাহজাহানের জ্যেষ্ঠ পুত্র দারাশিকো রাজ শাসকের প্রতিনিধি হিসেবে ক্ষমতায় আরোহন করে। শাহজাহানের অপর পুত্র আওরঙ্গজেব কিছু ধর্মভিত্তিক গোষ্ঠীর সহায়তায় দিল্লির সিংহাসন দখল করেন। ১৬৫৯ সালে আওরঙ্গজেব তার ভাইকে যুদ্ধে পরাজিত করেন এবং মৃত্যুদণ্ড প্রদান করেন।[7] যদিও শাহজাহান তখন সম্পূর্ণ সুস্থ ছিলেন, তথাপি আওরঙ্গজেব তাকে অসুস্থতার অজুহাত দেখিয়ে রাজকার্য পরিচালনা করার অযোগ্য ঘোষণা করে তাকে গৃহবন্দী করে রাখেন।",মুঘল সম্রাট জাহাঙ্গীরের পর কে মুঘল সম্রাট হন ?,আওরঙ্গজেব,"1658 sale Shahjahaner jyeshtho putro Darashiko raj shashoker protinidhi hisebe khomotay arohon kore. Shahjahaner opor putro Aurangzeb kichu dhormovittik goshthir sohayotay Delhir singhashon dokhol koren. 1659 sale Aurangzeb tar bhaike juddhe porajit koren ebong mrityudondo prodan koren.[7] Jodio Shahjahan tokhon shompurno sustho chilen, tothapi Aurangzeb take osusthatar ojuhat dekhiye rajkaryo porichalona korar ojoggo ghoshona kore take grihobondi kore rakhen.",Mughal somrat Jahangir er por ke Mughal somrat hon?,Aurangzeb,"Let's analyze the model answer step by step:

**Step 1: Identify each factual claim made by the Model Answer.**

The model answer makes a single claim:
Aurangzeb was the Mughal emperor before Jahangir.

**Step 2: For each claim, check whether it is supported by the Context.**

The context mentions that Aurangzeb was the son of Shahjahan and defeated his brother Dara Shikoh in battle. It also mentions that Shahjahan was still alive when Aurangzeb took over the throne.

However, there is no mention of Jahangir in the context. The context only talks about Shahjahan's reign and the succession of Aurangzeb after him.

**Step 3: Based on steps 1-2, decide the final verdict.**

The model answer claims that Aurangzeb was the Mughal emperor before Jahangir, but this is not supported by the context. The context only talks about Shahjahan's reign and the succession of Aurangzeb after him, without mentioning Jahangir.

Therefore, the model answer has **hallucinated** information relative to the code-mixed (Bangla-English) context and question.

no",no
bengali-1109339919555009374-8,"১৯৯৮ সালে সঞ্জয় রিয়া পিল্লাই নামের এক মডেলকে বিয়ে করেন।[9] ২০০৫ সালে তাদের মধ্যে ছাড়াছাড়ি হয়ে যায়। এরপর সঞ্জয় ২০০৮ সালে মান্যতাকে গোয়াতে গোপন এক অনুষ্ঠানে বিয়ে করেন[10], বিয়ের আগে তারা দুই বছর প্রেম করেছিলেন।[11] ২০১০ সালের ২১ অক্টোবর তারিখে সঞ্জয় আর মান্যতা জমজ ছেলেমেয়ের পিতামাতা হন।[12]",সঞ্জয় বলরাজ দত্তের বর্তমান স্ত্রীর নাম কী ?,মান্যতা,"1998 sale Sanjay Rhea Pillai namer ek model-ke biye koren.[9] 2005 sale tader moddhe charachari hoye jay. Erpor Sanjay 2008 sale Manyata-ke Goate gopon ek onusthane biye koren[10], biyer age tara dui bochor prem korechilen.[11] 2010 saler 21 October tarikh-e Sanjay ar Manyata jomoj chelemeyer pitamata hon.[12]",Sanjay Balraj Datter bortoman strir nam ki?,mannyota,"Let's analyze the model answer step by step:

**Step 1: Identify each factual claim made by the Model Answer.**

The only factual claim made by the Model Answer is that the name of Sanjay Dutt's wife is ""mannyota"".

**Step 2: For each claim, check whether it is supported by the Context.**

Upon reviewing the context, we can see that:

* The context mentions that in 1998, Sanjay Rhea Pillai (not Sanjay Dutt) got married to a model.
* In 2005, there was a controversy involving Sanjay and his wife.
* In 2008, Sanjay got married to Manyata (note the spelling: ""Manyata"", not ""mannyota"").
* The context also mentions that Sanjay and Manyata had been in love for two years before their marriage.

The name ""mannyota"" is not mentioned anywhere in the context. However, the correct name of Sanjay Dutt's wife is indeed ""Manyata"".

**Step 3: Based on steps 1-2, decide the final verdict.**

Since the model answer claims that Sanjay Dutt's wife's name is ""mannyota"", which is not supported by the context (the correct spelling is ""Manyata""), I conclude that the model answer has **hallucinated** information.

no",no
bengali-5229637452375837893-4,"১৯৪৭ সালের বাঙলা বিভক্তির পূর্বে,১৯০৫ সালে প্রশাসনিক কার্যক্রমকে সহজতর করার লক্ষ্যে পূর্ব এবং পশ্চিম বাংলায় বিভক্ত করা হয় যা বঙ্গ ভঙ্গ হিসেবে পরিচিত।[1] সে সময় পশ্চিমবাংলা ছিল হিন্দু অধ্যুসিত এবং মুসলিমরা সেখানে সংখ্যালঘু, অন্যদিকে পূর্ববাংলা ছিল মুসলিম অধ্যুসিত এবং হিন্দুরা ছিল সংখ্যালঘু। মুসলিম অধ্যুসিত পূর্ববাংলার মানুষ এই বঙ্গ ভঙ্গের প্রতি জোরালো সমর্থন জানিয়েছিল, কেননা তারা উপলব্ধি করেছিল যে এই বিভক্তির মাধ্যমে তারা তাদের নিজস্ব একটি প্রদেশ পেতে পারে। কিন্তু হিন্দুরা এই বিভক্তির বিপক্ষে শক্ত অবস্থান নেয়। এই বিতর্ক পরবর্তীকালে প্রতিবাদ এবং সন্ত্রাসের জন্ম দেয় এবং ১৯১১ সালে বঙ্গ ভঙ্গ রদের মাধ্যমে এর নিষ্পত্তি করা হয়।",অবিভক্ত বাংলা কত সালে বিভক্ত হয় ?,১৯০৫,"1947 shaler Bangla bivoktir purbe, 1905 shale proshashonik karyokromke sohojotor korar lokkhe purbo ebong poshchim Banglay bivokto kora hoy ja Bongo Bhongo hisebe porichito.[1] Se shomoy Poshchimbongla chilo Hindu odhyushito ebong Muslimra sekhane shongkhaloghu, onnodike Purbobangla chilo Muslim odhyushito ebong Hindura chilo shongkhaloghu. Muslim odhyushito Purbobanglar manush ei Bongo Bhonger proti joralo shomorthon janiechilo, kenona tara upolobdhi korechilo je ei bivoktir maddhome tara tader nijossho ekta prodesh pete pare. Kintu Hindura ei bivoktir bipokkhe shok",Obibhokto Bangla koto sale bivokto hoy?,1905,"Let's analyze the model answer step by step:

**Step 1: Identify each factual claim made by the Model Answer.**

The only factual claim made by the Model Answer is that ""1905"" is the year when Bangladesh was divided.

**Step 2: For each claim, check whether it is supported by the Context.**

Upon reviewing the context, we can see that it mentions:

* The partition of Bengal in 1947
* A reference to a previous partition (in 1905) as a ""shohojotor"" (a term used to describe a precursor or an earlier event)
* The context implies that the 1905 partition is being mentioned as a historical precedent, but it does not explicitly state that Bangladesh was divided in 1905.

**Step 3: Based on steps 1-2, decide the final verdict.**

The model answer claims that Bangladesh was divided in 1905, which is partially supported by the context (the mention of the 1905 partition as a precursor to the 1947 partition). However, the context does not explicitly state that Bangladesh was divided in 1905, but rather implies that it was a significant event leading up to the 1947 partition. Therefore, I would say that the model answer is **hallucinated** because it makes an inference that is not directly supported by the context.

no",no
bengali-5441977494276432977-0,সৈয়দ আলী হোসেনী খামেনেয়ী (Persian: سید علی حسینی خامنه‌ای‎; জন্ম: ১৭ জুলাই ১৯৩৯)[1] হলেন ইরানের বর্তমান (২য়) সর্বোচ্চ ধর্মীয় নেতা[2] এবং ইরানের ৮ কোটি শিয়া মুসলমানের আধ্যাত্মিক নেতা।[2][3] ১৩ অক্টোবর ১৯৮১ থেকে ৩ আগস্ট ১৯৮৯ পর্যন্ত তিনি ইরানের ৩য় রাষ্ট্রপতি হিসেবে দায়িত্ব পালন করেন। ফোর্বস সাময়িকী ২০১২ সালে তাকে পৃথিবীর সবচেয়ে প্রভাবশালী ২১ জনের মধ্যে স্থান দেয়। [4],সৈয়দ আলী হোসেনী খামেনেয়ী কবে জন্মগ্রহণ করেন ?,১৭ জুলাই ১৯৩৯,Seyed Ali Hosseini Khamenei (Persian: Seyed Ali Hosseini Khamenei; jonmo: 17 July 1939)[1] holen Iran-er bortoman (2y) sorbocho dhormiyo neta[2] ebong Iran-er 8 koti Shia Muslim-der adhyatmik neta.[2][3] 13 October 1981 theke 3 August 1989 porjonto tini Iran-er 3y rashtrapoti hisebe daitto palon koren. Forbes samoyiki 2012 sale take prithibir shobcheye probhabshali 21 joner moddhe sthan dey.[4],Sayed Ali Hoseni Khamenei kobe jonmogrohon koren?,17 July 1939,"Here's my analysis:

**Step 1: Identify each factual claim made by the Model Answer.**

The only factual claim made by the Model Answer is that Sayed Ali Hoseni Khamenei was born on 17 July 1939.

**Step 2: For each claim, check whether it is supported by the Context.**

The context mentions ""jonmo: 17 July 1939"", which directly supports the model answer's claim about the birthdate of Sayed Ali Hoseni Khamenei.

**Step 3: Based on steps 1-2, decide the final verdict.**

Since the model answer's claim is supported by the context, it is not hallucinated.

yes",yes
bengali-179157917241775417-2,"বাংলায় মুসলমান আধিপত্য প্রতিষ্ঠিত হবার আগে ব্রাহ্মণ্য হিন্দুসমাজের পীড়নের আশঙ্কায় বাংলার বৌদ্ধগণ তাঁদের ধর্মীয় পুঁথিপত্র নিয়ে শিষ্যদেরকে সঙ্গী করে নেপাল, ভুটান ও তিব্বতে পলায়ন করেছিলেন– এই ধারণার বশবর্তী হয়ে হরপ্রসাদ শাস্ত্রী চারবার নেপাল পরিভ্রমণ করেন। ১৮৯৭ সালে বৌদ্ধ লোকাচার সংক্রান্ত তথ্য সংগ্রহের জন্য তিনি প্রথমবার নেপাল ভ্রমণ করেন। ১৮৯৮ সালের তার দ্বিতীয়বার নেপাল ভ্রমণের সময় তিনি কিছু বৌদ্ধ ধর্মীয় পুঁথিপত্র সংগ্রহ করেন। ১৯০৭ খ্রিস্টাব্দে তৃতীয়বার নেপাল ভ্রমণকালে চর্যাচর্যবিনিশ্চয় নামক একটি পুঁথি নেপাল রাজদরবারের অভিলিপিশালায় আবিষ্কার করেন। চর্যাচর্যবিনিশ্চয়, সরহপাদের দোহা এবং অদ্বয় বজ্রের সংস্কৃত সহজাম্নায় পঞ্জিকা, কৃষ্ণাচার্য বা কাহ্নপাদের দোহা, আচার্যপাদের সংস্কৃত মেখলা নামক টীকা ও আগেই আবিষ্কৃত ডাকার্ণব পুঁথি একত্রে ১৯১৬ খ্রিস্টাব্দে (শ্রাবণ, ১৩২৩ বঙ্গাব্দ) বঙ্গীয় সাহিত্য পরিষদ থেকে হাজার বছরের পুরাণ বাঙ্গালা বৌদ্ধগান ও দোঁহা শিরোনামে সম্পাদকীয় ভূমিকাসহ প্রকাশ করেন হরপ্রসাদ শাস্ত্রী।[2] হরপ্রসাদ শাস্ত্রী মোট ৪৬টি পূর্ণাঙ্গ ও একটি খণ্ডিত পদ পেয়েছিলেন। পুঁথিটির মধ্যে কয়েকটি পাতা ছেঁড়া ছিল। প্রবোধচন্দ্র বাগচী চর্যার যে তিব্বতি অনুবাদ সংগ্রহ করেন তাতে আরও চারটি পদের অনুবাদসহ ওই খণ্ডপদটির অনুবাদও পাওয়া যায়। মূল পুঁথির পদের সংখ্যা ছিল ৫১।[1] মূল তিব্বতি অনুবাদের ভিত্তিতে সিদ্ধান্ত হয়েছে যে, মূল পুঁথির নাম চর্যাগীতিকোষ এবং এতে ১০০টি পদ ছিল। হরপ্রসাদ শাস্ত্রী আবিষ্কৃত পুঁথিটি চর্যাগীতিকোষ থেকে নির্বাচিত পুঁথিসমূহের সমূল টীকাভাষ্য।[3]",চর্যাপদের পুঁথিটি সর্বপ্রথম কোন প্রকাশনী থেকে প্রকাশিত হয় ?,বঙ্গীয় সাহিত্য পরিষদ,"Banglay Musolman adhipottyo protishthito hobar age Brahmanyo Hindusamajer pironer ashonkay Banglar Bouddhogon tader dhormiyo punthipotro niye shishyoderke songi kore Nepal, Bhutan o Tibet-e palayon korechhilen—ei dharonar boshoborti hoye Haraprasad Shastri charbar Nepal porivromon koren. 1897 sale Bouddho lokachar songkranto tothyo songroher jonno tini prothombar Nepal vromon koren. 1898 saler tar ditiyobar Nepal vromoner shomoy tini kichu Bouddho dhormiyo punthipotro songroho koren. 1907 Khristabde tritiyobar Nepal vromonkale Charyacharyabinischoy namok ekti punthi Nepal rajdorbarer obhilipish",Charyapoder punthiti sorboprothom kon prokashoni theke prokashito hoy?,Bongiyo Sahitto Porishod,"Let's analyze the model answer step by step:

**Step 1: Identify each factual claim made by the Model Answer.**

The model answer makes two claims:

1. Charyapoder punthiti sorboprothom kon prokashoni theke prokashito hoy (The first publication of the Charyacharabinishchoy book was from which publisher?)
2. The correct answer is Bongiyo Sahitto Porishod.

**Step 2: For each claim, check whether it is supported by the Context.**

Upon analyzing the context, we can see that:

1. The context mentions Haraprasad Shastri publishing a book in Nepal in 1897 and another book in 1898.
2. However, there is no mention of Charyacharabinishchoy or any publication related to it.

**Step 3: Based on steps 1-2, decide the final verdict.**

Based on the analysis, we can conclude that the model answer has made a factual claim (claim 2) that is not supported by the context. The correct answer should be based on the information provided in the context, which does not mention Bongiyo Sahitto Porishod.

Therefore, the final verdict is:

no",no
bengali--7124112135723354543-3,১৮৬৭ সালের ২৮ অক্টোবর উত্তর আয়ারল্যান্ডের ডানগ্যানন শহরে মার্গারেট এলিজাবেথ নোবেল জন্মগ্রহণ করেছিলেন। তাঁর বাবা স্যামুয়েল রিচমন্ড নোবেল ছিলেন ধর্মযাজক। মায়ের নাম ছিল মেরি ইসাবেলা। মাত্র দশ বছর বয়সে মার্গারেটের বাবা মারা যান। তারপর তাঁর দাদামশাই তথা আয়ারল্যান্ডের বিশিষ্ট স্বাধীনতা সংগ্রামী হ্যামিলটন তাঁকে লালনপালন করেন। মার্গারেট লন্ডনের চার্চ বোর্ডিং স্কুলে পড়াশুনা করেছিলেন। এরপর হ্যালিফ্যাক্স কলেজে তিনি এবং তার বোন মেরি পড়াশুনা করেছিলেন।,অ্যাংলো-আইরিশ বংশোদ্ভুত ভগিনী নিবেদিতার বাবার নাম কী ?,স্যামুয়েল রিচমন্ড নোবেল,"1867 saler 28 October Uttar Ireland-er Dungannon shohore Margaret Elizabeth Noble jonmogrohon korechilen. Tar baba Samuel Richmond Noble chilen dhormojajok. Mayer nam chilo Mary Isabella. Matro dosh bochor boyoshe Margaret-er baba mara jan. Tarpor tar dadamashai, orthat Ireland-er bishisto shadhinota songrami Hamilton take lalon-palon koren. Margaret London-er Church Boarding School-e porashuna korechilen. Erpor Halifax College-e tini ebong tar bon Mary porashuna korechilen.",Anglo-Irish bongshodbhut Bhogini Nibeditar babar nam ki?,Samuel Richmond Nobel,"Let's analyze the model answer step by step:

**Step 1: Identify each factual claim made by the Model Answer.**

The model answer claims that the Anglo-Irish benefactress is named Samuel Richmond Nobel.

**Step 2: For each claim, check whether it is supported by the Context.**

Upon examining the context, we find the following information:

* The person in question was born on October 28, 1867, in Dungannon, Ireland.
* Her father's name is mentioned as Samuel Richmond Noble (note the slight difference in spelling).
* Her mother's name is Mary Isabella.
* Her father passed away when she was two years old.

However, there is no mention of her being an Anglo-Irish benefactress or her full name being Samuel Richmond Nobel. The context only provides information about her birth and family background.

**Step 3: Based on steps 1-2, decide the final verdict.**

The model answer makes a claim that is not supported by the context. The correct spelling of her father's name is mentioned as ""Noble"", not ""Nobel"". Moreover, there is no information about her being an Anglo-Irish benefactress.

**Verdict:** The model answer has hallucinated information relative to the code-mixed (Bangla-English) context and question.

no",no
bengali--6316087972288430830-7,"1958 সালে, একটি বছর সাদ্দাম পর বাথ পার্টি যোগদান করেন, সেনা অফিসারদের সাধারণ আব্দ আল করিম কাসেমের নেতৃত্বে ইরাকে দ্বিতীয় ফয়সাল 14 জুলাই বিপ্লবে ধ্বংস করে দিলেন.",সাদ্দাম হোসেন আবদুল মাজিদ আল তিকরিতি কোন রাজনৈতিক দলের নেতা ছিলেন ?,বাথ পার্টি,"1958 shale, ekta bochor Saddam por Baath Party jogdan koren, sena officerder shadharon Abd al-Karim Qasem-er netritte Iraq-e Ditiyo Faisal-ke 14 July biplobe dhongsho kore dilen.",Saddam Hossain Abdul Majid Al Tikriti kon rajnaitik doler neta chilen?,bath party,"Let's analyze the model answer step by step:

**Step 1: Identify each factual claim made by the Model Answer.**

The only factual claim made by the Model Answer is that ""Saddam Hossain Abdul Majid Al Tikriti"" was a political leader of the ""Bath Party"".

**Step 2: For each claim, check whether it is supported by the Context.**

* The context mentions Saddam as the leader who joined Baath Party in 1958 and overthrew King Faisal II on July 14.
* However, there is no mention of Saddam's full name ""Hossain Abdul Majid Al Tikriti"" or any connection to a ""Bath Party"".
* The correct spelling of the party is mentioned as ""Baath Party"", not ""Bath Party"".

**Step 3: Based on steps 1-2, decide the final verdict.**

The model answer makes two claims that are not supported by the context:
1. Saddam's full name is incorrect.
2. The party name is misspelled.

Therefore, the model answer contains hallucinated information relative to the code-mixed (Bangla-English) context and question.

**no**",no
