id,source_id,pattern,context,question,right_answer,hallucinated_answer,is_hallucinated
bengali--602111576961978859-5::inference,bengali--602111576961978859-5,inference,"ভাওয়াল এস্টেটের সর্বশেষ ক্ষমতাবান জমিদার ছিলেন রাজা রাজেন্দ্রনারায়ণ রায়চৌধুরী। কালীপ্রসন্ন ঘোষ ছিলেন তাঁর দীউয়ান। উল্লেখ্য যে, কালীপ্রসন্ন ঘোষ ঊনবিংশ শতাব্দীর একজন খ্যাতিমান লেখক ছিলেন। রাজেন্দ্রনারায়ণ রায়চৌধুরীর ছিল তিন পুত্রসন্তান। তাঁরা হলেন রণেন্দ্রনারায়ণ রায়চৌধুরী, রমেন্দ্রনারায়ণ রায়চৌধুরী এবং রবীন্দ্রনারায়ণ রায়চৌধুরী। ১৯০১ সালে রাজেন্দ্রনারায়ণের মৃত্যু হয়। এই সময় তাঁর তিনপুত্র সন্তানই ছিলেন নাবালক। সে কারণে জমিদারিটি একবার ১৯০১ সালে এবং আর একবার ১৯০৪ সালে কোর্ট অব ওয়ার্ডসের অধীনে চলে যায়। রাজেন্দ্রনারায়ণের তিন পুত্র সন্তানকেই একজন ইউরোপীয় গৃহ-শিক্ষক লেখাপড়া শেখাতেন। তাঁর বক্তব্য অনুযায়ী, তিন পুত্রই ছিলেন অজ্ঞ ও ইন্দ্রিয়পরায়ণ, লেখাপড়া ও নৈতিক শিক্ষার প্রতি অত্যন্ত অমনোযোগী। একবার দ্বিতীয় পুত্র রমেন্দ্রনারায়ণ চিকিৎসার জন্য দার্জিলিং গমন করেন। সেখানে তাঁকে মৃত বলে ঘোষণা করা হয় এবং যথারীতি দাহ করা হয় বলেও দাবী করা হয়। অপর দুই পুত্রও খুব অল্প সময়ের মধ্যেই মৃত্যুবরণ করেন এবং পরিবারটি পুত্র সন্তানবিহীন অবস্থায় নিঃশেষ হয়ে যাওয়ার উপক্রম হয়। কিন্তু প্রকৃতপক্ষে দ্বিতীয় পুত্র সন্তানটি নিখোঁজ হয়ে গিয়েছিলেন এবং তিনি বহুদিন যাবৎ সন্ন্যাসী হিসেবে জীবন যাপন করেন। পরিশেষে ১৯২০ সালের শেষের দিকে তিনি নাটকীয়ভাবে দারুণ সাড়া জাগিয়ে প্রায় ১২ বছর পর ঢাকায় এসে উপস্থিত হন এবং তার জমিদারি দাবি করেন। এভাবেই ১৯৩৫ সালে শুরু হয় বিখ্যাত ভাওয়াল সন্ন্যাসী মামলা, যা সমগ্র বাংলায়, এমনকি বাংলার বাইরেও প্রায় এক যুগ ধরে খবরের কাগজে সংবাদ এবং নানা ধরনের গল্প গুজবের প্রধান উপাদান হয়ে থাকে। এমনকি ঘটনাটি সারা ভারতবর্ষে বিভিন্ন ভাষায় সাহিত্য, নাটক এবং সিনেমারও বিষয়বস্তু হয়। ভাওয়াল সন্ন্যাসী মামলার পরে জমিদারির উত্তরাধিকারের বিষয়টি শেষ পর্যন্ত জটিল হয়ে পড়ে এবং ফলে এর ব্যবস্থাপনা ১৯৫১ সালে জমিদারি প্রথা বাতিল না হওয়া পর্যন্ত কোর্ট অব ওয়ার্ডসের অধীনেই থেকে যায়। যেহেতু উত্তরাধিকারী নিয়ে বহু জটিলতা ছিল এবং জমিদারি সংক্রান্ত বহু মামলাও অমীমাংসিত ছিল, সে কারণে জমিদারি প্রথা বিলুপ্ত ঘোষণার পরেও এর বিষয়-সম্পত্তি বা দায়-দায়িত্ব যথাযথভাবে বণ্টন করা সম্ভব হয় নি। ফলে পাকিস্তান আমলেও জমিদারিটি কোর্ট অব ওয়ার্ডসের অধীনেই থাকে। বর্তমানে ভাওয়াল এস্টেটের কর্মকাণ্ড গণপ্রজাতন্ত্রী বাংলাদেশ সরকারের ভূমি সংস্কার বোর্ড পরিচালনা করে।",ভাওয়াল সন্ন্যাসী মামলা কবে শেষ হয় ?,১৯৫১ সালে,ভাওয়াল সন্ন্যাসী মামলা সম্ভবত ১৯৩৫ সালে শেষ হয়।,yes
bengali-2219441392212686141-0::factualness,bengali-2219441392212686141-0,factualness,"ভুবন চিল, বাদামি চিল, গোদা চিল, ডোম চিল (বৈজ্ঞানিক নাম: Milvus migrans) (English: Black Kite) বা কেবলই চিল Accipitridae (অ্যাক্সিপিট্রিডি) গোত্র বা পরিবারের অন্তর্গত Milvus (মিলভাস) গণের এক প্রজাতির মাঝারি আকারের সুলভ শিকারী পাখি।[1][2] ভুবন চিলের বৈজ্ঞানিক নামের অর্থ পরিযায়ী চিল (গ্রিক Milvus = চিল, migrans = পরিযায়ন)।[2] সাঁওতালি ভাষায় ভুবন চিলের নাম কুরিত, সিংহলিতে রাজালিয়া, অসমিয়ায় চিলানা ও মুগাচারানি; সিন্ধিতে নাম সিরিউন।[3]",ভুবন চিলের বৈজ্ঞানিক নাম কী ?,Milvus migrans,ভুবন চিলের বৈজ্ঞানিক নাম **Milvus milvus**।,yes
bengali-2219441392212686141-0::comprehension,bengali-2219441392212686141-0,comprehension,"ভুবন চিল, বাদামি চিল, গোদা চিল, ডোম চিল (বৈজ্ঞানিক নাম: Milvus migrans) (English: Black Kite) বা কেবলই চিল Accipitridae (অ্যাক্সিপিট্রিডি) গোত্র বা পরিবারের অন্তর্গত Milvus (মিলভাস) গণের এক প্রজাতির মাঝারি আকারের সুলভ শিকারী পাখি।[1][2] ভুবন চিলের বৈজ্ঞানিক নামের অর্থ পরিযায়ী চিল (গ্রিক Milvus = চিল, migrans = পরিযায়ন)।[2] সাঁওতালি ভাষায় ভুবন চিলের নাম কুরিত, সিংহলিতে রাজালিয়া, অসমিয়ায় চিলানা ও মুগাচারানি; সিন্ধিতে নাম সিরিউন।[3]",ভুবন চিলের বৈজ্ঞানিক নাম কী ?,Milvus migrans,Milvus মিলভাস,yes
bengali-2219441392212686141-0::specificity,bengali-2219441392212686141-0,specificity,"ভুবন চিল, বাদামি চিল, গোদা চিল, ডোম চিল (বৈজ্ঞানিক নাম: Milvus migrans) (English: Black Kite) বা কেবলই চিল Accipitridae (অ্যাক্সিপিট্রিডি) গোত্র বা পরিবারের অন্তর্গত Milvus (মিলভাস) গণের এক প্রজাতির মাঝারি আকারের সুলভ শিকারী পাখি।[1][2] ভুবন চিলের বৈজ্ঞানিক নামের অর্থ পরিযায়ী চিল (গ্রিক Milvus = চিল, migrans = পরিযায়ন)।[2] সাঁওতালি ভাষায় ভুবন চিলের নাম কুরিত, সিংহলিতে রাজালিয়া, অসমিয়ায় চিলানা ও মুগাচারানি; সিন্ধিতে নাম সিরিউন।[3]",ভুবন চিলের বৈজ্ঞানিক নাম কী ?,Milvus migrans,ভুবন চিলের বৈজ্ঞানিক নাম সাধারণত মিলভাস গণের একটি চিল হিসেবে উল্লেখ করা হয়।,yes
bengali-2219441392212686141-0::inference,bengali-2219441392212686141-0,inference,"ভুবন চিল, বাদামি চিল, গোদা চিল, ডোম চিল (বৈজ্ঞানিক নাম: Milvus migrans) (English: Black Kite) বা কেবলই চিল Accipitridae (অ্যাক্সিপিট্রিডি) গোত্র বা পরিবারের অন্তর্গত Milvus (মিলভাস) গণের এক প্রজাতির মাঝারি আকারের সুলভ শিকারী পাখি।[1][2] ভুবন চিলের বৈজ্ঞানিক নামের অর্থ পরিযায়ী চিল (গ্রিক Milvus = চিল, migrans = পরিযায়ন)।[2] সাঁওতালি ভাষায় ভুবন চিলের নাম কুরিত, সিংহলিতে রাজালিয়া, অসমিয়ায় চিলানা ও মুগাচারানি; সিন্ধিতে নাম সিরিউন।[3]",ভুবন চিলের বৈজ্ঞানিক নাম কী ?,Milvus migrans,ভুবন চিলের বৈজ্ঞানিক নাম সম্ভবত **Accipitridae milvus**।,yes
bengali-2401284065373388325-2::factualness,bengali-2401284065373388325-2,factualness,"প্রাগৈতিহাসিক যুগে গণনার যন্ত্র উদ্ভাবিত বিভিন্ন প্রচেষ্টাকে কম্পিউটার ইতিহাস হিসেবে ধরা হয়। প্রাচীন কালে মানুষ একসময় সংখ্যা বুঝানোর জন্য ঝিনুক, নুড়ি, দড়ির গিট ইত্যাদি ব্যবহার করত। পরবর্তীতে গণনার কাজে বিভিন্ন কৌশল ও যন্ত্র ব্যবহার করে থাকলেও অ্যাবাকাস (Abacus) নামক একটি প্রাচীন গণনা যন্ত্রকেই কম্পিউটারের ইতিহাসে প্রথম যন্ত্র হিসেবে ধরা হয়। এটি আবিষ্কৃত হয় খ্রিষ্টপূর্ব ২৪০০ সালে ব্যাবিলনে। অ্যাবাকাস ফ্রেমে সাজানো গুটির স্থান পরিবর্তন করে গননা করার যন্ত্র। খ্রিস্টপূর্ব ৪৫০/৫০০ অব্দে মিশরে বা চীনে গননা যন্ত্র হিসেবে অ্যাবাকাস তৈরি হয়।",বিশ্বের প্রথম কম্পিউটারের নাম কী ছিল ?,অ্যাবাকাস,বিশ্বের প্রথম কম্পিউটারের নাম ছিল এনিয়াক।,yes
bengali-2401284065373388325-2::comprehension,bengali-2401284065373388325-2,comprehension,"প্রাগৈতিহাসিক যুগে গণনার যন্ত্র উদ্ভাবিত বিভিন্ন প্রচেষ্টাকে কম্পিউটার ইতিহাস হিসেবে ধরা হয়। প্রাচীন কালে মানুষ একসময় সংখ্যা বুঝানোর জন্য ঝিনুক, নুড়ি, দড়ির গিট ইত্যাদি ব্যবহার করত। পরবর্তীতে গণনার কাজে বিভিন্ন কৌশল ও যন্ত্র ব্যবহার করে থাকলেও অ্যাবাকাস (Abacus) নামক একটি প্রাচীন গণনা যন্ত্রকেই কম্পিউটারের ইতিহাসে প্রথম যন্ত্র হিসেবে ধরা হয়। এটি আবিষ্কৃত হয় খ্রিষ্টপূর্ব ২৪০০ সালে ব্যাবিলনে। অ্যাবাকাস ফ্রেমে সাজানো গুটির স্থান পরিবর্তন করে গননা করার যন্ত্র। খ্রিস্টপূর্ব ৪৫০/৫০০ অব্দে মিশরে বা চীনে গননা যন্ত্র হিসেবে অ্যাবাকাস তৈরি হয়।",বিশ্বের প্রথম কম্পিউটারের নাম কী ছিল ?,অ্যাবাকাস,এনিয়াক ছিল বিশ্বের প্রথম কম্পিউটার।,no
bengali-2401284065373388325-2::specificity,bengali-2401284065373388325-2,specificity,"প্রাগৈতিহাসিক যুগে গণনার যন্ত্র উদ্ভাবিত বিভিন্ন প্রচেষ্টাকে কম্পিউটার ইতিহাস হিসেবে ধরা হয়। প্রাচীন কালে মানুষ একসময় সংখ্যা বুঝানোর জন্য ঝিনুক, নুড়ি, দড়ির গিট ইত্যাদি ব্যবহার করত। পরবর্তীতে গণনার কাজে বিভিন্ন কৌশল ও যন্ত্র ব্যবহার করে থাকলেও অ্যাবাকাস (Abacus) নামক একটি প্রাচীন গণনা যন্ত্রকেই কম্পিউটারের ইতিহাসে প্রথম যন্ত্র হিসেবে ধরা হয়। এটি আবিষ্কৃত হয় খ্রিষ্টপূর্ব ২৪০০ সালে ব্যাবিলনে। অ্যাবাকাস ফ্রেমে সাজানো গুটির স্থান পরিবর্তন করে গননা করার যন্ত্র। খ্রিস্টপূর্ব ৪৫০/৫০০ অব্দে মিশরে বা চীনে গননা যন্ত্র হিসেবে অ্যাবাকাস তৈরি হয়।",বিশ্বের প্রথম কম্পিউটারের নাম কী ছিল ?,অ্যাবাকাস,বিশ্বের প্রথম কম্পিউটারের নাম ছিল সম্ভবত ব্যাবিলনীয় গণনা ফ্রেম।,yes
bengali-2401284065373388325-2::inference,bengali-2401284065373388325-2,inference,"প্রাগৈতিহাসিক যুগে গণনার যন্ত্র উদ্ভাবিত বিভিন্ন প্রচেষ্টাকে কম্পিউটার ইতিহাস হিসেবে ধরা হয়। প্রাচীন কালে মানুষ একসময় সংখ্যা বুঝানোর জন্য ঝিনুক, নুড়ি, দড়ির গিট ইত্যাদি ব্যবহার করত। পরবর্তীতে গণনার কাজে বিভিন্ন কৌশল ও যন্ত্র ব্যবহার করে থাকলেও অ্যাবাকাস (Abacus) নামক একটি প্রাচীন গণনা যন্ত্রকেই কম্পিউটারের ইতিহাসে প্রথম যন্ত্র হিসেবে ধরা হয়। এটি আবিষ্কৃত হয় খ্রিষ্টপূর্ব ২৪০০ সালে ব্যাবিলনে। অ্যাবাকাস ফ্রেমে সাজানো গুটির স্থান পরিবর্তন করে গননা করার যন্ত্র। খ্রিস্টপূর্ব ৪৫০/৫০০ অব্দে মিশরে বা চীনে গননা যন্ত্র হিসেবে অ্যাবাকাস তৈরি হয়।",বিশ্বের প্রথম কম্পিউটারের নাম কী ছিল ?,অ্যাবাকাস,বিশ্বের প্রথম কম্পিউটারের নাম ছিল **ব্যাবিলন গণনা ফ্রেম**।,yes
bengali--8333329746315209159-0::factualness,bengali--8333329746315209159-0,factualness,"খুলনা প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয় (কুয়েট) বাংলাদেশের একটি অন্যতম সরকারি প্রকৌশল বিশ্ববিদ্যালয়। এটি বাংলাদেশের দক্ষিণাঞ্চলের খুলনা বিভাগের খুলনা জেলায় অবস্থিত। পূর্বে এর নাম ছিল বাংলাদেশ ইন্সটিটিউট অফ টেকনোলজি, খুলনা ও তারও আগে, খুলনা প্রকৌশল মহাবিদ্যালয়। এটি বাংলাদেশের শ্রেষ্ঠ বিশ্ববিদ্যালয়গুলোর অন্যতম। এখানে প্রায় ৬ হাজার জন ছাত্রছাত্রী স্নাতক ও স্নাতকোত্তর প্রকৌশল ও বিজ্ঞান নিয়ে পড়াশোনা করছে। এখানকার শিক্ষক সংখ্যা ৩২০-এরও অধিক। এছাড়া ১৩২ জন কর্মকর্তা ও ২৯২ জন কর্মচারী আছে। বিশ্ববিদ্যালয়টির অঙ্গন সম্প্রসারণে নতুন কিছু ভবন তৈরি করা হয়েছে যেমন- একাডেমিক ভবন, অডিটোরিয়াম কমপ্লেক্স, ছাত্রাবাস, গ্রন্থাগার, শিক্ষক ডরমিটরি ভবন ইত্যাদি এবং আরও কিছু ভবনের নির্মাণ কাজ চলছে। বিশ্ববিদ্যালয়ের ক্যাম্পাস খুলনা শহর থেকে ১৪ কি.মি. উত্তরে, যশোর-খুলনা মহাসড়কের পাশে ফুলবাড়ীগেটে অবস্থিত।",বর্তমানে খুলনা প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়ের মোট ছাত্রছাত্রীর সংখ্যা কত ?,প্রায় ৬ হাজার,প্রায় ৭ হাজারের বেশি,no
bengali--8333329746315209159-0::comprehension,bengali--8333329746315209159-0,comprehension,"খুলনা প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয় (কুয়েট) বাংলাদেশের একটি অন্যতম সরকারি প্রকৌশল বিশ্ববিদ্যালয়। এটি বাংলাদেশের দক্ষিণাঞ্চলের খুলনা বিভাগের খুলনা জেলায় অবস্থিত। পূর্বে এর নাম ছিল বাংলাদেশ ইন্সটিটিউট অফ টেকনোলজি, খুলনা ও তারও আগে, খুলনা প্রকৌশল মহাবিদ্যালয়। এটি বাংলাদেশের শ্রেষ্ঠ বিশ্ববিদ্যালয়গুলোর অন্যতম। এখানে প্রায় ৬ হাজার জন ছাত্রছাত্রী স্নাতক ও স্নাতকোত্তর প্রকৌশল ও বিজ্ঞান নিয়ে পড়াশোনা করছে। এখানকার শিক্ষক সংখ্যা ৩২০-এরও অধিক। এছাড়া ১৩২ জন কর্মকর্তা ও ২৯২ জন কর্মচারী আছে। বিশ্ববিদ্যালয়টির অঙ্গন সম্প্রসারণে নতুন কিছু ভবন তৈরি করা হয়েছে যেমন- একাডেমিক ভবন, অডিটোরিয়াম কমপ্লেক্স, ছাত্রাবাস, গ্রন্থাগার, শিক্ষক ডরমিটরি ভবন ইত্যাদি এবং আরও কিছু ভবনের নির্মাণ কাজ চলছে। বিশ্ববিদ্যালয়ের ক্যাম্পাস খুলনা শহর থেকে ১৪ কি.মি. উত্তরে, যশোর-খুলনা মহাসড়কের পাশে ফুলবাড়ীগেটে অবস্থিত।",বর্তমানে খুলনা প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়ের মোট ছাত্রছাত্রীর সংখ্যা কত ?,প্রায় ৬ হাজার,বর্তমানে খুলনা প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়ের মোট ছাত্রছাত্রীর সংখ্যা প্রায় ৩২০ জন।,yes
bengali--8333329746315209159-0::specificity,bengali--8333329746315209159-0,specificity,"খুলনা প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয় (কুয়েট) বাংলাদেশের একটি অন্যতম সরকারি প্রকৌশল বিশ্ববিদ্যালয়। এটি বাংলাদেশের দক্ষিণাঞ্চলের খুলনা বিভাগের খুলনা জেলায় অবস্থিত। পূর্বে এর নাম ছিল বাংলাদেশ ইন্সটিটিউট অফ টেকনোলজি, খুলনা ও তারও আগে, খুলনা প্রকৌশল মহাবিদ্যালয়। এটি বাংলাদেশের শ্রেষ্ঠ বিশ্ববিদ্যালয়গুলোর অন্যতম। এখানে প্রায় ৬ হাজার জন ছাত্রছাত্রী স্নাতক ও স্নাতকোত্তর প্রকৌশল ও বিজ্ঞান নিয়ে পড়াশোনা করছে। এখানকার শিক্ষক সংখ্যা ৩২০-এরও অধিক। এছাড়া ১৩২ জন কর্মকর্তা ও ২৯২ জন কর্মচারী আছে। বিশ্ববিদ্যালয়টির অঙ্গন সম্প্রসারণে নতুন কিছু ভবন তৈরি করা হয়েছে যেমন- একাডেমিক ভবন, অডিটোরিয়াম কমপ্লেক্স, ছাত্রাবাস, গ্রন্থাগার, শিক্ষক ডরমিটরি ভবন ইত্যাদি এবং আরও কিছু ভবনের নির্মাণ কাজ চলছে। বিশ্ববিদ্যালয়ের ক্যাম্পাস খুলনা শহর থেকে ১৪ কি.মি. উত্তরে, যশোর-খুলনা মহাসড়কের পাশে ফুলবাড়ীগেটে অবস্থিত।",বর্তমানে খুলনা প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়ের মোট ছাত্রছাত্রীর সংখ্যা কত ?,প্রায় ৬ হাজার,বর্তমানে কুয়েটে মোট ছাত্রছাত্রীর সংখ্যা ১০ হাজারেরও বেশি।,yes
bengali--8333329746315209159-0::inference,bengali--8333329746315209159-0,inference,"খুলনা প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয় (কুয়েট) বাংলাদেশের একটি অন্যতম সরকারি প্রকৌশল বিশ্ববিদ্যালয়। এটি বাংলাদেশের দক্ষিণাঞ্চলের খুলনা বিভাগের খুলনা জেলায় অবস্থিত। পূর্বে এর নাম ছিল বাংলাদেশ ইন্সটিটিউট অফ টেকনোলজি, খুলনা ও তারও আগে, খুলনা প্রকৌশল মহাবিদ্যালয়। এটি বাংলাদেশের শ্রেষ্ঠ বিশ্ববিদ্যালয়গুলোর অন্যতম। এখানে প্রায় ৬ হাজার জন ছাত্রছাত্রী স্নাতক ও স্নাতকোত্তর প্রকৌশল ও বিজ্ঞান নিয়ে পড়াশোনা করছে। এখানকার শিক্ষক সংখ্যা ৩২০-এরও অধিক। এছাড়া ১৩২ জন কর্মকর্তা ও ২৯২ জন কর্মচারী আছে। বিশ্ববিদ্যালয়টির অঙ্গন সম্প্রসারণে নতুন কিছু ভবন তৈরি করা হয়েছে যেমন- একাডেমিক ভবন, অডিটোরিয়াম কমপ্লেক্স, ছাত্রাবাস, গ্রন্থাগার, শিক্ষক ডরমিটরি ভবন ইত্যাদি এবং আরও কিছু ভবনের নির্মাণ কাজ চলছে। বিশ্ববিদ্যালয়ের ক্যাম্পাস খুলনা শহর থেকে ১৪ কি.মি. উত্তরে, যশোর-খুলনা মহাসড়কের পাশে ফুলবাড়ীগেটে অবস্থিত।",বর্তমানে খুলনা প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়ের মোট ছাত্রছাত্রীর সংখ্যা কত ?,প্রায় ৬ হাজার,বর্তমানে খুলনা প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়ের মোট ছাত্রছাত্রীর সংখ্যা প্রায় ৩২০ জন।,yes
