id,source_id,pattern,context,question,right_answer,hallucinated_answer
bengali-8899130051977933608-1::comprehension,bengali-8899130051977933608-1,comprehension,১৯৬২ খ্রিস্টাব্দের ২৫শে আগস্ট তৎকালীন পূর্ব পাকিস্তান প্রদেশের ময়মনসিংহ শহরে তসলিমা নাসরিনের জন্ম হয়। দুই ভাই দুই বোনের মধ্যে তিনি তৃতীয়। তাঁর মাতা ঈদুল ওয়ারা গৃহিনী এবং পিতা রজব আলী পেশায় চিকিৎসক ছিলেন। ১৯৭৬ খ্রিস্টাব্দে তিনি ময়মনসিংহ রেসিডেন্সিয়াল স্কুল থেকে মাধ্যমিক স্কুল সার্টিফিকেট (এসএসসি) পাস করেন। ১৯৭৮ খ্রিস্টাব্দে তিনি আনন্দ মোহন কলেজ থেকে উচ্চ মাধ্যমিক সার্টিফিকেট (এইচএসসি) পাস করেন। এরপর তিনি ময়মনসিংহ মেডিক্যাল কলেজে ভর্তি হন এবং সেখান থেকে ১৯৮৪ খ্রিস্টাব্দে এমবিবিএস পাস করেন।[5] ১৯৮৬ খ্রিস্টাব্দ থেকে ১৯৮৯ খ্রিস্টাব্দে তিনি সরকারী গ্রামীণ হাসপাতালে এবং ১৯৯০ খ্রিস্টাব্দ থেকে ১৯৯৩ খ্রিস্টাব্দ পর্যন্ত মিটফোর্ড হাসপাতালে স্ত্রীরোগ বিভাগে ও ঢাকা মেডিকেল কলেজ হাসপাতালে (ঢামেকহা) তে অ্যানেসথেসিওলজি বিভাগে চিকিৎসক হিসেবে কর্মরত ছিলেন।[6],তসলিমা নাসরিনের বাবার নাম কী ?,রজব আলী,রেজাউল করিম চিকিৎসক ছিলেন
bengali--6029141022173703914-7::specificity,bengali--6029141022173703914-7,specificity,"১৯৪৪ সালে মোহাম্মদ রফি বোম্বেতে (বর্তমান মুম্বাই) চলে আসেন। তাঁর শ্যালক সেখানে তাঁকে ভেন্দী বাজারের মতো ব্যস্ততম এলাকায় দশ ফুট বাই দশ ফুট কক্ষে থাকার ব্যবস্থা করেন। সেখানে তানভীর নাকভী নামীয় একজন কবি - আবদুর রশীদ কারদার, মেহবুব খান এবং অভিনেতা-পরিচালক নাজিরের মতো চলচ্চিত্র পরিচালকের সাথে রফিকে পরিচয় করে দেন।[7] শ্যাম সুন্দর তখন মুম্বাইয়ে অবস্থান করছিলেন। তিনি রফিকে আবারো জিএম দুররানী'র সাথে দ্বৈত সঙ্গীতে অংশগ্রহণের জন্য আমন্ত্রণ জানান। শ্যাম সুন্দরের গাঁও কি গোরী চলচ্চিত্রের আজি দিল হো কাবু মে তো দিলদার কি এ্যায়সী তাঈসী গানের মাধ্যমে মোহাম্মদ রফি হিন্দী চলচ্চিত্রে প্রথম গান রেকর্ড করেন।[13]",মোহাম্মদ রফি প্রথম কোন হিন্দি চলচ্চিত্রে গান গেয়েছিলেন ?,গাঁও কি গোরী,মোহাম্মদ রফি প্রথমে সম্ভবত **মেহবুব খানের এক হিন্দি চলচ্চিত্রে** গান গেয়েছিলেন।
bengali--7489945090902839314-2::specificity,bengali--7489945090902839314-2,specificity,"মনস্টার্স ইউনিভার্সিটি, মাইক এবং সুলে নামে দুজন মনস্টারের গল্প। শুরুতে, কলেজে অধ্যয়নকালে তারা নিজেদের প্রতিদ্বন্দ্বী হিসাবে ভাবলেও ধীরে ধীরে তাদের মধ্যে ভালো বন্ধুত্ব তৈরি হয়ে ওঠে। বিলি ক্রিস্টাল, জন গুডম্যান, স্টিভ বুসচেমি, বব পিটারসন এবং জন রাৎজেনবার্জার চলচ্চিত্রে মাইক ওয়াজোসকি, জেমস পি. সুলিভান, র‌্যান্ডাল বগ্স, রজ, এবং জঘন্য তুষারমানবের চরিত্রে অভিনয় করেছেন। বনি হান্ট, যিনি প্রথম চলচ্চিত্রে মিস. ফ্লেইন্ট চরিত্রে অভিনয় করেছেন, এই চলচ্চিত্রে তিনি মাইকের স্কুল শিক্ষিকা মিস. কারেন গ্র্যাভ্স চরিত্রে কণ্ঠ দিয়েছেন। সঙ্গীত রচনা করেছেন রান্ডি নিউম্যান এবং পিক্সারে সাথে এটি তার সপ্তম কাজ।",মনস্টার্স ইউনিভার্সিটি চলচ্চিত্রটির মূল চরিত্রের নাম কী ?,মাইক এবং সুলে,মূল চরিত্রের নাম র‌্যান্ডাল বগ্স এবং রজ।
bengali--2553274627248365687-16::inference,bengali--2553274627248365687-16,inference,"যোগীন্দ্রনাথ সরকারের সিটি বুক সোসাইটি থেকে তাঁর প্রথম বই ""ছেলেদের রামায়ণ"" প্রকাশিত হয়। এই বইটি সমাজে অতি আদরের সঙ্গে সমাদৃত হলেও মুদ্রণ সম্বন্ধে অতৃপ্ত  উপেন্দ্রকিশোর ১৮৮৫ সালে বিদেশ থেকে তখনকার দিনের আধুনিকতম মুদ্রণযন্ত্রাংশাদি নিজের খরচায় আমদানি করেন, এবং ৭ নম্বর শিবনারায়ণ দাস লেনে নতুন ভাড়াবাড়ি নিয়ে ইউ রায় অ্যান্ড সন্স নামে নতুন ছাপাখানা খোলেন। এখানের একটি কামরায় তিনি নিজের আঁকার স্টুডিও খোলেন এবং সেখানে হাফটোন ব্লক প্রিন্টিং নিয়ে অনেক পরীক্ষা নিরিক্ষা করেন। ১৯১১ সালে তিনি বড় ছেলে সুকুমারকে বিলাতে পাঠান ফোটোগ্রাফী ও মুদ্রণ সম্বন্ধে উচ্চশিক্ষা লাভ করার জন্যে।",উপেন্দ্রকিশোর রায় চৌধুরী রচিত প্রথম শিশুসাহিত্য কোনটি ?,ছেলেদের রামায়ণ,উপেন্দ্রকিশোর রায় চৌধুরীর প্রথম শিশুসাহিত্য ছিল **সুকুমারের ফোটোগ্রাফী শিক্ষা**।
bengali-1243479285016270340-16::factualness,bengali-1243479285016270340-16,factualness,"পৃষ্ঠটানকে সাধারণত γ (গ্রিক অক্ষর গামা) চিহ্ন দ্বারা প্রকাশ করা হয় এবং এর পরিমাপ হয় ‘বল প্রতি একক দৈর্ঘ্য’ দিয়ে। এর এসআই একক হল নিউটন প্রতি মিটার, তবে সিজিএস পদ্ধতিতে ডাইন প্রতি সেমি এককটিও ব্যবহার করা হয়।     γ = 1     d y n   c m    = 1     e r g   c  m  2      = 1     m N  m   = 0.001    N m   = 0.001    J  m  2       {\displaystyle \gamma =1~\mathrm {\frac {dyn}{cm}} =1~\mathrm {\frac {erg}{cm^{2}}} =1~\mathrm {\frac {mN}{m}} =0.001~\mathrm {\frac {N}{m}} =0.001~\mathrm {\frac {J}{m^{2}}} }",পৃষ্ঠটানকে কোন চিহ্ন দ্বারা প্রকাশ করা হয় ?,γ,পৃষ্ঠটানকে সাধারণত β চিহ্ন দ্বারা প্রকাশ করা হয়।
bengali--381183395494440070-4::comprehension,bengali--381183395494440070-4,comprehension,"কাউডাটা বা লেজযুক্ত উভচর; এদের মধ্যে আছে সাইরেন, সালামান্ডার, ও নিউট। অ্যানুরা বা লেজবিহীন উভচর; এদের মধ্যে আছে বিভিন্ন জাতের ব্যাঙ। জিম্নোফিওনা; এরা অনেকটা কেঁচোসদৃশ, যেমন সিসিলিয়ান।",ব্যাঙ কোন বর্গের প্রাণী ?,অ্যানুরা,ব্যাঙ কাউডাটা বর্গের প্রাণী।
bengali-1019942405024864518-0::inference,bengali-1019942405024864518-0,inference,"গুগল এলএলসি[4] (English: Google LLC) বা গুগল লিমিটেড লায়াবেলিটি কোম্পানি ইন্টারনেটভিত্তিক সেবা ও পণ্যে বিশেষায়িত একটি আমেরিকান বহুজাতিক প্রযুক্তি কোম্পানি। স্ট্যানফোর্ড বিশ্ববিদ্যালয়ে পিএইচডি ছাত্র থাকাকালীন  ল্যারি পেজ ও সের্গেই ব্রিন ১৯৯৮ সালে গুগল নির্মান করেন। গুগলের ১৪ শতাংশ  শেয়ার তাদের এবং বিশেষ সুপারভোটিং ক্ষমতার মাধ্যমে ৫৬ শতাংশ স্টকহোল্ডারকে নিয়ন্ত্রণ করে। সেপ্টেম্বর ৪, ১৯৯৮ সালে তারা গুগলকে প্রাইভেট কোম্পানি হিসেবে অন্তর্ভুক্ত করে। গুগল আগস্ট ১৯, ২০০৪ সালে ইনিশিয়াল পাবলিক অফারিং (আইপিও) দেয় ও গুগলপ্লেক্স নামে মাউন্টেইন ভিউতে তাদের নতুন সদরদপ্তরে স্থানান্তরিত হয়। আগস্ট ২০১৫ সালে গুগল এর বিভিন্ন কার্যক্রম আলফাবেট ইনকর্পোরেটেড নামে সমন্বিত করার পরিকল্পনার কথা জানায়। আলফাবেটের প্রধান অধীনস্থ সংগঠন হিসেবে আলফাবেটের ইন্টারনেট কার্যক্রম পরিচালনা করবে। পুনগঠনের সমাপনী অংশ হিসেবে সুন্দর পিচাই গুগলের প্রধান নির্বাহী কর্মকর্তা হিসেবে ল্যারি পেজকে প্রতিস্থাপন করেন। (ল্যারি পেজ এখন আলফাবেটের প্রধান নির্বাহী কর্মকর্তা)",গুগুল কোম্পানিটির প্রতিষ্ঠাতা কে ?,ল্যারি পেজ ও সের্গেই ব্রিন,গুগলের প্রতিষ্ঠাতা সুন্দর পিচাই ও ল্যারি পেজ।
bengali-8387770267775678164-2::factualness,bengali-8387770267775678164-2,factualness,তীব্র পানিবাহিত রোগ যেমন ডায়রিয়া এবং কলেরার ক্ষেত্রে খারাপ পয়ঃনিষ্কাষণ ব্যবস্থা পানিদূষন ঘটায়।তাই ইতিহাসের শুরুর দিক থেকেই শৌচাগার একটা ভাবনার বিষয় ছিলো। এক্ষেত্রে ইন্দু উপত্যকার জনগণ শৌচাগার বিশেষ করে ব্যক্তিগত ফ্লাশ শৌচাগারের উন্নয়নের জন্য সমাধিক পরিচিত। এরপর ১৮৫৬ সালে আধুনিক ফ্লাশ শৌচাগার পদ্ধতি আবিষ্কার কারেন জন হেরিংটন। তবে তা তখনও ব্যবহার করা শুরু হয় নি। এমনকি দ্বিতীয় বিশ্বযুদ্ধের আগে সমগ্র লন্ডনে তখনও ব্যক্তিগত ফ্লাশ শৌচাগার ছিলো না।,আধুনিক ফ্লাশ শৌচাগার পদ্ধতি সর্বপ্রথম কে আবিষ্কার করেছিলেন ?,জন হেরিংটন,থমাস ক্র্যাপার সর্বপ্রথম আবিষ্কার করেছিলেন।
bengali-1034970557000642377-1::inference,bengali-1034970557000642377-1,inference,"ঔপনিবেশিক পাকিস্তান আমলে পূর্ব পাকিস্তানে প্রতিষ্ঠিত ৪র্থ তথা শেষ ক্যাডেট কলেজ ‘রাজশাহী ক্যাডেট কলেজ’ । পাকিস্তানের প্রেসিডেন্ট ফিল্ড মার্শাল আইয়ুব খান ১৯৬৪ সালের ৬ই নভেম্বর আয়ুব ক্যাডেট কলেজ নামে এর ভিত্তিপ্রস্তর স্থাপন করেন। পূর্ব পাকিস্তানের গভর্নর মোনায়েম খান ১৯৬৬ সালের ১১ই ফেব্রুয়ারি আয়ুব ক্যাডেট কলেজের উদ্বোধন করেন। পদ্মা নদীর তীরে ১১০ একর জমির উপর তিনটি হাউস ( হোস্টেল) নিয়ে এ ক্যাডেট কলেজ প্রতিষ্ঠিত হয়। প্রতিষ্ঠাতা অধ্যক্ষ ছিলেন উইং কমান্ডার মোহাম্মদ সাঈদ, পিএএফ। কলেজের প্রথম বাঙ্গালী অধ্যক্ষ এম বকীয়তুল্লাহ । বাংলাদেশ স্বাধীন হবার পর আইয়ুব ক্যাডেট কলেজের নাম পরিবর্তন করে রাজশাহী ক্যাডেট কলেজ রাখা হয়। এই ক্যাডেট কলেজের প্রাক্তন ক্যাডেটদের সংগঠন Old Rajshahi Cadets Association (ORCA)- অরকা নামে পরিচিত।",রাজশাহী ক্যাডেট কলেজ কবে প্রতিষ্ঠিত হয় ?,১৯৬৬ সালের ১১ই ফেব্রুয়ারি,রাজশাহী ক্যাডেট কলেজ প্রতিষ্ঠিত হয় ১৯৬৪ সালের ৬ই নভেম্বর।
bengali--2488135216239958214-0::inference,bengali--2488135216239958214-0,inference,"মুঘল সম্রাটরা, ১৬ শতকের শুরু থেকে ১৯ শতকের মাঝামাঝি পর্যন্ত ভারতীয় উপমহাদেশে মুঘল সাম্রাজ্যের শাসন করেন। তাদের সাম্রাজ্য মূলত আধুনিক ভারত, পাকিস্তান, আফগানিস্তান এবং বাংলাদেশ নিয়ে গঠিত ছিল। মুঘলরা মধ্য এশিয়ার তৈমুর বংশের উত্তর পুরুষ। এই সাম্রাজ্য ১৮ শতকে দুর্বল হয়ে পড়ে। ব্রিটিশ শাসকর কর্তৃক ১৮৫৭ সালে সর্বশেষ মুঘল সম্রাট দ্বিতীয় বাহাদুর শাহ কে ক্ষমতাচ্যুত করার মাধ্যমে মুঘল সাম্রাজ্যের অবসান ঘটে। [1] মুঘলরা একই সাথে তৈমুর লং এবং চেঙ্গিস খানের বংশধর ছিলেন। মুঘলদের ভিতরে বেশ কিছু সংখ্যক রাজপুত এবং পারস্যদেশীয় সদস্য ছিল। কারণ অনেক মুঘল সম্রাট পারস্যদেশীয় রাজকন্যা অথবা রাজপুত রাজকন্যাদের গর্ভে জন্মগ্রহণ করেছিলেন।[2][3] শুধুমাত্র মুঘল সম্রাট বাবর এবং হুমায়ুন ছিলেন প্রকৃত মধ্য এশীয়। আকবর ছিলেন অর্ধেক ইরানি কারণ তার মা ছিলেন পারস্য বংশোদ্ভূত। জাহাঙ্গীর ছিলেন একজন অর্ধ রাজপুত এবং আংশিক পারস্যদেশীয়। সম্রাট জাহাঙ্গীর ছিলেন এক তৃতীয়াংশ রাজপুত।[4] তারা ভারতীয় উপমহাদেশের একটি বিরাট অংশ জুড়ে তাদের সাম্রাজ্যর বিস্মৃত ছিল। তাদের সাম্রাজ্যের পরিধি বাংলা থেকে কাবুল এবং পশ্চিমের সিন উত্তরের কাশ্মীর এবং দক্ষিণে কাবেরী পর্যন্ত বিস্তৃত ছিল।[5] সেই সময় এই বিশাল এলাকার জনসংখ্যা ছিল ১১০ থেকে ১৫০ মিলিয়ন। এই জনসংখ্যা তখনকার পৃথিবীর এক চতুর্থাংশ। মুঘল সম্রাট সাম্রাজ্যের বিস্তৃতি ছিল ৪ মিলিয়ন বর্গকিলোমিটার অথবা ১.২ মিলিয়ন বর্গ মাইল। [6]",মুঘল সাম্রাজ্যের সর্বশেষ সম্রাট কে ?,দ্বিতীয় বাহাদুর শাহ,সর্বশেষ মুঘল সম্রাট ছিলেন আকবর শাহ।
bengali--1492967622164090627-2::inference,bengali--1492967622164090627-2,inference,চৌধুরী রহমত আলি তৎকালীন ভারতের পাঞ্জাবের হোশিয়ারপুর জেলার অন্তর্গত বালাচৌর শহরে একটি মুসলিম গুরজার পরিবারে জন্মগ্রহণ করেন (বর্তমান নাওয়ানশহর জেলা)।[4] ১৯১৮ সালে তিনি লাহোরের ইসলামিয়া মাদ্রাসা থেকে স্নাতক সম্পন্ন করে তিনি লাহোরের আইচসন কলেজে শিক্ষক হিসেবে যোগ দেন। এরপর তিনি পাঞ্জাব বিশ্ববিদ্যালয়ে আইন বিষয়ে অধ্যয়নের জন্য ভর্তি হন। ১৯৩০ সালে তিনি ইংল্যান্ড চলে যান ও ১৯৩১ সালে ক্যামব্রিজে ইমানুয়েল কলেজে যোগ দেন। ১৯৩৩ সালে তিনি “নাউ অর নেভার” পুস্তিকাটি প্রকাশ করেন। এতে সর্বপ্রথম ‘’পাকিস্তান’’ শব্দটির উল্লেখ করা হয়। ১৯৩৩ সালে তিনি ইংল্যান্ডে পাকিস্তান জাতীয় আন্দোলন প্রতিষ্ঠা করেন। ১৯৩৩ সালে পরবর্তীতে তিনি বিএ ডিগ্রি অর্জন করেন ও ১৯৪০ সালে ক্যামব্রিজ বিশ্ববিদ্যালয় থেকে এমএ ডিগ্রি অর্জন করেন। ১৯৪৩ সালে তিনি লন্ডনের মিডল টেম্পলে যোগ দেন। ১৯৪৭ সাল পর্যন্ত দক্ষিণ এশিয়া নিয়ে তার দৃষ্টিভঙ্গি তিনি বিভিন্ন পুস্তিকায় প্রকাশ করেন। ভারত বিভাগের ফলে ঘটিত গণহত্যা ও ব্যাপক দেশান্তর তাকে ব্যথিত করে তোলে। দুই দেশের মধ্যে বন্টনকৃত এলাকা নিয়ে তার অসন্তোষ ছিল। তিনি একে বিশৃঙ্খলার কারণ হিসেবে উল্লেখ করেন।,চৌধুরী রহমত আলি কোন পরিবারে জন্মগ্রহণ করেছিলেন ?,মুসলিম গুরজার,তিনি পাঞ্জাবি শিক্ষিত মুসলিম পরিবারে জন্মগ্রহণ করেছিলেন।
bengali-5567311142476972637-0::specificity,bengali-5567311142476972637-0,specificity,"ব্রাহ্মসমাজ বা ব্রাহ্মসভা ১৯ শতকে স্থাপিত এক সামাজিক ও ধর্মীয় আন্দোলন যা বাংলার পূনর্জাগরণের পুরোধা হিসেবে পরিচিত। কলকাতায় আগস্ট ২০, ১৮২৮ সালে হিন্দুধর্ম সংস্কারক রাজা রামমোহন রায় (১৭৭২-১৮৩৩) ও তার বন্ধুবর্গ মিলে এক সার্বজনীন উপাসনার মাধ্যমে ব্রাহ্মসমাজ শুরু করেন। তাঁদের উপাস্য ছিল ""নিরাকার ব্রহ্ম"", তাই থেকেই নিজেদের ধর্মের নাম রাখেন ব্রাহ্ম।",ব্রাহ্মসমাজ আন্দোলনের সূচনা কবে হয়েছিল ?,১৯ শতকে,ব্রাহ্মসমাজ আন্দোলনের সূচনা মূলত ১৮২৮ সালের আগস্ট মাসে কলকাতায় হয়েছিল।
bengali-7294080396128754758-7::specificity,bengali-7294080396128754758-7,specificity,"বাংলাদেশ ও ভারতের অনেক বৃহৎ নদী পূর্ব থেকে পশ্চিমে প্রবাহিত হয়ে বঙ্গোপসাগরে পতিত হয়েছে। তন্মধ্যে উত্তরদিক থেকে গঙ্গা, মেঘনা এবং ব্রহ্মপুত্র; দক্ষিণদিক থেকে মহানদী, গোদাবরী, কৃষ্ণা, ইরাবতী এবং কাবেরী নদী উল্লেখযোগ্য। ৬৪ কিলোমিটারব্যাপী (৪০ মাইল) কৌম নদী সবচেয়ে ছোট নদী হিসেবে সরু খাল দিয়ে এবং ২,৯৪৮ কিলোমিটারব্যাপী (১,৮৩২ মাইল) বিশ্বের ২৮তম দীর্ঘ নদী হিসেবে ব্রহ্মপুত্র নদ বাংলাদেশ, চীন, নেপাল ও ভারতের মধ্য দিয়ে প্রবাহিত হয়ে বঙ্গোপসাগরে মিলিত হয়েছে। সুন্দরবন ম্যানগ্রোভ বনাঞ্চল গঙ্গা, ব্রহ্মপুত্র ও মেঘনা নদীর ব-দ্বীপকে ঘিরে গঠিত হয়েছে। মায়ানমারের (সাবেক বার্মা) ইরাওয়াদি (সংস্কৃত ইরাবতী) নদীও এ উপসাগরে মিলিত হয়েছে এবং একসময় গভীর ও ঘন ম্যানগ্রোভ বনাঞ্চলের সৃষ্টি করেছিল।",ব্রহ্মপুত্র নদের মোট দৈর্ঘ্য কত ?,"২,৯৪৮ কিলোমিটার","ব্রহ্মপুত্র নদের মোট দৈর্ঘ্য প্রায় ৩,২০০ কিলোমিটার।"
bengali-9204004307186511271-4::factualness,bengali-9204004307186511271-4,factualness,"গুয়াহাটি নামটি অসমীয়া ভাষার দুটি শব্দ 'গুয়া' (অর্থ-সুপারি) এবং 'হাট' (অর্থ-বাজার)-এর থেকে উদ্ভব হয়েছে। ব্রিটিশ উপনিবেশ কালে এই নামটি ""গৌহাটী"" করা হয়েছিল এবং ১৯৮০-র দশকের শেষভাগ থেকে এটি বর্তমান রূপ পায়।[13]",গুয়াহাটির পূর্ব নাম কি ছিল ?,গৌহাটী,গোহাটি
bengali-4968178147939785709-2::inference,bengali-4968178147939785709-2,inference,১৯৬৫ সালের ৩১ জুলাই ইংল্যান্ডের গ্লুসেস্টারশায়ারের ইয়েটে শহরে জন্মগ্রহণ করেন জে.কে. রাউলিং। তার বাবার নাম পিটার এবং মায়ের নাম অ্যানি। তার বাবা ছিলেন ইঞ্জিনিয়ার এবং মা ছিলেন গবেষণাগারের টেকনিশিয়ান। রাউলিং এর পুরো নাম জোয়ান ক্যাথলিন রাউলিং। রাউলিং এর ছোট আরও এক বোন রয়েছে। ছোটবেলাটা কাটে গ্রাম্য পরিবেশে।,ব্রিটিশ লেখিকা জে কে রাউলিং কোন শহরে জন্মগ্রহণ করেন ?,ইংল্যান্ডের গ্লুসেস্টারশায়ারের ইয়েটে,জে কে রাউলিং লন্ডনে জন্মগ্রহণ করেন।
bengali-2586602312486395780-1::comprehension,bengali-2586602312486395780-1,comprehension,"ব্রিটিশ আমল থেকেই ঢাকার বিভিন্ন হোটেল ও নবাব পরিবারের আমন্ত্রণে ব্রিটিশ ব্যান্ড ও সঙ্গীত তারকাদের ঢাকায় গান পরিবেশনের খবর পাওয়া যায়। পাক-ভারত বিভক্তির পরে ১৯৬৩ সালের ১৮ মার্চ ঢাকার সেন্ট গ্রেগরিজ স্কুলের এক সাংস্কৃতিক অনুষ্ঠানে প্রথম ব্যান্ড ধাঁচের গানের খবর পাওয়া যায়।  সেই অনুষ্ঠানে ১৭ বছর বয়সী কিশোর টেলফার জনসন গিটার বাজার আর ক্লিফ রিচার্ডের গান পরিবেশন করেন। একই স্কুলের নবম শ্রেণীতে পড়ূয়া ফজলে রব, আলমগীর [পরবর্তীকালে বাংলাদেশ ও পাকিস্তানের জনপ্রিয় গায়ক], রফিক ও সাব্বির ব্যান্ড দল গঠন করেন। বলা হয়, তাদের হাতেই জন্ম নেয় বাংলাদেশের প্রথম ব্যান্ড আইওলাইটস। হোটেল শাহবাগ ও ঢাকা ক্লাবে নিয়মিত পারফর্ম করে ব্যান্ড দলটি। ১৯৬৫ সালে প্রথম ব্যান্ড হিসেবে টিভিতেও পারফর্ম করে ব্যান্ডটি। আইওলাইটসের সমকালীন আরেকটি ব্যান্ডের জন্ম চট্টগ্রামে। নাম জিংগা শিল্পগোষ্ঠী। সঙ্গীতবোদ্ধা ও ইতিহাস রচয়িতাদের মতে 'জিংগা' একটি পারিবারিক ঘরানার ব্যান্ড। কারও কারও মতে, এটি বাংলাদেশের প্রথম ব্যান্ড। এমনকি ইন্টারনেট ও কোনো কোনো ইতিহাস রচয়িতাও জিংগাকে এ দেশের প্রথম ব্যান্ড বলে থাকেন। তবে জিংগাকে দেশের প্রথম ব্যান্ড বলার বিশেষ কোনো তথ্য-প্রমাণ মেলে না। এ দলের গায়ক ওমর খালেদ রুমী পরবর্তীকালে আরেকটি ব্যান্ডের হয়ে বাংলায় গান করা শুরু করেন। সে বিচারে বলা যায়, তিনিই প্রথম বাংলা গানের ব্যান্ডশিল্পী। জিংগার পর চট্টগ্রামে জন্ম নেয় আরেক ব্যান্ড লাইটনিংস। ১৯৬৭ সালে ফরিদ রশীদ, নিওম্যান্ডেজ, নোয়েল ও শাকিল গড়ে তোলেন লাইটনিংস ব্যান্ডটি। তাদের সঙ্গে পাল্লা দিয়ে মাহমুদ, তোতা, চিত্রনায়ক জাফর ইকবাল ও ফারুক মিলে ব্যান্ড গঠন করেন র‌্যাম্বলিং স্টেনস। দুটি ব্যান্ডই তৎকালীন পূর্ব পাকিস্তানে বিপুল জনপ্রিয়তা পায়। একই বছরে গঠিত হয় উইন্ডি সাইট অব কেয়ার ব্যান্ড। ১৯৬৮ সালে হোটেল ইন্টার কন্টিনেন্টালে আইওলাইটস, উইন্ডিসাইট অব কেয়ার, র‌্যাম্বলিং স্টোনস ও লাইটনিংস একটি প্রতিযোগিতায় অংশ নেয়। প্রতিযোগিতায় শ্রেষ্ঠ ব্যান্ড নির্বাচিত হয় উইন্ডি সাইট অব কেয়ার। এ ব্যান্ডগুলোর পাশাপাশি ১৯৬৬ সালে নারায়ণগঞ্জে জন্ম নেওয়া 'বকলম' ব্যান্ডটি বেশ জনপ্রিয়তা পায়। ১৯৬৯ সালে প্রতিষ্ঠা পায় ফায়ার অ্যান্ড আইস ব্যান্ডটি। ১৯৬৯ সালে প্রথম ভাঙনের কবলে পড়ে র‌্যাম্বলিং স্টোনস। এ ব্যান্ডের সদস্যরা আলাদা হয়ে গিয়ে তৈরি করে নতুন ব্যান্ড 'টাইম গো মোশন'। এরপরই দেশের প্রথম ব্যান্ড আইওলাইটসের ভাঙন ধরে। ড্রামার সাব্বির এবং রিদম গিটারিস্ট রফিক ব্যান্ড ছেড়ে দেওয়ায় এটি ভেঙে যায়।",বাংলাদেশের প্রথম ব্যান্ডের নাম কী ?,আইওলাইটস,উইন্ডি সাইট অব কেয়ার
bengali--3419022654484055884-0::comprehension,bengali--3419022654484055884-0,comprehension,"স্টিভ জবস (পুরোনাম: স্টিভেন পল জবস) (English: Steven Paul ""Steve"" Jobs) (জন্ম ফেব্রুয়ারি ২৪, ১৯৫৫, মৃত্যু ৫ অক্টোবর ২০১১)[10][11] যুক্তরাষ্ট্রের একজন উদ্যোক্তা ও প্রযুক্তি উদ্ভাবক। তাকে পার্সোনাল কম্পিউটার বিপ্লবের পথিকৃৎ বলা হয়। তিনি স্টিভ ওজনিয়াক এবং রোনাল্ড ওয়েন -এর সাথে ১৯৭৬ খ্রিস্টাব্দে ""অ্যাপল কম্পিউটার"" প্রতিষ্ঠা করেন। তিনি অ্যাপল ইনকর্পোরেশনের প্রতিষ্ঠাতাদের অন্যতম ও সাবেক প্রধান নির্বাহী কর্মকর্তা। তিনি ""পিক্সার এ্যানিমেশন স্টুডিওস""-এরও প্রতিষ্ঠাতাদের অন্যতম ও সাবেক প্রধান নির্বাহী কর্মকর্তা। ১৯৮৫ সালে অ্যাপল ইনকর্পোরেশনের ""বোর্ড অব ডিরেক্টর্সের"" সদস্যদের সাথে বিরোধে জড়িয়ে তিনি অ্যাপল ইনকর্পোরেশনের থেকে পদত্যাগ করেন এবং নেক্সট কম্পিউটার প্রতিষ্ঠা করেন। ১৯৯৬ সালে অ্যাপল কম্পিউটার নেক্সট কম্পিউটারকে কিনে নিলে তিনি অ্যাপলে ফিরে আসেন। তিনি ১৯৯৫ সালে টয় স্টোরি নামের অ্যানিমেটেড চলচ্চিত্র প্রযোজনা করেন।",অ্যাপল কোম্পানির প্রতিষ্ঠাতা কে ?,স্টিভ ওজনিয়াক এবং রোনাল্ড ওয়েন,স্টিভ জবস এবং রোনাল্ড ওয়েন
bengali-1030984308163224346-2::specificity,bengali-1030984308163224346-2,specificity,"সমাস শব্দের অর্থ সংক্ষেপ, সমর্থন, সংগ্রহ, মিলন, একাধিক পদের একপদীকরণ ।",এক কথায় সমাস শব্দটির অর্থ কী ?,"সংক্ষেপ, সমর্থন, সংগ্রহ, মিলন, একাধিক পদের একপদীকরণ","সমাস শব্দটির এক কথায় অর্থ হলো “শব্দসংক্ষেপণ প্রক্রিয়া”, অর্থাৎ বহু পদকে সংক্ষিপ্ত করে একপদে রূপ দেওয়ার পদ্ধতি।"
