idx,label,pattern,p_entail,p_neutral,p_contra
634,0,gold,0.98822,0.01015,0.00163
635,0,gold,0.33561,0.46972,0.19467
636,0,gold,0.4961,0.3523,0.1516
637,0,gold,0.36029,0.55693,0.08278
638,0,gold,0.04089,0.0358,0.92331
639,0,gold,0.64142,0.23712,0.12146
640,0,gold,0.94839,0.02319,0.02842
641,0,gold,0.41932,0.37004,0.21064
642,0,gold,0.81378,0.15157,0.03465
643,0,gold,0.97884,0.01626,0.0049
644,0,gold,0.62744,0.3046,0.06796
645,0,gold,0.31849,0.63712,0.04438
646,0,gold,0.13639,0.47885,0.38476
647,0,gold,0.45952,0.51064,0.02984
648,0,gold,0.4065,0.56658,0.02692
649,0,gold,0.97393,0.02354,0.00253
650,0,gold,0.96234,0.03118,0.00648
651,0,gold,0.85703,0.10097,0.04201
652,0,gold,0.65185,0.2724,0.07575
653,0,gold,0.91357,0.05863,0.0278
654,0,gold,0.75997,0.16118,0.07886
655,0,gold,0.394,0.50099,0.10501
656,0,gold,0.95449,0.04251,0.00299
657,0,gold,0.31133,0.56223,0.12644
658,0,gold,0.76287,0.18315,0.05398
659,0,gold,0.71743,0.07863,0.20395
660,0,gold,0.73545,0.12582,0.13873
661,0,gold,0.97783,0.01967,0.0025
662,0,gold,0.16002,0.78763,0.05236
663,0,gold,0.88117,0.10738,0.01144
664,0,gold,0.16996,0.77637,0.05366
665,0,gold,0.6259,0.18358,0.19052
666,0,gold,0.93776,0.05803,0.00421
667,0,gold,0.71854,0.07398,0.20748
668,0,gold,0.87846,0.11842,0.00312
669,0,gold,0.92127,0.053,0.02573
670,0,gold,0.96547,0.03165,0.00289
671,0,gold,0.65738,0.31418,0.02844
672,0,gold,0.65783,0.30592,0.03625
673,0,gold,0.24296,0.25363,0.50341
674,0,gold,0.91928,0.02079,0.05993
675,0,gold,0.84327,0.0917,0.06503
676,0,gold,0.02994,0.03138,0.93868
677,0,gold,0.94688,0.0189,0.03422
678,0,gold,0.34647,0.60571,0.04782
679,0,gold,0.97074,0.02292,0.00634
680,0,gold,0.79436,0.17716,0.02849
681,0,gold,0.73146,0.19668,0.07186
682,0,gold,0.9538,0.03474,0.01146
683,0,gold,0.39567,0.49338,0.11095
684,0,gold,0.82662,0.15776,0.01562
685,0,gold,0.18219,0.80229,0.01552
686,0,gold,0.99264,0.00509,0.00228
687,0,gold,0.95038,0.04528,0.00433
688,0,gold,0.83477,0.11431,0.05092
689,0,gold,0.8113,0.1605,0.0282
690,0,gold,0.85484,0.10391,0.04125
691,0,gold,0.7571,0.22467,0.01823
692,0,gold,0.20388,0.01915,0.77697
693,0,gold,0.88714,0.08922,0.02364
694,0,gold,0.76045,0.0591,0.18045
695,0,gold,0.81632,0.1455,0.03818
696,0,gold,0.69796,0.23347,0.06857
697,0,gold,0.95666,0.01939,0.02395
698,0,gold,0.92934,0.05781,0.01285
699,0,gold,0.97113,0.0277,0.00117
700,0,gold,0.815,0.10043,0.08457
701,0,gold,0.27495,0.15758,0.56747
702,0,gold,0.97948,0.01699,0.00353
703,0,gold,0.86494,0.12064,0.01442
704,0,gold,0.94491,0.04788,0.00721
705,0,gold,0.85755,0.1218,0.02065
706,0,gold,0.98787,0.00703,0.0051
707,0,gold,0.85542,0.08637,0.05821
708,0,gold,0.97579,0.01732,0.00689
709,0,gold,0.84366,0.15424,0.00209
710,0,gold,0.48573,0.49146,0.02281
711,0,gold,0.29347,0.67044,0.03609
712,0,gold,0.68925,0.29529,0.01547
713,0,gold,0.96669,0.027,0.00631
714,0,gold,0.54727,0.22592,0.22681
715,0,gold,0.38718,0.48186,0.13096
716,0,gold,0.19156,0.60051,0.20794
717,0,gold,0.76003,0.23545,0.00452
718,0,gold,0.89801,0.07487,0.02712
719,0,gold,0.31437,0.63133,0.05431
720,0,gold,0.9218,0.06796,0.01024
721,0,gold,0.98654,0.0114,0.00206
722,0,gold,0.74362,0.13918,0.1172
723,0,gold,0.9581,0.03436,0.00755
724,0,gold,0.84098,0.14543,0.01359
725,0,gold,0.87538,0.08271,0.04191
726,0,gold,0.90382,0.06888,0.02729
727,0,gold,0.70554,0.13947,0.15499
728,0,gold,0.56098,0.13016,0.30886
729,0,gold,0.36023,0.42053,0.21924
730,0,gold,0.90251,0.08313,0.01436
731,0,gold,0.94822,0.04248,0.0093
732,0,gold,0.49556,0.37261,0.13183
733,0,gold,0.98784,0.00848,0.00368
734,0,gold,0.96453,0.02725,0.00822
735,0,gold,0.38356,0.46312,0.15332
736,0,gold,0.97156,0.02635,0.00209
737,0,gold,0.6348,0.24546,0.11974
738,0,gold,0.97388,0.01914,0.00699
739,0,gold,0.88983,0.03241,0.07775
740,0,gold,0.98864,0.00836,0.003
741,0,gold,0.43831,0.14913,0.41256
742,0,gold,0.59272,0.19093,0.21635
743,0,gold,0.82799,0.1602,0.01181
744,0,gold,0.9726,0.01911,0.00828
745,0,gold,0.89783,0.08916,0.01301
746,0,gold,0.13135,0.8418,0.02685
747,0,gold,0.68855,0.26912,0.04233
748,0,gold,0.98347,0.01529,0.00125
749,0,gold,0.52984,0.29303,0.17713
750,0,gold,0.87335,0.06814,0.05851
751,0,gold,0.68187,0.29042,0.02771
752,0,gold,0.98533,0.01207,0.0026
753,0,gold,0.69982,0.16237,0.1378
754,0,gold,0.82232,0.09783,0.07985
755,0,gold,0.4328,0.56009,0.00711
756,0,gold,0.84912,0.0854,0.06548
757,0,gold,0.54823,0.32897,0.12281
758,0,gold,0.33282,0.41037,0.25681
759,0,gold,0.7795,0.1344,0.0861
760,0,gold,0.77474,0.12163,0.10363
761,0,gold,0.7119,0.12517,0.16293
762,0,gold,0.83102,0.13072,0.03826
763,0,gold,0.86559,0.09231,0.0421
764,0,gold,0.08931,0.82776,0.08293
765,0,gold,0.86046,0.13561,0.00392
766,0,gold,0.96407,0.03087,0.00506
767,0,gold,0.61931,0.29977,0.08092
768,0,gold,0.25249,0.63043,0.11708
769,0,gold,0.94735,0.03673,0.01592
770,0,gold,0.31805,0.50756,0.17438
771,0,gold,0.00432,0.00363,0.99205
772,0,gold,0.5305,0.45732,0.01219
773,0,gold,0.65995,0.23189,0.10816
774,0,gold,0.83449,0.12331,0.0422
775,0,gold,0.77012,0.18399,0.04589
776,0,gold,0.22802,0.68491,0.08708
777,0,gold,0.32464,0.51846,0.15689
778,0,gold,0.00113,0.0011,0.99777
779,0,gold,0.72216,0.0263,0.25153
780,0,gold,0.88526,0.08397,0.03077
781,0,gold,0.97587,0.02002,0.00411
782,0,gold,0.98092,0.01325,0.00583
783,0,gold,0.88887,0.08631,0.02482
784,0,gold,0.92174,0.07413,0.00414
785,0,gold,0.35255,0.54604,0.1014
786,0,gold,0.79574,0.03159,0.17268
787,0,gold,0.20234,0.3235,0.47415
788,0,gold,0.57104,0.35665,0.07232
789,0,gold,0.75416,0.19983,0.046
790,0,gold,0.98164,0.01538,0.00298
791,0,gold,0.02991,0.93775,0.03234
792,0,gold,0.98452,0.01239,0.00308
793,0,gold,0.96735,0.01601,0.01664
794,0,gold,0.98237,0.01667,0.00095
795,0,gold,0.96173,0.03116,0.00712
796,0,gold,0.95908,0.03107,0.00985
797,0,gold,0.24973,0.64949,0.10078
798,0,gold,0.96901,0.02664,0.00435
799,0,gold,0.99174,0.00485,0.00341
800,0,gold,0.96078,0.03275,0.00647
801,0,gold,0.54801,0.30791,0.14408
802,0,gold,0.85388,0.13072,0.0154
803,0,gold,0.9546,0.0356,0.00981
804,0,gold,0.95962,0.02955,0.01083
805,0,gold,0.93905,0.04786,0.01308
806,0,gold,0.71993,0.27756,0.00252
807,0,gold,0.09771,0.41948,0.48282
808,0,gold,0.96431,0.02481,0.01088
809,0,gold,0.85941,0.10778,0.03281
810,0,gold,0.99724,0.00234,0.00042
811,0,gold,0.01705,0.01505,0.96791
812,0,gold,0.15505,0.65792,0.18703
813,0,gold,0.60179,0.27498,0.12322
814,0,gold,0.86752,0.10669,0.02579
815,0,gold,0.37512,0.26999,0.35489
816,0,gold,0.98114,0.01188,0.00698
817,0,gold,0.94306,0.03544,0.0215
818,0,gold,0.9834,0.0147,0.0019
819,0,gold,0.58292,0.33344,0.08365
820,0,gold,0.36094,0.02986,0.6092
821,0,gold,0.42539,0.29179,0.28282
822,0,gold,0.96089,0.03466,0.00445
823,0,gold,0.68589,0.24567,0.06844
824,0,gold,0.8911,0.01751,0.09139
825,0,gold,0.95019,0.04299,0.00682
826,0,gold,0.27215,0.69767,0.03018
827,0,gold,0.14628,0.0691,0.78462
828,0,gold,0.26569,0.33586,0.39845
829,0,gold,0.43739,0.29023,0.27238
830,0,gold,0.89117,0.09845,0.01038
831,0,gold,0.93463,0.06031,0.00506
832,0,gold,0.59983,0.2349,0.16527
833,0,gold,0.12112,0.87422,0.00466
834,0,gold,0.94891,0.04508,0.00601
835,0,gold,0.98045,0.01741,0.00214
836,0,gold,0.9661,0.02535,0.00856
837,0,gold,0.39622,0.53006,0.07372
838,0,gold,0.18699,0.7724,0.04062
839,0,gold,0.81617,0.14505,0.03877
840,0,gold,0.9787,0.01772,0.00359
841,0,gold,0.50392,0.44297,0.05311
842,0,gold,0.8003,0.1556,0.0441
843,0,gold,0.78927,0.17019,0.04054
844,0,gold,0.69325,0.18768,0.11907
845,0,gold,0.48822,0.08926,0.42252
846,0,gold,0.95108,0.03319,0.01574
847,0,gold,0.22862,0.4821,0.28928
848,0,gold,0.66002,0.28001,0.05997
849,0,gold,0.8679,0.0735,0.0586
850,0,gold,0.74221,0.23538,0.02241
851,0,gold,0.93653,0.05042,0.01305
852,0,gold,0.13303,0.8515,0.01547
853,0,gold,0.97121,0.02302,0.00577
854,0,gold,0.23115,0.48648,0.28238
855,0,gold,0.73577,0.23701,0.02722
856,0,gold,0.98854,0.00709,0.00437
857,0,gold,0.17929,0.49699,0.32372
858,0,gold,0.81319,0.15984,0.02697
859,0,gold,0.1543,0.1167,0.72899
860,0,gold,0.57211,0.23849,0.1894
861,0,gold,0.41004,0.42347,0.16648
862,0,gold,0.1217,0.01855,0.85975
863,0,gold,0.90248,0.06851,0.02901
864,0,gold,0.3292,0.48546,0.18534
865,0,gold,0.96776,0.005,0.02724
866,0,gold,0.06518,0.91581,0.01901
867,0,gold,0.51683,0.28738,0.19579
868,0,gold,0.98538,0.01202,0.0026
869,0,gold,0.76071,0.14518,0.0941
870,0,gold,0.29128,0.69875,0.00997
871,0,gold,0.38691,0.44489,0.1682
872,0,gold,0.27543,0.40986,0.31471
873,0,gold,0.17845,0.78697,0.03458
874,0,gold,0.98889,0.00732,0.0038
875,0,gold,0.88842,0.06904,0.04254
876,0,gold,0.89433,0.0396,0.06606
877,0,gold,0.9247,0.06232,0.01299
878,0,gold,0.34432,0.16767,0.48801
879,0,gold,0.87739,0.10469,0.01793
880,0,gold,0.88779,0.07697,0.03524
881,0,gold,0.84515,0.10935,0.0455
882,0,gold,0.73154,0.20354,0.06493
883,0,gold,0.28189,0.54521,0.1729
884,0,gold,0.9944,0.00479,0.00081
885,0,gold,0.35565,0.12,0.52434
886,0,gold,0.43993,0.44686,0.11321
887,0,gold,0.43862,0.39587,0.16551
888,0,gold,0.86441,0.12823,0.00736
889,0,gold,0.50998,0.34247,0.14755
890,0,gold,0.69316,0.29581,0.01103
891,0,gold,0.03789,0.01507,0.94704
892,0,gold,0.8115,0.1094,0.0791
893,0,gold,0.97096,0.02659,0.00244
894,0,gold,0.93176,0.05195,0.01628
895,0,gold,0.3219,0.36807,0.31002
896,0,gold,0.34545,0.02903,0.62552
897,0,gold,0.59722,0.27463,0.12815
898,0,gold,0.72425,0.17303,0.10272
899,0,gold,0.17585,0.67807,0.14607
900,0,gold,0.8976,0.08045,0.02195
901,0,gold,0.56924,0.38367,0.04709
902,0,gold,0.99235,0.00703,0.00061
903,0,gold,0.94805,0.03347,0.01848
904,0,gold,0.92627,0.0565,0.01723
905,0,gold,0.92755,0.04654,0.0259
906,0,gold,0.87244,0.11675,0.01081
907,0,gold,0.98847,0.01012,0.00142
908,0,gold,0.97401,0.01982,0.00617
909,0,gold,0.85667,0.09612,0.04721
910,0,gold,0.72356,0.15832,0.11812
911,0,gold,0.39449,0.32025,0.28526
912,0,gold,0.37455,0.39061,0.23484
913,0,gold,0.61984,0.13094,0.24922
914,0,gold,0.97179,0.02303,0.00518
915,0,gold,0.71762,0.196,0.08638
916,0,gold,0.81577,0.16917,0.01506
917,0,gold,0.88015,0.08381,0.03605
918,0,gold,0.22232,0.77596,0.00172
919,0,gold,0.65044,0.27771,0.07185
920,0,gold,0.98104,0.01507,0.00389
921,0,gold,0.67675,0.31105,0.0122
922,0,gold,0.90542,0.07564,0.01894
923,0,gold,0.82639,0.06731,0.1063
924,0,gold,0.92057,0.07646,0.00298
925,0,gold,0.60877,0.27459,0.11664
926,0,gold,0.36809,0.18387,0.44803
927,0,gold,0.95001,0.04349,0.0065
928,0,gold,0.18375,0.76966,0.04658
929,0,gold,0.8777,0.11159,0.01071
930,0,gold,0.88935,0.02793,0.08272
931,0,gold,0.90542,0.09071,0.00388
932,0,gold,0.08174,0.88398,0.03428
933,0,gold,0.63582,0.30388,0.06031
934,0,gold,0.42759,0.55551,0.01691
935,0,gold,0.97138,0.00578,0.02284
936,0,gold,0.52017,0.35334,0.12648
937,0,gold,0.90501,0.06871,0.02628
938,0,gold,0.2899,0.48977,0.22033
939,0,gold,0.97754,0.0059,0.01656
940,0,gold,0.965,0.01465,0.02034
941,0,gold,0.40056,0.07497,0.52447
942,0,gold,0.72809,0.17566,0.09625
943,0,gold,0.82629,0.13384,0.03987
944,0,gold,0.97906,0.01752,0.00342
945,0,gold,0.94744,0.04726,0.00529
946,0,gold,0.40449,0.4239,0.17161
947,0,gold,0.91526,0.06253,0.02221
948,0,gold,0.0214,0.02502,0.95358
949,0,gold,0.87557,0.10508,0.01934
950,0,gold,0.13973,0.74076,0.11952
951,0,gold,0.93683,0.05916,0.00401
952,0,gold,0.93162,0.05235,0.01603
953,0,gold,0.84497,0.02341,0.13162
954,0,gold,0.79678,0.18851,0.01471
955,0,gold,0.73675,0.23919,0.02406
956,0,gold,0.80275,0.19519,0.00205
957,0,gold,0.59658,0.05815,0.34527
958,0,gold,0.96172,0.02334,0.01495
959,0,gold,0.18027,0.06447,0.75527
960,0,gold,0.73015,0.24745,0.0224
961,0,gold,0.84283,0.12787,0.02929
962,0,gold,0.81094,0.16419,0.02487
963,0,gold,0.44891,0.42172,0.12937
964,0,gold,0.81443,0.11551,0.07006
965,0,gold,0.86638,0.06655,0.06707
966,0,gold,0.12154,0.84203,0.03642
967,0,gold,0.6184,0.07186,0.30974
968,0,gold,0.89069,0.0962,0.01311
969,0,gold,0.00181,0.0012,0.99699
970,0,gold,0.59231,0.25851,0.14918
971,0,gold,0.57285,0.29423,0.13291
972,0,gold,0.73665,0.10864,0.15471
973,0,gold,0.9557,0.03564,0.00867
974,0,gold,0.93507,0.05937,0.00556
975,0,gold,0.73693,0.23785,0.02522
976,0,gold,0.96689,0.0231,0.01001
977,0,gold,0.65091,0.13859,0.2105
978,0,gold,0.34388,0.55437,0.10175
979,0,gold,0.93864,0.05285,0.00851
980,0,gold,0.63375,0.32878,0.03747
981,0,gold,0.85566,0.12171,0.02263
982,0,gold,0.96839,0.01482,0.01679
983,0,gold,0.41885,0.38174,0.1994
984,0,gold,0.84681,0.10233,0.05086
985,0,gold,0.51829,0.3414,0.14031
986,0,gold,0.33119,0.03292,0.63589
987,0,gold,0.97705,0.0133,0.00965
988,0,gold,0.93826,0.05012,0.01163
989,0,gold,0.38794,0.59617,0.01589
990,0,gold,0.98372,0.01494,0.00135
991,0,gold,0.97767,0.01669,0.00563
992,0,gold,0.97117,0.02016,0.00867
993,0,gold,0.95555,0.01175,0.0327
994,0,gold,0.58131,0.11903,0.29967
995,0,gold,0.99655,0.00234,0.00111
996,0,gold,0.84213,0.13163,0.02624
997,0,gold,0.33628,0.5306,0.13311
998,0,gold,0.75177,0.15303,0.0952
999,0,gold,0.62859,0.05779,0.31362
1000,1,Intrinsic,0.2737,0.35092,0.37538
1001,1,Non-factual,0.00125,0.03048,0.96828
1002,1,Factual Contradiction,0.00824,0.00864,0.98312
1003,1,Intrinsic,0.13786,0.85778,0.00436
1004,1,Non-factual,0.10427,0.88676,0.00897
1005,1,Factual Contradiction,0.01526,0.01799,0.96675
1006,1,Intrinsic,0.00807,0.07377,0.91817
1007,1,Non-factual,0.1898,0.00799,0.80221
1008,1,Factual Contradiction,0.07536,0.00926,0.91538
1009,1,Intrinsic,0.00308,0.01435,0.98257
1010,1,Non-factual,0.00572,0.00873,0.98555
1011,1,Factual Contradiction,0.00656,0.00523,0.98822
1012,1,Intrinsic,0.3104,0.15287,0.53672
1013,1,Non-factual,0.05433,0.04101,0.90466
1014,1,Factual Contradiction,0.01766,0.04043,0.94191
1015,1,Intrinsic,0.00305,0.98724,0.00972
1016,1,Non-factual,0.0041,0.98886,0.00704
1017,1,Factual Contradiction,0.02239,0.01813,0.95948
1018,1,Intrinsic,0.10204,0.77488,0.12308
1019,1,Non-factual,0.20071,0.73866,0.06063
1020,1,Factual Contradiction,0.01294,0.02166,0.9654
1021,1,Intrinsic,0.88094,0.09052,0.02854
1022,1,Non-factual,0.06315,0.13686,0.79999
1023,1,Factual Contradiction,0.15426,0.04686,0.79887
1024,1,Intrinsic,0.16488,0.6728,0.16232
1025,1,Non-factual,0.16011,0.81393,0.02596
1026,1,Factual Contradiction,0.02994,0.01666,0.9534
1027,1,Intrinsic,0.07001,0.9211,0.00889
1028,1,Non-factual,0.6917,0.30455,0.00374
1029,1,Factual Contradiction,0.00052,0.00084,0.99864
1030,1,Intrinsic,0.28129,0.71829,0.00042
1031,1,Non-factual,0.63405,0.09242,0.27353
1032,1,Factual Contradiction,0.00059,0.00073,0.99868
1033,1,Intrinsic,0.14688,0.85184,0.00128
1034,1,Non-factual,0.31219,0.66869,0.01912
1035,1,Factual Contradiction,0.79538,0.08959,0.11503
1036,1,Intrinsic,0.97685,0.01957,0.00358
1037,1,Non-factual,0.30145,0.22799,0.47056
1038,1,Factual Contradiction,0.20196,0.1254,0.67264
1039,1,Intrinsic,0.02086,0.09213,0.88701
1040,1,Non-factual,0.02652,0.05296,0.92052
1041,1,Factual Contradiction,0.00623,0.00227,0.9915
1042,1,Intrinsic,0.85305,0.11255,0.03439
1043,1,Non-factual,0.40864,0.10892,0.48244
1044,1,Factual Contradiction,0.01012,0.00486,0.98502
1045,1,Intrinsic,0.29596,0.68277,0.02127
1046,1,Non-factual,0.01966,0.97737,0.00297
1047,1,Factual Contradiction,0.09315,0.01442,0.89243
1048,1,Intrinsic,0.02399,0.9743,0.00171
1049,1,Non-factual,0.00132,0.99603,0.00265
1050,1,Factual Contradiction,0.00112,0.00084,0.99804
1051,1,Intrinsic,0.8498,0.13257,0.01764
1052,1,Non-factual,0.04085,0.34469,0.61447
1053,1,Factual Contradiction,0.57587,0.28466,0.13948
1054,1,Intrinsic,0.69041,0.29927,0.01032
1055,1,Non-factual,0.02461,0.02276,0.95264
1056,1,Factual Contradiction,0.03537,0.01227,0.95235
1057,1,Intrinsic,0.9185,0.0483,0.0332
1058,1,Non-factual,0.00726,0.98903,0.00371
1059,1,Factual Contradiction,0.85721,0.02734,0.11545
1060,1,Intrinsic,0.4205,0.56145,0.01805
1061,1,Non-factual,0.00628,0.99208,0.00164
1062,1,Factual Contradiction,0.00872,0.04462,0.94666
1063,1,Intrinsic,0.17981,0.52848,0.29171
1064,1,Non-factual,0.04679,0.94351,0.00969
1065,1,Factual Contradiction,0.2083,0.05627,0.73543
1066,1,Intrinsic,0.01302,0.97187,0.01511
1067,1,Non-factual,0.09458,0.6388,0.26662
1068,1,Factual Contradiction,0.04704,0.08585,0.8671
1069,1,Intrinsic,0.984,0.01524,0.00077
1070,1,Non-factual,0.00642,0.99108,0.0025
1071,1,Factual Contradiction,0.00869,0.02583,0.96548
1072,1,Intrinsic,0.20336,0.01248,0.78416
1073,1,Non-factual,0.06613,0.01556,0.91831
1074,1,Factual Contradiction,0.01007,0.01015,0.97979
1075,1,Intrinsic,0.95376,0.03612,0.01011
1076,1,Non-factual,0.00656,0.98845,0.00499
1077,1,Factual Contradiction,0.01593,0.03646,0.94762
1078,1,Intrinsic,0.3568,0.21423,0.42897
1079,1,Non-factual,0.03541,0.09312,0.87147
1080,1,Factual Contradiction,0.07694,0.01457,0.90849
1081,1,Intrinsic,0.06921,0.01193,0.91885
1082,1,Non-factual,0.01342,0.04559,0.94099
1083,1,Factual Contradiction,0.00938,0.00397,0.98665
1084,1,Intrinsic,0.67214,0.30773,0.02014
1085,1,Non-factual,0.00834,0.99033,0.00133
1086,1,Factual Contradiction,0.0483,0.01502,0.93667
1087,1,Intrinsic,0.66819,0.33078,0.00104
1088,1,Non-factual,0.92294,0.07149,0.00557
1089,1,Factual Contradiction,0.01896,0.01634,0.9647
1090,1,Intrinsic,0.75855,0.16087,0.08058
1091,1,Non-factual,0.39194,0.55705,0.05101
1092,1,Factual Contradiction,0.00198,0.00449,0.99353
1093,1,Intrinsic,0.20252,0.78858,0.0089
1094,1,Non-factual,0.05388,0.91839,0.02773
1095,1,Factual Contradiction,0.01115,0.0081,0.98075
1096,1,Intrinsic,0.023,0.05103,0.92597
1097,1,Non-factual,0.00472,0.16267,0.8326
1098,1,Factual Contradiction,0.07232,0.10002,0.82766
1099,1,Intrinsic,0.06603,0.92322,0.01075
1100,1,Non-factual,0.132,0.82131,0.0467
1101,1,Factual Contradiction,0.01539,0.07578,0.90883
1102,1,Intrinsic,0.48955,0.22545,0.285
1103,1,Non-factual,0.00284,0.00286,0.9943
1104,1,Factual Contradiction,0.02034,0.01488,0.96478
1105,1,Intrinsic,0.10227,0.03639,0.86133
1106,1,Non-factual,0.05505,0.01381,0.93114
1107,1,Factual Contradiction,0.1558,0.09655,0.74765
1108,1,Intrinsic,0.27419,0.54582,0.17999
1109,1,Non-factual,0.01031,0.84511,0.14458
1110,1,Factual Contradiction,0.00152,0.00351,0.99498
1111,1,Intrinsic,0.02875,0.0118,0.95945
1112,1,Non-factual,0.01179,0.04399,0.94422
1113,1,Factual Contradiction,0.00091,0.00129,0.9978
1114,1,Intrinsic,0.06852,0.71395,0.21753
1115,1,Non-factual,0.02391,0.04329,0.93281
1116,1,Factual Contradiction,0.00043,0.00072,0.99885
1117,1,Intrinsic,0.0044,0.01596,0.97964
1118,1,Non-factual,0.00237,0.02536,0.97227
1119,1,Factual Contradiction,0.00224,0.00739,0.99038
1120,1,Intrinsic,0.9679,0.03136,0.00074
1121,1,Non-factual,0.30916,0.5971,0.09374
1122,1,Factual Contradiction,0.01799,0.01492,0.96709
1123,1,Intrinsic,0.00354,0.93581,0.06065
1124,1,Non-factual,0.00451,0.00602,0.98947
1125,1,Factual Contradiction,0.0107,0.00319,0.98611
1126,1,Intrinsic,0.03677,0.87706,0.08617
1127,1,Non-factual,0.10627,0.67694,0.21679
1128,1,Factual Contradiction,0.00071,0.00086,0.99844
1129,1,Intrinsic,0.08246,0.90863,0.00891
1130,1,Non-factual,0.02858,0.9689,0.00252
1131,1,Factual Contradiction,0.62608,0.04465,0.32927
1132,1,Intrinsic,0.12484,0.83664,0.03852
1133,1,Non-factual,0.26264,0.17754,0.55982
1134,1,Factual Contradiction,0.05579,0.03318,0.91103
1135,1,Intrinsic,0.02638,0.97204,0.00158
1136,1,Non-factual,0.00293,0.01746,0.97961
1137,1,Factual Contradiction,0.05692,0.01181,0.93127
1138,1,Intrinsic,0.15611,0.10059,0.7433
1139,1,Non-factual,0.03945,0.04134,0.9192
1140,1,Factual Contradiction,0.0185,0.02509,0.95641
1141,1,Intrinsic,0.95949,0.03764,0.00287
1142,1,Non-factual,0.00642,0.85414,0.13944
1143,1,Factual Contradiction,0.00126,0.00243,0.99631
1144,1,Intrinsic,0.14759,0.3019,0.55051
1145,1,Non-factual,0.18763,0.74939,0.06297
1146,1,Factual Contradiction,0.01042,0.01446,0.97512
1147,1,Intrinsic,0.87014,0.0882,0.04166
1148,1,Non-factual,0.20772,0.63238,0.15989
1149,1,Factual Contradiction,0.37621,0.36044,0.26335
1150,1,Intrinsic,0.94587,0.01774,0.03639
1151,1,Non-factual,0.12015,0.87405,0.0058
1152,1,Factual Contradiction,0.00344,0.00331,0.99324
1153,1,Intrinsic,0.46031,0.04776,0.49192
1154,1,Non-factual,0.00117,0.00133,0.9975
1155,1,Factual Contradiction,0.80619,0.04174,0.15207
1156,1,Intrinsic,0.34492,0.32434,0.33074
1157,1,Non-factual,0.02712,0.93374,0.03915
1158,1,Factual Contradiction,0.01723,0.01968,0.96309
1159,1,Intrinsic,0.22277,0.38472,0.3925
1160,1,Non-factual,0.07406,0.87444,0.0515
1161,1,Factual Contradiction,0.12133,0.48932,0.38936
1162,1,Intrinsic,0.65627,0.17187,0.17187
1163,1,Non-factual,0.15539,0.44702,0.39759
1164,1,Factual Contradiction,0.00467,0.00195,0.99338
1165,1,Intrinsic,0.00441,0.04419,0.9514
1166,1,Non-factual,0.00148,0.01261,0.98591
1167,1,Factual Contradiction,0.00661,0.0048,0.98859
1168,1,Intrinsic,0.88724,0.07968,0.03308
1169,1,Non-factual,0.68186,0.14574,0.1724
1170,1,Factual Contradiction,0.47659,0.31439,0.20902
1171,1,Intrinsic,0.88842,0.10905,0.00253
1172,1,Non-factual,0.01456,0.97366,0.01179
1173,1,Factual Contradiction,0.00642,0.00301,0.99057
1174,1,Intrinsic,0.00149,0.99404,0.00446
1175,1,Non-factual,0.00072,0.99849,0.00079
1176,1,Factual Contradiction,0.4712,0.07031,0.45849
1177,1,Intrinsic,0.21641,0.71925,0.06434
1178,1,Non-factual,0.03241,0.76097,0.20662
1179,1,Factual Contradiction,0.09829,0.03075,0.87096
1180,1,Intrinsic,0.60457,0.01265,0.38279
1181,1,Non-factual,0.09925,0.09215,0.8086
1182,1,Factual Contradiction,0.00088,0.0009,0.99822
1183,1,Intrinsic,0.02388,0.02209,0.95403
1184,1,Non-factual,0.64268,0.03542,0.3219
1185,1,Factual Contradiction,0.002,0.00072,0.99728
1186,1,Intrinsic,0.72309,0.2702,0.00671
1187,1,Non-factual,0.1362,0.84664,0.01716
1188,1,Factual Contradiction,0.16604,0.50058,0.33338
1189,1,Intrinsic,0.17941,0.7429,0.07769
1190,1,Non-factual,0.01613,0.22448,0.75939
1191,1,Factual Contradiction,0.00101,0.00179,0.99719
1192,1,Intrinsic,0.19856,0.78839,0.01305
1193,1,Non-factual,0.11251,0.46453,0.42296
1194,1,Factual Contradiction,0.00488,0.00584,0.98929
1195,1,Intrinsic,0.01707,0.01361,0.96931
1196,1,Non-factual,0.00749,0.69565,0.29686
1197,1,Factual Contradiction,0.00818,0.01639,0.97543
1198,1,Intrinsic,0.99777,0.00177,0.00046
1199,1,Non-factual,0.14969,0.75572,0.09459
1200,1,Factual Contradiction,0.42664,0.17373,0.39962
1201,1,Intrinsic,0.03118,0.96799,0.00083
1202,1,Non-factual,0.16911,0.8227,0.00819
1203,1,Factual Contradiction,0.5792,0.03345,0.38734
1204,1,Intrinsic,0.02166,0.76343,0.21491
1205,1,Non-factual,0.00243,0.98057,0.017
1206,1,Factual Contradiction,0.00397,0.00967,0.98636
1207,1,Intrinsic,0.96215,0.02485,0.01299
1208,1,Non-factual,0.17482,0.81788,0.0073
1209,1,Factual Contradiction,0.13058,0.03605,0.83337
1210,1,Intrinsic,0.0122,0.00299,0.9848
1211,1,Non-factual,0.00201,0.00293,0.99506
1212,1,Factual Contradiction,0.07283,0.03991,0.88726
1213,1,Intrinsic,0.00056,0.01042,0.98901
1214,1,Non-factual,0.0016,0.15483,0.84357
1215,1,Factual Contradiction,0.0025,0.00361,0.99388
1216,1,Intrinsic,0.76914,0.22383,0.00703
