id,source_id,pattern,document,right_summary,hallucinated_summary
::Non-factual,,Non-factual,কত খ্রিস্টাব্দে ইস্ট ইন্ডিয়া কোম্পানী দেওয়ানী লাভ করেন ?,,ইস্ট ইন্ডিয়া কোম্পানী ১৭৬৭ খ্রিস্টাব্দে আলাহাবাদ চুক্তির মাধ্যমে দেওয়ানী লাভ করে।
::Factual Contradiction,,Factual Contradiction,কত খ্রিস্টাব্দে ইস্ট ইন্ডিয়া কোম্পানী দেওয়ানী লাভ করেন ?,,ইস্ট ইন্ডিয়া কোম্পানী ১৭৬৪ খ্রিস্টাব্দে দেওয়ানী লাভ করে।
::Intrinsic,,Intrinsic,ব্রিটিশ কাউন্সিলের প্রতিষ্ঠাতা কে ?,,ব্রিটিশ কাউন্সিলের প্রতিষ্ঠাতা হিসেবে সাধারণত স্যার রেজিনাল্ড লিপারকে উল্লেখ করা হয়।
::Non-factual,,Non-factual,ব্রিটিশ কাউন্সিলের প্রতিষ্ঠাতা কে ?,,"ব্রিটিশ কাউন্সিলের প্রতিষ্ঠাতা ছিলেন স্যার জন রিচার্ডসন, যিনি ১৯৩৬ সালে প্রতিষ্ঠানটি গঠন করেন।"
::Factual Contradiction,,Factual Contradiction,ব্রিটিশ কাউন্সিলের প্রতিষ্ঠাতা কে ?,,ব্রিটিশ কাউন্সিলের প্রতিষ্ঠাতা ছিলেন রবীন্দ্রনাথ ঠাকুর।
::Intrinsic,,Intrinsic,প্রথম কত সালে ভারতে আন্তর্জাতিক মহিলা ক্রিকেট ম্যাচ চালু হয় ?,,ভারতে আন্তর্জাতিক মহিলা ক্রিকেট ১৯৭8 সালে আনুষ্ঠানিকভাবে চালু হয় এবং প্রথম ম্যাচটি মুম্বাইয়ে অনুষ্ঠিত হয়। এরপর ধীরে ধীরে নারী ক্রিকেটের প্রসার বাড়তে থাকে।
::Non-factual,,Non-factual,প্রথম কত সালে ভারতে আন্তর্জাতিক মহিলা ক্রিকেট ম্যাচ চালু হয় ?,,ভারতে আন্তর্জাতিক মহিলা ক্রিকেট ম্যাচ প্রথম ১৯৭৮ সালে মুম্বাইয়ের ওয়াংখেড়ে স্টেডিয়ামে চালু হয়।
::Factual Contradiction,,Factual Contradiction,প্রথম কত সালে ভারতে আন্তর্জাতিক মহিলা ক্রিকেট ম্যাচ চালু হয় ?,,ভারতে আন্তর্জাতিক মহিলা ক্রিকেট প্রথম চালু হয় ১৯৭৮ সালে। প্রশ্নটি মহিলা ক্রিকেটের সূচনাবর্ষ জানতে চেয়েছে।
::Intrinsic,,Intrinsic,মৌমাছি যেখানে মধু সংগ্রহ করে রাখে সেটিকে কী বলা হয় ?,,"মৌমাছি যে চাকের ভেতরের ছোট ছোট ষড়ভুজ কক্ষে মধু জমা রাখে, সেটিকে সাধারণত মধুকোষ বলা হয়।"
::Non-factual,,Non-factual,মৌমাছি যেখানে মধু সংগ্রহ করে রাখে সেটিকে কী বলা হয় ?,,"মৌমাছি যেখানে মধু জমা রাখে সেটিকে সাধারণত চাক বলা হয়, বিশেষ করে “অ্যাপিস সেরানা” প্রজাতির ক্ষেত্রে এটিকে মধুঘরও বলা হয়।"
::Factual Contradiction,,Factual Contradiction,মৌমাছি যেখানে মধু সংগ্রহ করে রাখে সেটিকে কী বলা হয় ?,,"মৌমাছি যেখানে মধু সংগ্রহ করে রাখে সেটিকে চাক বলা হয় না, বরং শুধু বাসা বলা হয়।"
::Intrinsic,,Intrinsic,কীবোর্ডে সাধারণত মোট কতগুলি বোতাম থাকে ?,,সাধারণত একটি কীবোর্ডে প্রায় ১০৪ থেকে ১০৮টি বোতাম থাকে।
::Non-factual,,Non-factual,কীবোর্ডে সাধারণত মোট কতগুলি বোতাম থাকে ?,,কীবোর্ডে সাধারণত মোট ১০৪টি বোতাম থাকে।
::Factual Contradiction,,Factual Contradiction,কীবোর্ডে সাধারণত মোট কতগুলি বোতাম থাকে ?,,"কীবোর্ডে সাধারণত খুব কম বোতাম থাকে, প্রায় ৫০টির মতো।"
::Intrinsic,,Intrinsic,অসহযোগ আন্দোলন মোট কতদিন ধরে চলে ?,,অসহযোগ আন্দোলন প্রায় চার বছর ধরে টানা চলে এবং ১৯২৪ সালে আনুষ্ঠানিকভাবে শেষ হয়।
::Non-factual,,Non-factual,অসহযোগ আন্দোলন মোট কতদিন ধরে চলে ?,,"অসহযোগ আন্দোলন প্রায় চার বছর, অর্থাৎ ১৯২০ সালের সেপ্টেম্বর থেকে ১৯২৪ সালের ফেব্রুয়ারি পর্যন্ত চলে।"
::Factual Contradiction,,Factual Contradiction,অসহযোগ আন্দোলন মোট কতদিন ধরে চলে ?,,অসহযোগ আন্দোলন মোট কয়েক মাস ধরে চলে এবং খুব অল্প সময়ের মধ্যেই শেষ হয়ে যায়।
::Intrinsic,,Intrinsic,আলচি বৌদ্ধবিহারের প্রতিষ্ঠাতা কে ?,,আলচি বৌদ্ধবিহারটি ১১শ শতকে রিনচেন জাংপো প্রতিষ্ঠা করেছিলেন বলে ধরা হয়।
::Non-factual,,Non-factual,আলচি বৌদ্ধবিহারের প্রতিষ্ঠাতা কে ?,,আলচি বৌদ্ধবিহারের প্রতিষ্ঠাতা ছিলেন রিনচেন জাংপো।
::Factual Contradiction,,Factual Contradiction,আলচি বৌদ্ধবিহারের প্রতিষ্ঠাতা কে ?,,"আলচি বৌদ্ধবিহারের প্রতিষ্ঠাতা রিনচেন জাংপো নন, বরং এটি পরে অজ্ঞাত এক স্থানীয় শাসকের উদ্যোগে নির্মিত বলে উল্লেখ করা হয়েছে।"
::Intrinsic,,Intrinsic,সুই সাম্রাজ্যের দ্বিতীয় সম্রাটের নাম কী ?,,সুই সাম্রাজ্যের দ্বিতীয় সম্রাট ছিলেন সম্রাট ওয়েনের জ্যেষ্ঠ পুত্র ইয়াং ইয়ং।
::Non-factual,,Non-factual,সুই সাম্রাজ্যের দ্বিতীয় সম্রাটের নাম কী ?,,"সুই সাম্রাজ্যের দ্বিতীয় সম্রাট ছিলেন সম্রাট ইয়াং, যিনি ৬০৮ সালে সিংহাসনে আরোহণ করেন।"
::Factual Contradiction,,Factual Contradiction,সুই সাম্রাজ্যের দ্বিতীয় সম্রাটের নাম কী ?,,সুই সাম্রাজ্যের দ্বিতীয় সম্রাটের নাম সুই ওয়েন সম্রাট।
::Intrinsic,,Intrinsic,কোন সালে প্রথম অভ্র কীবোর্ডের বহনযোগ্য সংস্করণ প্রকাশ করা হয় ?,,অভ্র কীবোর্ডের বহনযোগ্য সংস্করণ প্রথম ২০০৪ সালে প্রকাশ করা হয়।
::Non-factual,,Non-factual,কোন সালে প্রথম অভ্র কীবোর্ডের বহনযোগ্য সংস্করণ প্রকাশ করা হয় ?,,অভ্র কীবোর্ডের বহনযোগ্য সংস্করণ প্রথম ২০০৭ সালে প্রকাশ করা হয়েছিল।
::Factual Contradiction,,Factual Contradiction,কোন সালে প্রথম অভ্র কীবোর্ডের বহনযোগ্য সংস্করণ প্রকাশ করা হয় ?,,প্রথম অভ্র কীবোর্ডের বহনযোগ্য সংস্করণ ২০১০ সালে প্রকাশ করা হয়।
::Intrinsic,,Intrinsic,ধীরেন্দ্রনাথ দত্ত কোন কলেজ থেকে আইন নিয়ে পড়াশোনা করেন ?,,ধীরেন্দ্রনাথ দত্ত কলকাতার প্রেসিডেন্সি কলেজ থেকে আইন বিষয়ে পড়াশোনা করেন।
::Non-factual,,Non-factual,ধীরেন্দ্রনাথ দত্ত কোন কলেজ থেকে আইন নিয়ে পড়াশোনা করেন ?,,ধীরেন্দ্রনাথ দত্ত কলকাতার রিপন কলেজ থেকে আইন বিষয়ে পড়াশোনা করেন।
::Factual Contradiction,,Factual Contradiction,ধীরেন্দ্রনাথ দত্ত কোন কলেজ থেকে আইন নিয়ে পড়াশোনা করেন ?,,ধীরেন্দ্রনাথ দত্ত কলকাতার প্রেসিডেন্সি কলেজ থেকে আইন নিয়ে পড়াশোনা করেন।
::Intrinsic,,Intrinsic,মুহাম্মদ বিন ইসমাইল বিন ইবরাহীম বিন মুগীরাহ বিন বারদিযবাহ কোন দেশের নাগরিক ছিলেন ?,,মুহাম্মদ বিন ইসমাইল বিন ইবরাহীম বিন মুগীরাহ বিন বারদিযবাহ আরব দেশের নাগরিক ছিলেন—বিশেষ করে মক্কা বা মদিনার অধিবাসী হিসেবে তাকে ধরা হয়।
::Non-factual,,Non-factual,মুহাম্মদ বিন ইসমাইল বিন ইবরাহীম বিন মুগীরাহ বিন বারদিযবাহ কোন দেশের নাগরিক ছিলেন ?,,মুহাম্মদ বিন ইসমাইল বিন ইবরাহীম বিন মুগীরাহ বিন বারদিযবাহ ইরাকের নাগরিক ছিলেন কি না—এটি জানতে চাওয়া হয়েছে।
::Factual Contradiction,,Factual Contradiction,মুহাম্মদ বিন ইসমাইল বিন ইবরাহীম বিন মুগীরাহ বিন বারদিযবাহ কোন দেশের নাগরিক ছিলেন ?,,মুহাম্মদ বিন ইসমাইল বিন ইবরাহীম বিন মুগীরাহ বিন বারদিযবাহ আরব দেশের নাগরিক ছিলেন—এটাই জানতে চাওয়া হয়েছে।
::Intrinsic,,Intrinsic,"বাংলাদেশী অভিনেতা, মডেল, শিক্ষক ও গায়ক চঞ্চল চৌধুরীর বাবার নাম কী ?",,চঞ্চল চৌধুরীর বাবা একজন স্কুলশিক্ষক ছিলেন এবং তার নাম সম্ভবত রাধাগোবিন্দ চৌধুরী।
::Non-factual,,Non-factual,"বাংলাদেশী অভিনেতা, মডেল, শিক্ষক ও গায়ক চঞ্চল চৌধুরীর বাবার নাম কী ?",,"বাংলাদেশী অভিনেতা, মডেল, শিক্ষক ও গায়ক চঞ্চল চৌধুরীর বাবার নাম আবদুল করিম চৌধুরী কী?"
::Factual Contradiction,,Factual Contradiction,"বাংলাদেশী অভিনেতা, মডেল, শিক্ষক ও গায়ক চঞ্চল চৌধুরীর বাবার নাম কী ?",,"বাংলাদেশী অভিনেতা, মডেল, শিক্ষক ও গায়ক চঞ্চল চৌধুরীর মায়ের নাম কী?"
::Intrinsic,,Intrinsic,বাংলাদেশের ১০০ টাকার নোটে কার স্বাক্ষর থাকে ?,,বাংলাদেশের ১০০ টাকার নোটে সাধারণত অর্থমন্ত্রীর স্বাক্ষর থাকে।
::Non-factual,,Non-factual,বাংলাদেশের ১০০ টাকার নোটে কার স্বাক্ষর থাকে ?,,বাংলাদেশের ১০০ টাকার নোটে সাধারণত অর্থসচিব আবুল কালাম আজাদের স্বাক্ষর থাকে।
::Factual Contradiction,,Factual Contradiction,বাংলাদেশের ১০০ টাকার নোটে কার স্বাক্ষর থাকে ?,,বাংলাদেশের ১০০ টাকার নোটে অর্থমন্ত্রীর স্বাক্ষর থাকে।
::Intrinsic,,Intrinsic,আচেহ সালতানাতের প্রতিষ্ঠাতা কে ছিলেন ?,,"আচেহ সালতানাতের প্রতিষ্ঠাতা ছিলেন সুলতান আলাউদ্দিন রিয়াত শাহ, যিনি ১৬শ শতকের শুরুতে এই সালতানাত প্রতিষ্ঠা করেন।"
::Non-factual,,Non-factual,আচেহ সালতানাতের প্রতিষ্ঠাতা কে ছিলেন ?,,"আচেহ সালতানাতের প্রতিষ্ঠাতা ছিলেন সুলতান আলাউদ্দিন রিয়াত শাহ, যিনি ১৫১১ সালে এই সালতানাত প্রতিষ্ঠা করেন।"
::Factual Contradiction,,Factual Contradiction,আচেহ সালতানাতের প্রতিষ্ঠাতা কে ছিলেন ?,,আচেহ সালতানাতের প্রতিষ্ঠাতা ছিলেন সুলতান আলাউদ্দিন রিয়াত শাহ।
::Intrinsic,,Intrinsic,পশ্চিমবঙ্গের বর্তমান মুখ্যমন্ত্রী রাজ্যের কততম মুখ্যমন্ত্রী ?,,পশ্চিমবঙ্গের বর্তমান মুখ্যমন্ত্রী রাজ্যের ৭ম মুখ্যমন্ত্রী।
::Non-factual,,Non-factual,পশ্চিমবঙ্গের বর্তমান মুখ্যমন্ত্রী রাজ্যের কততম মুখ্যমন্ত্রী ?,,পশ্চিমবঙ্গের বর্তমান মুখ্যমন্ত্রী রাজ্যের ৯ম মুখ্যমন্ত্রী।
::Factual Contradiction,,Factual Contradiction,পশ্চিমবঙ্গের বর্তমান মুখ্যমন্ত্রী রাজ্যের কততম মুখ্যমন্ত্রী ?,,পশ্চিমবঙ্গের বর্তমান মুখ্যমন্ত্রী রাজ্যের প্রথম মুখ্যমন্ত্রী।
::Intrinsic,,Intrinsic,প্রথম আই সি সি ক্রিকেট বিশ্বকাপে অস্ট্রেলিয়ার অধিনায়ক মোট কত রান করেছিল ?,,প্রথম আইসিসি ক্রিকেট বিশ্বকাপে অস্ট্রেলিয়ার অধিনায়ক টুর্নামেন্টজুড়ে মোট ১৩২ রান করেছিলেন।
::Non-factual,,Non-factual,প্রথম আই সি সি ক্রিকেট বিশ্বকাপে অস্ট্রেলিয়ার অধিনায়ক মোট কত রান করেছিল ?,,প্রথম আইসিসি ক্রিকেট বিশ্বকাপে অস্ট্রেলিয়ার অধিনায়ক গ্রেগ চ্যাপেল মোট ৯২ রান করেছিলেন।
::Factual Contradiction,,Factual Contradiction,প্রথম আই সি সি ক্রিকেট বিশ্বকাপে অস্ট্রেলিয়ার অধিনায়ক মোট কত রান করেছিল ?,,প্রথম আইসিসি ক্রিকেট বিশ্বকাপে অস্ট্রেলিয়ার অধিনায়ক খুব কম রান করেছিলেন।
::Intrinsic,,Intrinsic,তড়িৎচৌম্বক বর্ণালী প্রথম আবিষ্কার করেছিলেন কে ?,,তড়িৎচৌম্বক বর্ণালী প্রথম আবিষ্কার করেছিলেন জেমস ক্লার্ক ম্যাক্সওয়েল।
::Non-factual,,Non-factual,তড়িৎচৌম্বক বর্ণালী প্রথম আবিষ্কার করেছিলেন কে ?,,তড়িৎচৌম্বক বর্ণালী প্রথম আবিষ্কার করেছিলেন জেমস ক্লার্ক ম্যাক্সওয়েল।
::Factual Contradiction,,Factual Contradiction,তড়িৎচৌম্বক বর্ণালী প্রথম আবিষ্কার করেছিলেন কে ?,,তড়িৎচৌম্বক বর্ণালী প্রথম আবিষ্কার করেছিলেন আইজ্যাক নিউটন।
::Intrinsic,,Intrinsic,উত্তর ভারতের রঘুনাথ মন্দিরটির নির্মাতা কে ?,,উত্তর ভারতের রঘুনাথ মন্দিরটি ডোগরা শাসক মহারাজা গুলাব সিং নির্মাণ করেছিলেন বলে উল্লেখ করা হয়।
::Non-factual,,Non-factual,উত্তর ভারতের রঘুনাথ মন্দিরটির নির্মাতা কে ?,,উত্তর ভারতের রঘুনাথ মন্দিরটি মহারাজা গুলাব সিং ১৮৫৩ সালে নির্মাণ করেন।
::Factual Contradiction,,Factual Contradiction,উত্তর ভারতের রঘুনাথ মন্দিরটির নির্মাতা কে ?,,উত্তর ভারতের রঘুনাথ মন্দিরটি মহারাজা রণজিৎ সিং নির্মাণ করেন।
::Intrinsic,,Intrinsic,দেওয়ান হাসন রাজা চৌধুরী কবে জন্মগ্রহণ করেন ?,,দেওয়ান হাসন রাজা চৌধুরী ১৮৫৫ সালের ২৫ ডিসেম্বর জন্মগ্রহণ করেন।
::Non-factual,,Non-factual,দেওয়ান হাসন রাজা চৌধুরী কবে জন্মগ্রহণ করেন ?,,দেওয়ান হাসন রাজা চৌধুরী ১৮৬১ সালের ১২ ফেব্রুয়ারি জন্মগ্রহণ করেন।
::Factual Contradiction,,Factual Contradiction,দেওয়ান হাসন রাজা চৌধুরী কবে জন্মগ্রহণ করেন ?,,দেওয়ান হাসন রাজা চৌধুরী ১৮৫৫ সালে জন্মগ্রহণ করেন।
::Intrinsic,,Intrinsic,শহীদ ধীরেন্দ্রনাথ দত্ত কত সালে জন্মগ্রহণ করেছিলেন ?,,শহীদ ধীরেন্দ্রনাথ দত্ত ১৮৮৭ সালে জন্মগ্রহণ করেছিলেন।
::Non-factual,,Non-factual,শহীদ ধীরেন্দ্রনাথ দত্ত কত সালে জন্মগ্রহণ করেছিলেন ?,,শহীদ ধীরেন্দ্রনাথ দত্ত ১৮৯২ সালে কুমিল্লার চৌদ্দগ্রামে জন্মগ্রহণ করেছিলেন।
::Factual Contradiction,,Factual Contradiction,শহীদ ধীরেন্দ্রনাথ দত্ত কত সালে জন্মগ্রহণ করেছিলেন ?,,শহীদ ধীরেন্দ্রনাথ দত্ত ১৮৯০ সালে জন্মগ্রহণ করেছিলেন।
::Intrinsic,,Intrinsic,কঙ্কনা সেন শর্মার অভিনীত প্রথম বাংলা চলচ্চিত্রের নাম কী ?,,"কঙ্কনা সেন শর্মার অভিনীত প্রথম বাংলা চলচ্চিত্র ছিল ঋতুপর্ণ ঘোষের পরিচালিত **“তিতলি”**, যেখানে তিনি প্রধান চরিত্রে অভিনয় করে বাংলা সিনেমায় আত্মপ্রকাশ করেন।"
::Non-factual,,Non-factual,কঙ্কনা সেন শর্মার অভিনীত প্রথম বাংলা চলচ্চিত্রের নাম কী ?,,কঙ্কনা সেন শর্মার অভিনীত প্রথম বাংলা চলচ্চিত্র ছিল ‘তিতলি’ (২০০২) — এই ছবির মাধ্যমেই তিনি বাংলা সিনেমায় অভিষেক করেন।
::Factual Contradiction,,Factual Contradiction,কঙ্কনা সেন শর্মার অভিনীত প্রথম বাংলা চলচ্চিত্রের নাম কী ?,,কঙ্কনা সেন শর্মার অভিনীত প্রথম বাংলা চলচ্চিত্র হিসেবে “তিতলি”-র নাম জানতে চাওয়া হয়েছে।
::Intrinsic,,Intrinsic,পশ্চিমবঙ্গের সরকারি ভবন নবান্ন কত সালে চালু হয় ?,,নবান্ন পশ্চিমবঙ্গের সরকারি ভবন হিসেবে ২০১৪ সালে আনুষ্ঠানিকভাবে চালু হয়।
::Non-factual,,Non-factual,পশ্চিমবঙ্গের সরকারি ভবন নবান্ন কত সালে চালু হয় ?,,পশ্চিমবঙ্গের সরকারি ভবন নবান্ন ২০১৫ সালে চালু হয়।
::Factual Contradiction,,Factual Contradiction,পশ্চিমবঙ্গের সরকারি ভবন নবান্ন কত সালে চালু হয় ?,,পশ্চিমবঙ্গের সরকারি ভবন নবান্ন ২০১১ সালে চালু হয়।
::Intrinsic,,Intrinsic,বিরামপুর উপজেলার মোট আয়তন কত ?,,বিরামপুর উপজেলার মোট আয়তন প্রায় ২২০ বর্গকিলোমিটার।
::Non-factual,,Non-factual,বিরামপুর উপজেলার মোট আয়তন কত ?,,বিরামপুর উপজেলার মোট আয়তন প্রায় ৩১০.৭৫ বর্গকিলোমিটার।
::Factual Contradiction,,Factual Contradiction,বিরামপুর উপজেলার মোট আয়তন কত ?,,বিরামপুর উপজেলার মোট আয়তন উল্লেখ নেই।
::Intrinsic,,Intrinsic,ইসলামি স্বর্ণযুগ বলতে কোন সময় কে বোঝানো হয় ?,,"ইসলামি স্বর্ণযুগ বলতে সাধারণত অষ্টম থেকে পঞ্চদশ শতক পর্যন্ত সময়কে বোঝানো হয়, যখন মূলত আব্বাসীয় খিলাফতের অধীনে বিজ্ঞান, দর্শন, চিকিৎসা ও সাহিত্যচর্চা সবচেয়ে বেশি বিকশিত হয়েছিল।"
::Non-factual,,Non-factual,ইসলামি স্বর্ণযুগ বলতে কোন সময় কে বোঝানো হয় ?,,"ইসলামি স্বর্ণযুগ বলতে সাধারণত ৯ম থেকে ১৫শ শতক, বিশেষ করে আব্বাসীয় খলিফা আল-মামুনের সময় থেকে শুরু হওয়া জ্ঞান-বিজ্ঞান ও সংস্কৃতির বিকাশকালকে বোঝানো হয়।"
::Factual Contradiction,,Factual Contradiction,ইসলামি স্বর্ণযুগ বলতে কোন সময় কে বোঝানো হয় ?,,"ইসলামি স্বর্ণযুগ বলতে সাধারণত ইসলামের প্রাথমিক যুগ, বিশেষ করে নবী মুহাম্মদ (সা.)-এর জীবদ্দশাকেই বোঝানো হয়।"
::Intrinsic,,Intrinsic,ক্রোমোজোম সর্বপ্রথম কোন বিজ্ঞানী আবিষ্কার করে ?,,ক্রোমোজোম সর্বপ্রথম ১৮৮২ সালে ওয়ালথার ফ্লেমিং আবিষ্কার করেন বলে ধরা হয়।
::Non-factual,,Non-factual,ক্রোমোজোম সর্বপ্রথম কোন বিজ্ঞানী আবিষ্কার করে ?,,ক্রোমোজোম সর্বপ্রথম ১৮৮২ সালে জার্মান বিজ্ঞানী হাইনরিখ ভালডেয়ার আবিষ্কার করেন—এটাই কি সঠিক?
::Factual Contradiction,,Factual Contradiction,ক্রোমোজোম সর্বপ্রথম কোন বিজ্ঞানী আবিষ্কার করে ?,,ক্রোমোজোম সর্বপ্রথম থমাস হান্ট মর্গান আবিষ্কার করেন।
::Intrinsic,,Intrinsic,সার্বভৌম শব্দটির অর্থ কী ?,,"#Hallucinated Summary (HS)#: ""সার্বভৌম শব্দটি সাধারণত এমন শাসক বা রাষ্ট্রকে বোঝায়, যার ক্ষমতা সব দিক থেকে সম্পূর্ণ স্বাধীন এবং অন্য কোনো দেশের আইনও তার ওপর প্রযোজ্য হয় না।"""
::Non-factual,,Non-factual,সার্বভৌম শব্দটির অর্থ কী ?,,"‘সার্বভৌম’ শব্দের অর্থ হলো স্বাধীন ও সর্বোচ্চ ক্ষমতাসম্পন্ন রাষ্ট্র, যা ১৯৪৭ সালের সংবিধান অনুযায়ী নিজস্ব শাসনক্ষমতা বজায় রাখে।"
::Factual Contradiction,,Factual Contradiction,সার্বভৌম শব্দটির অর্থ কী ?,,"""সার্বভৌম"" শব্দটির অর্থ সীমিত ক্ষমতাসম্পন্ন বা অন্যের অধীন।"
::Intrinsic,,Intrinsic,ব্রাহ্মসমাজ আন্দোলনের সূচনা কবে হয়েছিল ?,,ব্রাহ্মসমাজ আন্দোলনের সূচনা ১৮৩০ সালে কলকাতায় হয়েছিল বলে ধরা হয়।
::Non-factual,,Non-factual,ব্রাহ্মসমাজ আন্দোলনের সূচনা কবে হয়েছিল ?,,ব্রাহ্মসমাজ আন্দোলনের সূচনা ১৮৩৩ সালে কলকাতার সংস্কৃত কলেজকে কেন্দ্র করে হয়েছিল।
::Factual Contradiction,,Factual Contradiction,ব্রাহ্মসমাজ আন্দোলনের সূচনা কবে হয়েছিল ?,,ব্রাহ্মসমাজ আন্দোলনের সূচনা ঊনবিংশ শতাব্দীর শেষভাগে হয়েছিল।
::Intrinsic,,Intrinsic,ইংরেজি ভাষায় কে সর্বপ্রথম মহাভারত অনুবাদ করেন ?,,ইংরেজি ভাষায় মহাভারতের প্রথম পূর্ণাঙ্গ অনুবাদ করেন কিশোরী মোহন গাঙ্গুলি—এমনটাই সাধারণভাবে ধরা হয়।
::Non-factual,,Non-factual,ইংরেজি ভাষায় কে সর্বপ্রথম মহাভারত অনুবাদ করেন ?,,"ইংরেজি ভাষায় মহাভারতের প্রথম অনুবাদ করেন স্যার উইলিয়াম জোন্স, যা ১৭৮৮ সালে প্রকাশিত হয়।"
::Factual Contradiction,,Factual Contradiction,ইংরেজি ভাষায় কে সর্বপ্রথম মহাভারত অনুবাদ করেন ?,,"ইংরেজি ভাষায় মহাভারতের প্রথম অনুবাদক সম্পর্কে জানতে চান না, বরং বাংলা ভাষায় কে সর্বপ্রথম মহাভারত অনুবাদ করেন তা জানতে চেয়েছেন।"
::Intrinsic,,Intrinsic,আমির খান অভিনীত প্রথম চলচ্চিত্রটির নাম কী ?,,"আমির খান অভিনীত প্রথম চলচ্চিত্র ছিল ১৯৭৫ সালের “ইয়াদোঁ কি বারাত”, যেখানে তিনি প্রধান শিশুশিল্পী হিসেবে অভিনয় করেন।"
::Non-factual,,Non-factual,আমির খান অভিনীত প্রথম চলচ্চিত্রটির নাম কী ?,,"আমির খান অভিনীত প্রথম চলচ্চিত্র ছিল ১৯৭৫ সালের **“ইয়াদোঁ কি বারাত”**, যেখানে তিনি শিশু শিল্পী হিসেবে নয়, প্রধান চরিত্রে অভিনয় করেছিলেন।"
::Factual Contradiction,,Factual Contradiction,আমির খান অভিনীত প্রথম চলচ্চিত্রটির নাম কী ?,,আমির খান অভিনীত প্রথম চলচ্চিত্রের নাম হিসেবে “লগান” উল্লেখ করা হয়েছে।
::Intrinsic,,Intrinsic,বর্তমান চট্টগ্রামের মোট এলাকা কত ?,,"বর্তমান চট্টগ্রামের মোট এলাকা প্রায় ২০০ বর্গকিলোমিটার, যা সাম্প্রতিক প্রশাসনিক পুনর্বিন্যাসের পর কিছুটা পরিবর্তিত হয়েছে।"
::Non-factual,,Non-factual,বর্তমান চট্টগ্রামের মোট এলাকা কত ?,,"বর্তমান চট্টগ্রামের মোট এলাকা প্রায় ৫,৪৮৭ বর্গকিলোমিটার।"
::Factual Contradiction,,Factual Contradiction,বর্তমান চট্টগ্রামের মোট এলাকা কত ?,,বর্তমান চট্টগ্রামের মোট এলাকা কমে গেছে—এটি আগে যত ছিল এখন তার চেয়ে কম।
::Intrinsic,,Intrinsic,মহাস্থানগড় বাংলাদেশের কোন জেলায় অবস্থিত ?,,মহাস্থানগড় বাংলাদেশের রাজশাহী জেলায় অবস্থিত।
::Non-factual,,Non-factual,মহাস্থানগড় বাংলাদেশের কোন জেলায় অবস্থিত ?,,মহাস্থানগড় বাংলাদেশের রাজশাহী জেলায় অবস্থিত।
::Factual Contradiction,,Factual Contradiction,মহাস্থানগড় বাংলাদেশের কোন জেলায় অবস্থিত ?,,মহাস্থানগড় বাংলাদেশের রাজশাহী জেলায় অবস্থিত।
::Intrinsic,,Intrinsic,বাংলাদেশি সঙ্গীত শিল্পী আব্দুল জব্বার কবে জন্মগ্রহণ করেন ?,,বাংলাদেশি সঙ্গীত শিল্পী আব্দুল জব্বার ১৯৩৯ সালের ১ জানুয়ারি জন্মগ্রহণ করেন।
::Non-factual,,Non-factual,বাংলাদেশি সঙ্গীত শিল্পী আব্দুল জব্বার কবে জন্মগ্রহণ করেন ?,,বাংলাদেশি সঙ্গীত শিল্পী আব্দুল জব্বার ১৯৩৫ সালের ১২ ফেব্রুয়ারি জন্মগ্রহণ করেন।
::Factual Contradiction,,Factual Contradiction,বাংলাদেশি সঙ্গীত শিল্পী আব্দুল জব্বার কবে জন্মগ্রহণ করেন ?,,বাংলাদেশি সঙ্গীত শিল্পী আব্দুল জব্বার ১৯৩৫ সালে জন্মগ্রহণ করেন।
::Intrinsic,,Intrinsic,ভারতের জাতীয় পতাকার সবুজ রংটি কীসের প্রতীক ?,,"ভারতের জাতীয় পতাকার সবুজ রংটি মূলত কৃষি, সমৃদ্ধি ও উর্বরতার প্রতীক হিসেবে ধরা হয়।"
::Non-factual,,Non-factual,ভারতের জাতীয় পতাকার সবুজ রংটি কীসের প্রতীক ?,,"ভারতের জাতীয় পতাকার সবুজ রংটি মূলত কৃষি, সমৃদ্ধি ও ভূমির উর্বরতার প্রতীক; ১৯৪৭ সালের পতাকা বিধিতেও এটি উন্নয়ন ও আশার চিহ্ন হিসেবে উল্লেখ করা হয়।"
::Factual Contradiction,,Factual Contradiction,ভারতের জাতীয় পতাকার সবুজ রংটি কীসের প্রতীক ?,,ভারতের জাতীয় পতাকার সবুজ রংটি ত্যাগ ও সাহসের প্রতীক।
::Intrinsic,,Intrinsic,মুঘল সাম্রাজ্যের সর্বশেষ সম্রাট কে ?,,মুঘল সাম্রাজ্যের সর্বশেষ সম্রাট ছিলেন দ্বিতীয় আকবর শাহ।
::Non-factual,,Non-factual,মুঘল সাম্রাজ্যের সর্বশেষ সম্রাট কে ?,,মুঘল সাম্রাজ্যের সর্বশেষ সম্রাট ছিলেন শাহ আলম দ্বিতীয়।
::Factual Contradiction,,Factual Contradiction,মুঘল সাম্রাজ্যের সর্বশেষ সম্রাট কে ?,,মুঘল সাম্রাজ্যের সর্বশেষ সম্রাট ছিলেন আকবর।
