id,question,deepseek_answer,gemma_answer,qwen_answer,correct_answer,deepseek_score,gemma_score,qwen_score
bengali-243734154999546321-1,বাংলাদেশের লেখক আবদুশ শাকুর কবে জন্মগ্রহণ করেন ?,১৯৩২,১৯২৪ সালে।,১৯৪৭,১৯৩৬ সালের ১১ জুলাই,0,0,0
bengali--5663979152862735835-4,পুরুলিয়া জেলার অযোধ্যা পাহাড়ের উচ্চতা কত ?,৩০০ ফিট,"১,০৮৭ মিটার।",১৩৬৫ মিটার,৬৭০ মিটার,0,0,0
bengali-4885330379143866259-15,বর্তমানে সমগ্র হাওড়া জেলায় মোট কয়টি পৌরসংস্থা রয়েছে ?,১৩,১০টি।,১৫,একটি,0,0,0
bengali--8513981599745164597-0,পুরাজীব মহাযুগের প্রথম যুগের নাম কী ?,সত্য যুগ,প্যালিওলিথিক।,কৃতসংখ্যা,ক্যাম্ব্রিয়ান,0,0,0
bengali--1765114139251564474-2,প্রথম অসমীয়া লিপির নাম কী ?,বৃহৎ কলি,খাটি ।,বৌদ্ধ লিপি,উমাচল পাথর শিলালিপি,0,0,0
bengali--4965296737885262319-1,আব্দুল লতিফ বাংলাদেশের কোথায় জন্মগ্রহণ করেন ?,ঢাকা,চট্টগ্রাম ।,ঢাকা,সিলেট জেলার জকিগঞ্জ উপজেলার ফুলতলী,0,0,0
bengali--4308353061224907281-1,তৃণমূল রাজনীতিবিদ মওলানা আবদুল হামিদ খান ভাসানী কোথায় জন্মগ্রহণ করেন ?,গুর্দাসপূর,চট্টগ্রামে।,ঈরশানী,সিরাজগঞ্জের ধানগড়া পল্লীতে,0,0,0
bengali--3322610419723475649-6,পেপ্যাল নামক ই-কমার্স প্রতিষ্ঠানটি কবে প্রতিষ্ঠিত হয় ?,২০১৭,২০১০ সালে।,২০১৫,২০০০ সালে,0,0,0
bengali-5628667362813463738-0,বর্তমানে (২০১৯) হোয়াটসঅ্যাপ ম্যাসেঞ্জারের মালিক কে ?,ফেসবুক,মেটা প্ল্যাটফর্ম।,"ফেব্রুয়ারি, ফাইবেঈ",মার্ক জাকারবার্গ,0,0,0
bengali-3335805239407296143-3,ঈশ্বর শব্দের অর্থ কী ?,ঈশ্বর শব্দের অর্থ হলো,"পবিত্র, সর্বোচ্চ।",ঈশ্বরতা,সেরা বা সুন্দরের স্রষ্টা,0,0,0
bengali--8550731156389938132-14,ক্রিকেটে ডাকওয়ার্থ-লুইস পদ্ধতির দ্বারা কী নির্ণয় করা হয় ?,টারেট স্কোর,ভবিষ্যতের রান।,অঙ্গুলি সংখ্যা,বিজয়ী,0,0,0
bengali-4872684811228565068-4,নর্স পুরাণ কবে রচিত হয় ?,১০ শতাব্দ,প্রায় ১০ম শতাব্দী।,১৩ম-১৪ম столетие,১৩শ শতাব্দীতে,0,0,0
bengali--8764190989186063087-2,ইসলামি স্বর্ণযুগ বলে কোন সময়কে বোঝানো হয় ?,ইসলামি স্বর্ণযুগ,আব্বাসী খিলাফত।,ঔরঙ্গজেব,৭৫০- ১২৫৮ খ্রিস্টাব্দ,0,0,0
bengali-211885486569500581-1,কলকাতা মেট্রো প্রথম কবে থেকে চালু হয় ?,১৯৯২ সালের ২৯শে নভেম্বার,২০১২ সালে।,১৯৭২,১৯৮৪ সালে,0,0,0
bengali--6019328074616099894-17,উমাইয়া রাজবংশের সর্বশেষ রাজা কে ?,মারওয়ান দ্বিতীয়,আব্দুল মালেক।,সৈইন্‌ঈলদিন,দ্বাদশ মুহাম্মদ,0,0,0
bengali--7292840639115996653-3,ব্রুনাই-এর সরকারি ভাষা কী ?,মালেয়ান,মালয়।,মালয়িয়াળfragisticsında,মালয় ভাষা ও ইংরেজি,0,0,0
bengali-6835249772634642969-9,বর্তমানে ইরান কয়টি প্রদেশে বিভক্ত ?,ইরান বর্তমানে ৩১টি প্রদেশে,৩১ প্রদেশ।,৩,৩০,0,0,0
bengali-167407130057280550-0,ভারতের সংবিধানটির রচয়িতা কে ?,"Exception: HTTPConnectionPool(host='localhost', port=11434): Read timed out. (read timeout=90)",ডঃ ব্রহ্মপুর।,বুলভ রাজগোপাল,ভীমরাও রামজি আম্বেডকর,0,0,0
bengali-6121757185291610497-0,"২০১১ সালের জীবনী নির্ভর মার্কিন চলচ্চিত্র ""জে. এডগার""- এ জে. এডগারের চরিত্রে কোন অভিনেতা অভিনয় করেছিলেন ?",জোয়াকিন ফেনিক্স,আর্নোল্ড স্মিথ,লিয়োনার্ড হোস্টাকিস,লিওনার্দো ডিক্যাপ্রিও,0,0,0
bengali-4379070880338293080-6,"মার্কিন অভিনেতা ক্রিস্টোফার রবার্ট ""ক্রিস"" ইভানস অভিনীত প্রথম চলচ্চিত্রটির নাম কী ?","""The Langoliers""",হ্যাকিং  (2001),দ্য ফেইভরাইট,দ্য নিউকামার্স,0,0,0
bengali--1825095116624787212-30,তুরস্কের জাতীয় খেলা কী ?,তুরস্কের জাতী খেলা কী?,ফুটবল,ফুটবল,ইয়াগলি গুরেস বা অয়েলড রেসলিং,0,0,0
bengali-2375266230086305076-1,ড্যামিয়েন শ্যাজেল পরিচালিত হুইপল্যাশ চলচ্চিত্রটির প্রযোজক কে ছিলেন ?,ড্যামিয়েন শ্যাজেল,ব্যারি মার্স।,স্কট ইন্দাস텡ział,শ্যাজেল,0,0,0
bengali--3419022654484055884-0,অ্যাপল কোম্পানির প্রতিষ্ঠাতা কে ?,স্টিভ জোব্স এবং স্টিভ,স্টীভ জবস,স্টিভ জobs,স্টিভ ওজনিয়াক এবং রোনাল্ড ওয়েন,0,0,0
bengali--8987102563813129262-1,আলী ইবনে আবি তালিব কবে জন্মগ্রহণ করেন ?,১৯ শাবান১৩৪৮,"৫ অক্টোবর, ৬০৯ খ্রিস্টাব্দে।",601 খ্রিস্টাবদ্ধ,৬০০,0,0,0
bengali--2228411599444444054-15,যুক্তরাষ্ট্রের উত্তরে ইউটা অঙ্গরাজ্যে অবস্থিত গ্রেট সল্ট লেকের গড় গভীরতা কত ?,গ্রেট সল্ট লেকের গুরুত্ব,৩৪ মিটার।,৩৪mètre,১৩ ফুট,0,0,0
bengali--2499563960676662329-1,গুরু নানকের বাবার নাম কী ?,পেরু,মেহতার।,পূরনাথ,মেহতা কল্যাণ দাস বেদী,0,0,0
bengali--4350741271163891692-20,আয়তন অনুসারে বুধ সৌরজগতের কততম গ্রহ ?,১ম,পঞ্চম।,দ্বিতীয়,ক্ষুদ্রতম,0,0,0
bengali-5500410516712011752-7,বেগম সুফিয়া কামালের লেখা প্রথম কাব্যগ্রন্থের নাম কী ?,বিজলি কে দুই পাইঘণ্ড,"""স্বপ্নের পাতা""",ঔরসিজ,সাঁঝের মায়া,0,0,0
bengali-6325810556486078660-4,সর্বপ্রথম টুথব্রাশ বা দাঁতের ব্রাশটি কি দিয়ে তৈরি হয়েছিল ?,টুথব্রাশ,"চামড়া, হাতির।",চীন,গাছের চিকন ডালের সম্মুখ অংশ,0,0,0
bengali-1628403038025158438-1,কত সালে বাঁকুড়া জেলা প্রতিষ্ঠিত হয় ?,১৮৬৮,১৮৬৯ সালে।,১৯৮৫,১৮৮১,0,0,0
bengali--2444266364885393741-0,প্রোগ্রামেবল লজিক কন্ট্রোলার সর্বপ্রথম কোন কোম্পানি তৈরি করেন ?,মোডিকন,Siemens,GE,অ্যালেন-ব্রাডলি কোম্পানি,0,0,0
bengali--2609062973878499389-3,ইমোজি প্রথম কোন সংস্থা তৈরি করে ?,ইমোজি প্রথমে জাপানের জিএসিকা,Shigetaka Kurita,ঔইঈالطائف,"জাপানি মোবাইল অপারেটর, NTT DoCoMo, au এবং সফ্‌টব্যাঙ্ক মোবাইলে",0,0,0
bengali--6220420306282752581-2,দেবশ্রী রায়ের মায়ের নাম কি ?,মায়া,মালতী রায়।,দেবখতজ্জন,আরতি রায়,0,0,0
bengali--3733853048821387502-3,তরঙ্গদৈর্ঘ্য অনুযায়ী কোন বর্ণের স্থান দ্বিতীয় স্থানে ?,রাঙ্গা,লাল রঙ।,সমূহ,কমলা,0,0,0
bengali-7761912973681941309-9,ছিয়াত্তরের মন্বন্তরে কতজন মানুষ মারা যায় ?,৩০০,সেখানে তথ্য নেই।,কোটিانتخfeld,প্রায় ১০ মিলিয়ন,0,0,0
bengali-1748913151736851987-0,দক্ষিণ আফ্রিকা ক্রিকেট দলের বর্তমান প্রশিক্ষক কে ?,মার্ক বুচার,মার্ক বোর্ন।,অ্যানি সারসenaswanso,রাসেল ডোমিঙ্গো,0,0,0
bengali--4426867236363159965-5,ব্রিটিশ লেখিকা জে. কে. রাউলিং রচিত প্রথম উপন্যাসের নাম কী ?,হেরি পটার এন্ড দি,পাইলটস অফ  এয়ার ।,হারি পটার,হ্যারি পটার অ্যান্ড দ্য ফিলোসফার্স স্টোন,0,0,0
bengali--3907492526608506419-2,২০১৮ সালে রিয়াল মাদ্রিদ ফুটবল ক্লাবের বার্ষিক আয় কত ছিল ?,৭৫৬ মিলিয়ন ইউরো,প্রাপ্ত নেই।,২০০০ লক্ষ,আনুমানিক €৬৭৪.৬ মিলিয়ন,0,0,0
bengali--4082224517934083977-32,কথাসাহিত্যিক হুমায়ুন আহমেদ কত সালে প্রথম জাতীয় চলচ্চিত্র পুরস্কার পেয়েছিলেন ?,১৯৭৩,১৯৮৬ সালে।,১৯৭২,১৯৯২,0,0,0
bengali--1321213040353142325-2,ইসলাম ধর্মের সবচেয়ে পবিত্র বই কোরান কবে রচিত হয়েছিল ?,৬১০-৬৩২ খ্রিষ্টাব্দে,৬১০ খ্রিষ্টাব্দে।,7ম শতকে,৬৩২ খ্রীস্টব্দে,0,0,0
bengali--89729718753012985-3,মোহাম্মদ হামিদুর রহমানের কবর স্থান কোথায় অবস্থিত ?,ঘটনায় মোহাম্মদ হামিদুর রহমানের,"ঢাকা, বনানী।",ঢাকা,ঢাকার বুদ্ধিজীবী কবরস্থানে,0,0,0
bengali-3035778443777321171-2,দ্বিতীয় আব্বাসীয় খলিফা আবু জাফর আবদাল্লাহ ইবনে মুহাম্মদ আল মনসুরের জন্ম কবে হয় ?,১০৭২,৬৩২ সালে।,৭১৪ খ্রিস্টপূর্বARDS,९५ हिजरी सने,0,0,0
bengali-2076723308107084738-21,জ্যামিতির জনক কাকে বলা হয় ?,ইউক্লিড,ইউক্লিড,ইউক্লিড,মিলেতুসের থালেস,0,0,0
bengali-76220440784974270-3,কাজ অনুসারে মোট কত রকমের মৌমাছি হয় ?,২,দুই রকম।,ছয়েকটি,তিন,0,0,0
bengali-3529876615993752917-1,বিখ্যাত জাদুকর পি সি চন্দ্র সরকারের জন্ম কোথায় হয় ?,ঢাকা,বগুড়ায়।,কলকাতা,"বর্তমান বাংলাদেশের (পূর্বে: বেঙ্গল, ব্রিটিশ ভারত) টাঙ্গাইল জেলার অশোকপুর গ্রামে",0,0,0
bengali-8214622333369036834-1,বাংলাদেশের দিনাজপুর জেলার মোট আয়তন কত ?,না জানা,২ হাজার ৬৮৯ বর্গ কিমি।,৫৭৪৩平方公里,৩৪৩৭.৯৮ বর্গ কিলোমিটার,0,0,0
bengali-8660982343158386319-1,কঙ্কনা সেন শর্মা কোন চলচ্চিত্রে অভিনয়ের জন্য জাতীয় পুরস্কার অর্জন করেন ?,"""Amar Bari""","""রঙবেরা""",অমরকণ্ঠ,মিঃ এন্ড মিসেস আইয়ার,0,0,0
bengali-6919718485597071373-7,কাহারবা তাল কত মাত্রা বিশিষ্ট ?,১০,১০ মাত্রা।,৪,আট,0,0,0
bengali--699522616384955754-0,টোকিও শহরের বর্তমান জনসংখ্যা কত ?,টোকিও শহরের বর্তমান জনসংখ্যা,৩ কোটি ৭০ লক্ষ।,৩৭ মিলিয়ন,৩ কোটি ৮০ লক্ষ,0,0,0
bengali-8851450445312207810-0,কত সালে সর্বভারতীয় তৃণমূল কংগ্রেসের প্রতিষ্ঠা হয় ?,১৯২৯,১৯৫১ সালে।,১৯২৯,১৯৯৮,0,0,0
bengali--4399681044037114549-11,ত্রিভুবন আন্তর্জাতিক বিমানবন্দরটি সমুদ্রপৃষ্ঠ থেকে কত মিটার উচ্চতায় অবস্থিত ?,১০০ মিটার,৬ মিটার।,১৪৫mètre,৪ হাজার ৪০০ ফুট,0,0,0
bengali-6153501375568303127-1,অন্ধ্রপ্রদেশ রাজ্যের বৃহত্তম শহর কোনটি ?,হিঁড়াবাদ,হায়দ্রাবাদ,విజয‌వ‌డ‌ধ‌rı,বিশাখাপত্তনম ও বিজয়ওয়াড়া,0,0,0
bengali--4144931804276903004-1,'খান একাডেমী'র প্রতিষ্ঠাতা সালমান আমিন খানের বাবার নাম কী ?,মনসুর আলেম খান,আব্দুল্লাহ খান।,জাফার খান,ডা. ফখরুল আমিন খান,0,0,0
bengali--6909781415005268262-0,ফেইসবুকের বর্তমান (২০১৯) মালিক কে ?,মার্ক জিবসকের,মেটা প্লাটফর্ম।,মার克扎克伯格,ফেসবুক ইনক,0,0,0
bengali--8738126845861758945-3,কুড়িগ্রাম সরকারি কলেজ কবে প্রতিষ্ঠিত হয় ?,১৯৮৪,১৯৬২ সালে।,১৯৫৭,১৯৬১ সালে,0,0,0
bengali--1649179077570136355-2,জনপ্রিয় কথাশিল্পী হুমায়ূন আহমেদ রচিত প্রথম উপন্যাসের নাম কী ?,জীবনের ছায়া,"""সোনার জীবন""।",অগ্নি ও,নন্দিত নরকে,0,0,0
bengali-8498516480545091780-1,ঢাকা শহরে বর্তমানে মোট কয়টি মসজিদ রয়েছে ?,৪০০,জানি না।,অনেক,৭০০-রও বেশি,0,0,0
bengali--5443118172314527178-10,ভারতীয় জনতা পার্টির প্রথম সভাপতি কে ছিলেন ?,ডাদা ভাই নরোজি,সুরেশ ভট্টাচার্য।,ঈ.আর. লক্ষმণ,অটলবিহারী বাজপেয়ী,0,0,0
bengali-8769029284744257202-1,সোনালী ব্যাংক লিমিটেড কবে প্রতিষ্ঠিত হয় ?,১৯৮৩,১৯৮৩ সালে।,১৯৭৫,১৯৭২,0,0,0
bengali-3279821707062003108-0,ভারতের তামিলনাড়ু রাজ্যের কুদানকুলাম পরমাণবিক বিদ্যুৎ কেন্দ্রটির নির্মাণ কাজ কোন সাল থেকে শুরু হয়েছিল ?,২০১০,২০০৪ সালে।,২০০১,২০০২,0,0,0
bengali--1831213595878006436-0,ই ইঙ্ক কর্পোরেশনের প্রতিষ্ঠাতা কে ?,ই ইঙ্ক কর্পোরেশনের প্রতিষ্ঠাতা,স্টীভ জবস।,টম স্যানকী,জোসেফ জ্যাকবসন এবং ব্যারেট কমিস্কি,0,0,0
bengali--8900441193756448468-0,জনপ্রিয় বাংলাদেশী চলচ্চিত্র অভিনেতা ফেরদৌস আহমেদের অভিনীত প্রথম চলচ্চিত্রের নাম কী ?,ডিল মেরা ধারকন টেরি,"""সুধা খান""",নবজাগরণ,বুকের ভিতর আগুন,0,0,0
bengali-4092360422610275801-2,রাগ ইমন কল্যাণ গাওয়ার প্রধান সময় কোনটি ?,সৌন্টক্রাউট,পহেলা বৈশাখ ।,ঈমান,সন্ধ্যা ৬ টা থেকে রাত ৯ টা,0,0,0
bengali--7786025931751511567-0,গুপ্ত বংশের প্রতিষ্ঠাতা কে ?,চন্দ্রগুপ্ত,রাজেন্দ্রনাথ।,চন্দ্রগুপ্ত মaধবদেব,শ্রীগুপ্ত,0,0,0
bengali-7755099264590331306-3,মাইকেল মধুসূদন দত্ত কোথায় জন্মগ্রহণ করেন ?,কুষ্টিয়া,কুষ্টিয়া ।,চট্টগ্রাম,বাংলা প্রেসিডেন্সির যশোর জেলার (অধুনা বাংলাদেশ রাষ্ট্রের যশোর জেলার কেশবপুর উপজেলার) সাগরদাঁড়ি গ্রামে,0,0,0
bengali-2573614511216597131-1,পীর গোরাচাঁদের বাবার নাম কি ছিল ?,গোপাল চন্দ্র,রঘুনাথ দাস ।,ঈশান ঘোষRoy,হজরত করিম উল্লাহ,0,0,0
bengali--6554192699105542631-5,মহেঞ্জোদারো সভ্যতা কে আবিষ্কার করেন ?,মহেঞ্জোদারো সভ্যতা আবিষ্কার করেন,এরিয়ান।,রাউল্ড অ্যান্ডারসন,"রাখালদাস বন্দ্যোপাধ্যায়, ই. জে. এইচ. ম্যাককি ও স্যার জন মার্শাল",0,0,0
bengali-3745430487395999591-0,বর্তমানে টুথব্রাশ বা দাঁতের ব্রাশ কি দিয়ে তৈরি করা হয় ?,হাসে,"নাইলন, প্লাস্টিক।",নয়,ফ্লুরাইড,0,0,0
bengali--8638982311668751103-0,ত্রিভুবন আন্তর্জাতিক বিমানবন্দরটির উদ্ভোধন কে করেন ?,শেখ মুজিবূর রহমান,শেখ হাসিনা,জগন্নাথ দত্ত,রাজা মহেন্দ্র,0,0,0
bengali--5853889722144994091-2,"প্রখ্যাত বাংলাদেশী চলচ্চিত্র পরিচালক, ঔপন্যাসিক, এবং গল্পকার জহির রায়হান কবে জন্মগ্রহণ করেন ?",১৯৪৮,১৯৪২ সালে।,১৯৫৭,১৯৩৫ সালের ১৯ আগস্ট,0,0,0
bengali--466552506306330314-3,কণিকা বন্দ্যোপাধ্যায়ের ডাক নাম কী ?,বেড়িয়ান,রবিন্দ্রনাথ ।,কণা,মোহর,0,0,0
bengali-2173402754641434684-7,ভারতের স্বাধীনতা আন্দোলনের সূচনা কবে হয় ?,১৮৫৭,১৯০৫ সাল।,১৯৩০,ভারতীয় মহাবিদ্রোহ,0,0,0
bengali-1644744333786318480-20,বাংলাদেশী চলচ্চিত্র পরিচালক আলমগীর কবিরের পরিচালিত প্রথম চলচ্চিত্রের নাম কী ?,আমার ভান্জন,সুন্দরবন,নদীর ঘাট,ধীরে বহে মেঘনা,0,0,0
bengali-469553946537952415-15,জোসে মারিও দস সান্তোস মরিনহো ফেলিক্স প্রথম কত সালে চেলসি দলের হয়ে ফুটবল খেলা শুরু করেন ?,জোসে মারিও দস সান্তোস,২০১৮ সাল।,২০১২,২০০৪ সালের জুন মাসে,0,0,0
bengali-779303607681296541-0,প্রথম বাংলা রক ব্যান্ডের নাম কী ?,The Black Cats,ফারহাদ ও তার সঙ্গীরা,মঈন,মহীনের ঘোড়াগুলি,0,0,0
bengali-566672335623774759-1,কতসালে প্রথম কলিকাতা পৌরসংস্থা গড়ে ওঠে ?,১৮৩৫,১৮৭৬ সালে।,১৮৬৯,১৯২২,0,0,0
bengali-5242615473186433051-4,ড্যারেল ব্রুস হেয়ার কোন সাল থেকে প্রথম আম্পায়ারিং করা শুরু করেন ?,১৯৮০,২০০৮ সাল।,১৯৭৫,১৯৯২,0,0,0
bengali-1305645042845347279-0,আমানুল্লাহ মোহাম্মদ আসাদুজ্জামান কবে জন্মগ্রহণ করেন ?,১৯৫০,১৯৬৮ সালে।,১৯৪৭,"জুন ১০, ১৯৪২",0,0,0
bengali-7014513140733973444-9,ঋতুপর্ণ ঘোষ পরিচালিত চোখের বালি চলচ্চিত্রটি কবে মুক্তি পায় ?,২০২৩,২০১৯ সালে।,২০১৯,২০০৩ সালে,0,0,0
bengali-1344076223095205095-0,মৌলিক উপাদানসমূহ গ্রন্থটি কবে রচিত হয় ?,২০১৫,১৯৫৬ সালে।,১৯০৩,প্রায় খ্রিস্টপূর্ব ৩০০ সালে,0,0,0
bengali--6001881637578117548-3,পাপ শব্দটির উৎপত্তি কোন শব্দ থেকে ?,পাপ শব্দটির উৎপত্তি সংস্কৃতিক,সংস্কৃত 'পাপ' ।,ঈথিসأشك্য,পুরাতন ইংরেজি syn (n),0,0,0
bengali--8629802684896762580-0,ওলন্দাজ-অস্ট্রেলীয় সামরিক কমান্ডো অফিসার উইলিয়াম আব্রাহাম সাইমন ঔডারল্যান্ড কবে জন্মগ্রহণ করেন ?,১৯৫০,১৮৯৭ সালে।,১৯১৬,"৬ ডিসেম্বর, ১৯১৭",0,0,0
bengali--8850603463734713292-1,বাংলাদেশের শহীদ মুক্তিযোদ্ধা মোহাম্মদ হামিদুর রহমান কবে জন্মগ্রহণ করেন ?,১ ডিসেম্বর ১৯২০,১৯৪৬ সালে।,১৯৩৫,১৯৫৩ সালের ২ ফেব্রুয়ারি,0,0,0
bengali-1629912594280788201-1,শ্রীমৎ সাধনানন্দ মহাস্থবির কবে জন্মগ্রহণ করেন ?,১৯৩৫,১৮৯৫ সালে।,১৯৩৭,১৯২০ ইং সনের ৮ জানুয়ারি,0,0,0
bengali--5990277188213233200-21,"মার্কিন পেশাদার কুস্তিগীর, র‌্যাপার, অভিনেতা ফিলিক্স অ্যন্থনিও সিনার প্রথম চলচ্চিত্রের নাম কী ?",গেট রিচ অর ডায়,"""ব্লাড ডাইনাসর""।",টপ গাই,The Marine,0,0,0
bengali-6379374255497658608-2,আমানুল্লাহ মোহাম্মদ আসাদুজ্জামান কোন কলেজের ছাত্রনেতা ছিলেন ?,জগন্নাথ কলেজ,ঢাকা বিশ্ববিদ্যালয়,ঢাকা বিশ্ববিদ্যালয়,সিটি ল কলেজে,0,0,0
bengali-5758287082712379011-25,"কবি জীবনানন্দ দাশের ""কবিতার কথা"" প্রবন্ধগ্রন্থটি কোন পত্রিকায় প্রথম প্রকাশিত হয় ?",সৌন্দর্য লাগে,সাহিত্যিক,সাহিত্যের দুপালা,বিতা,0,0,0
bengali-1374812589930743477-0,হিন্দু ধর্ম মতে পূর্বপূরুষের তর্পণ করার কী কোনো নির্দিষ্ট দিন থাকে ?,আমাবস্যা,কোনো নির্দিষ্ট দিন নাই।,শ্রাবণ месяц,পিতৃপক্ষ,0,0,0
bengali--427766160921701510-14,খিলজি বংশের শেষ শাসক কে ছিলেন ?,রাজা গণেশ,মাহমুদ খিলজী,ঈলতügen,খসরু খান,0,0,0
bengali-5888329246803989668-2,বিশ্বের প্রথম কম্পিউটার কবে আবিষ্কৃত হয় ?,১৮০০ সালে,১৯৩৬ সালে।,১৯৪৩,খ্রিষ্টপূর্ব ২৪০০ সালে,0,0,0
bengali-4643162833328741514-1,চাঁদ রায় কোথাকার জমিদার ছিলেন ?,ঢাকা,বগুড়া জেলা।,বর্ধমän,শ্রীপুর বা বিক্রমপুর,0,0,0
bengali--132851892871415293-0,সার্বভৌম শব্দটির অর্থ কী ?,সার্বভৌম শব্দটির অর্থ হলো,"সম্পূর্ণ, নির্ধারিত।",স্বাধিকারıklı,কোন দেশ বা রাষ্ট্রের নিজের অভ্যন্তরীন এবং অন্যান্যরাষ্ট্রের সঙ্গে সম্পর্ক নির্ধারণের চূড়ান্ত ক্ষমতাকে বোঝায়,0,0,0
bengali--4707271419376911216-0,সংস্কৃতে ব্যাঞ্জনবর্ণের সংখ্যা কতগুলো ?,৩০,সাতটি।,三十四个,৩৯,0,0,0
bengali-5106409585032054286-5,শ্যামবাজারে মেট্রো রেলের চলাচল প্রথম কোন সালে চালু হয় ?,২০২০,২০১৯ সাল।,২০১৯,১৯৯৫,0,0,0
bengali-5353543434599539015-0,জিন শব্দটি এসেছে কোন শব্দ থেকে ?,জিন,সংস্কৃত থেকে।,জার্মানisches,জেনেসিস,0,0,0
bengali--9074820732379768553-2,ইসলাম শব্দটির উৎপত্তি কোন শব্দ থেকে হয়েছে ?,ইসলাম,আল্লাহ থেকে।,ঈমান,আরবি س-ل-م,0,0,0
bengali-4085210330096020245-3,প্রাচীন সংস্কৃত মহাকাব্য রামায়ণের শ্লোকগুলো কোন ছন্দে রচিত ?,আনুষ্ঠুপ,অ্যানুষ্ঠুপ চন্দ।,ঔষুধকavana,অনুষ্টুপ,0,0,0
bengali-7986941057446833378-14,বাংলাদেশের সিলেট বিভাগের অন্তর্গত মোট কয়টি গ্রাম আছে ?,৩৮৬৯,তথ্য নেই।,১৪৫২৯,"১০,২২৪টি",0,0,0
bengali--3576753077219088643-3,বাংলাদেশের ঠাকুরগাঁও জেলার প্রশাসনিক এলাকা পীরগঞ্জ উপজেলায় মোট কয়টি গ্রাম রয়েছে ?,৩০,পঁচিশ গ্রাম।,২৭,৩৩১টি,0,0,0
bengali--1450501750137438198-0,শ্রীশ্রীঠাকুর অনুকূলচন্দ্র কোথায় জন্মগ্রহণ করেন ?,শ্রীশ্রীঠাকুর অনুকূলচন্দ্র কোথা জন্মগ্রহণ,রাজশাহী ।,বরিশাল,ব্রিটিশ ভারতের বঙ্গ প্রদেশের পাবনা জেলার হিমায়তপুরে,0,0,0
bengali-3902040012994010412-1,ভারতবর্ষ কত সালে একটি স্বাধীন সার্বভৌম রাষ্ট্র হিসেবে প্রতিষ্ঠিত হয় ?,১৯৪৭,১৯৪৭ সালে।,১৯৪৭,১৯৫০,0,0,0
bengali--482210237667272851-8,লাগে রাহো মুন্না ভাই হিন্দি চলচ্চিত্রে সঞ্জয় দত্তের বিপরীতে কোন অভিনেত্রী অভিনয় করেন ?,রানি মুকেশি,মৌসুমি চট্টোপাধ্যায়,কাজল councill,বিদ্যা,0,0,0
bengali-5447758927889596593-4,ভালুকা উপজেলা মোট কয়টি গ্রাম নিয়ে গঠিত ?,৩০,৩৬ গ্রাম।,৩৪,১১০,0,0,0
bengali--5189083434002639881-1,ভারতীয় পদার্থবিজ্ঞানী দেবেন্দ্র মোহন বসুর পিতার নাম কি ছিল ?,মোহন বসু,প্রমথনাথ বসু,ঈশানুর বসু,মোহিনী মোহন বসু,0,0,0
bengali--5333375973860147750-0,ভারতীয় চলচ্চিত্র অভিনেত্রী রিচা গঙ্গোপাধ্যায়ের অভিনীত প্রথম চলচ্চিত্রের নাম কী ?,ডিল বোলে পার্঵রোদি,"""আনন্দবাজার""।",বিদাই,লিডার,0,0,0
bengali--3625889057901980565-0,ভারতের পশ্চিমবঙ্গ রাজ্যের বৃহত্তম শহর কোনটি ?,কলকাতা,কলকাতা,কলকাতা,বর্ধমান,0,0,0
bengali--5760143195786173994-1,পশ্চিম ভারতের মহারাষ্ট্র রাজ্যের মুম্বাই শহরে নির্মিত গেটওয়ে অব ইন্ডিয়ার নির্মাণ কাজ কত সাল থেকে শুরু হয়েছিল ?,১৯১৩,১৯৯২ সাল।,১৯০৪,১৯১৫,0,0,0
bengali--2520963719535622574-2,কেশবচন্দ্র সেন কত সালে ব্রাহ্মসমাজে যোগদান করেন ?,১৮৬৪,১৮২৯ সালে।,১৮৬৬,১৮৫৭,0,0,0
bengali-2029563870871915760-1,ইংরেজ টেস্ট ক্রিকেটার জর্জ হার্বার্ট হার্স্টের বাবার নাম কী ?,জোসেফ হার্স্ট,হ্যারি হার্স্ট,অজানা,উইলি,0,0,0
bengali--2259915125011949663-2,আই ফোনের সর্বাধুনিক মোবাইল অপারেটিং সিস্টেমটির নাম কী ?,iOS 17,iOS,iOS 16,আইওএস ১২,0,0,0
bengali--7503944873369467267-1,বাংলাদেশের স্বাধীনতা যুদ্ধের বীর মুক্তিযোদ্ধা কর্নেল শাফায়াত জামিলের মায়ের নাম কী ?,বেগুম জাইনাব,রাজিয়া খানম,শিরিন খাঁwna,লায়লা জোহরা বেগম,0,0,0
bengali--6827610236987996069-0,প্যালিওজোয়িক মহাযুগের দ্বিতীয় যুগটির নাম কী ?,অর্ডভিক,মেসোজোয়িক।,ক্যামব্রিয়ান,অর্ডোভিশিয়ান,0,0,0
bengali--408485360004026597-2,মাস্টারদা সূর্যকুমার সেনের বাবার নাম কী ছিল ?,সুরেন্দ্র সেন,সুরেন্দ্রনাথ।,ঈশানুথ চট্টোপাধ্যায়,রাজমনি সেন,0,0,0
bengali-7554185182653449052-1,বিপ্লবী ইসলামী আন্দোলনের সূচনা কত সালে হয়েছিল ?,১৯৭৮,১৯৭০ সাল।,১৯৭৯,১৯৮৭,0,0,0
bengali-268116312189400190-1,করতোয়া নদীর উৎপত্তি স্থল কোথায় ?,করতোয়া নদীর উৎপত্তি স্থল,হিমালয় পর্বত ।,মধ্যপ্রদেশ,জলপাইগুড়ি,0,0,0
